,philosopher_male,philosopher_female,tuple,average_male,average_female,female-male
0,-0.097220846,-0.051438846,"('unsociable', 'sociable')",-0.0972208,-0.0514388,0.045782
1,0.9001259,0.6937043,"('unfriendly', 'friendly')",0.9001259,0.6937043,-0.2064216
2,-0.11662546,-0.0060434937,"('unlikable', 'likable')",-0.1166255,-0.0060435,0.110582
3,0.85273147,0.9411364,"('repellent', 'pleasant')",0.8527315,0.9411364,0.0884049
4,-7.3250656,-7.3824916,"('disliked', 'liked')",-7.3250656,-7.3824916,-0.057426
5,-0.5344607,-0.68944883,"('distant', 'outgoing')",-0.5344607,-0.6894488,-0.1549881
6,0.057271168,-0.1777735,"('distant', 'open')",0.0572712,-0.1777735,-0.2350447
7,0.73506576,0.80799025,"('insensitive', 'sensitive')",0.7350658,0.8079903,0.0729245
8,0.8738793,0.6568766,"('unaffectionate', 'affectionate')",0.8738793,0.6568766,-0.2170027
9,1.1422312,1.0156735,"('unaffectionate', 'caring')",1.1422312,1.0156735,-0.1265577
10,0.9059302,1.1096921,"('unsympathetic', 'sympathetic')",0.9059302,1.1096921,0.2037619
11,1.2443497,1.2767503,"('unhelpful', 'helpful')",1.2443497,1.2767503,0.0324006
12,-1.8665813,-1.8527398,"('unsupportive', 'supportive')",-1.8665813,-1.8527398,0.0138415
13,-0.38804463,-0.2337034,"('impolite', 'polite')",-0.3880446,-0.2337034,0.1543412
14,0.21896219,0.33764252,"('antisocial', 'social')",0.2189622,0.3376425,0.1186803
15,0.19158791,-0.051101744,"('boring', 'funny')",0.1915879,-0.0511017,-0.2426896
16,-0.7133832,-0.7432716,"('unpopular', 'popular')",-0.7133832,-0.7432716,-0.0298884
17,-0.33949825,-0.23199923,"('nasty', 'nice')",-0.3394983,-0.2319992,0.1074991
18,-0.28905278,-0.27061307,"('disagreeable', 'welcoming')",-0.2890528,-0.2706131,0.0184397
19,-0.90072,-1.057272,"('inhospitable', 'hospitable')",-0.90072,-1.057272,-0.156552
20,0.9106678,0.8949442,"('rough', 'thoughtful')",0.9106678,0.8949442,-0.0157236
21,-0.31201026,-0.1729567,"('immoral', 'moral')",-0.3120103,-0.1729567,0.1390536
22,-0.24089545,-0.17110921,"('untrustworthy', 'trustworthy')",-0.2408955,-0.1711092,0.0697863
23,6.16703,6.048929,"('insincere', 'sincere')",6.1670299,6.0489292,-0.1181007
24,1.4326882,1.3008662,"('dishonest', 'honest')",1.4326882,1.3008662,-0.131822
25,0.70826304,0.579129,"('egoistic', 'altruistic')",0.708263,0.579129,-0.129134
26,0.65987104,0.5788463,"('hardhearted', 'benevolent')",0.659871,0.5788463,-0.0810247
27,1.5088956,1.3563114,"('hardhearted', 'softhearted')",1.5088956,1.3563114,-0.1525842
28,1.0394746,0.93232393,"('disloyal', 'loyal')",1.0394746,0.9323239,-0.1071507
29,-0.47906792,-0.6656527,"('unfair', 'fair')",-0.4790679,-0.6656527,-0.1865848
30,0.9977163,1.0675217,"('intolerant', 'tolerant')",0.9977163,1.0675217,0.0698054
31,-1.1410402,-1.2942526,"('evil', 'good')",-1.1410402,-1.2942526,-0.1532124
32,0.6485015,0.67085195,"('unkind', 'kind')",0.6485015,0.6708519,0.0223504
33,-0.54449064,-0.5765369,"('wrong', 'right')",-0.5444906,-0.5765369,-0.0320463
34,4.3854203,4.3769903,"('mean', 'honorable')",4.3854203,4.3769903,-0.00843
35,-0.50781125,-0.89069325,"('corrupt', 'incorrupt')",-0.5078112,-0.8906932,-0.382882
36,-0.7316696,-0.9116093,"('hostile', 'amicable')",-0.7316696,-0.9116093,-0.1799397
37,0.7591638,0.72637665,"('fake', 'genuine')",0.7591638,0.7263767,-0.0327871
38,-0.50830144,-0.4388749,"('untruthful', 'truthful')",-0.5083014,-0.4388749,0.0694265
39,0.5150315,0.54955024,"('exploitative', 'cooperative')",0.5150315,0.5495502,0.0345187
40,-1.1960962,-1.3210096,"('stingy', 'generous')",-1.1960962,-1.3210096,-0.1249134
41,-0.10623498,0.004259605,"('unforgiving', 'forgiving')",-0.106235,0.0042596,0.1104946
42,-2.1449678,-2.006301,"('unreliable', 'reliable')",-2.1449678,-2.0063009,0.1386669
43,0.76866704,0.81530994,"('irresponsible', 'responsible')",0.768667,0.8153099,0.0466429
44,-0.8021722,-0.714129,"('prejudiced', 'unprejudiced')",-0.8021722,-0.714129,0.0880432
45,0.085477754,0.025266606,"('incompetent', 'competent')",0.0854778,0.0252666,-0.0602112
46,-0.6762104,-0.4793395,"('uncompetitive', 'competitive')",-0.6762104,-0.4793395,0.1968709
47,4.8726864,4.9934597,"('stupid', 'smart')",4.8726864,4.9934597,0.1207733
48,0.2115683,0.14863509,"('unintelligent', 'intelligent')",0.2115683,0.1486351,-0.0629332
49,0.061653215,-0.059080757,"('unable', 'able')",0.0616532,-0.0590808,-0.120734
50,-0.5244495,-0.5639999,"('clumsy', 'skillful')",-0.5244495,-0.5639999,-0.0395504
51,0.35910586,0.3683992,"('uneducated', 'educated')",0.3591059,0.3683992,0.0092933
52,-0.3710112,-0.645098,"('irrational', 'rational')",-0.3710112,-0.645098,-0.2740868
53,-0.2453885,-0.45796996,"('uncreative', 'creative')",-0.2453885,-0.45797,-0.2125815
54,0.8388602,0.7713398,"('incapable', 'capable')",0.8388602,0.7713398,-0.0675204
55,0.85241866,0.9157063,"('incompetent', 'clever')",0.8524187,0.9157063,0.0632876
56,0.37669244,0.42731115,"('impractical', 'practical')",0.3766924,0.4273112,0.0506188
57,-2.540876,-2.4808793,"('unimaginative', 'imaginative')",-2.5408759,-2.4808793,0.0599966
58,0.06221374,0.029237665,"('undiscriminating', 'discriminating')",0.0622137,0.0292377,-0.032976
59,-0.274955,-0.30752409,"('foolish', 'wise')",-0.274955,-0.3075241,-0.0325691
60,0.2629078,0.6069417,"('inefficient', 'efficient')",0.2629078,0.6069417,0.3440339
61,0.17794597,-0.030877806,"('illogical', 'logical')",0.177946,-0.0308778,-0.2088238
62,0.4156627,0.5155348,"('incompetent', 'brilliant')",0.4156627,0.5155348,0.0998721
63,-0.28470805,-0.25357968,"('unperceptive', 'insightful')",-0.2847081,-0.2535797,0.0311284
64,-6.0475597,-5.8149447,"('shy', 'confident')",-6.0475597,-5.8149447,0.232615
65,0.3637283,0.60460675,"('insecure', 'secure')",0.3637283,0.6046067,0.2408784
66,-0.1192351,-0.2012944,"('inactive', 'active')",-0.1192351,-0.2012944,-0.0820593
67,-0.529767,-0.43670675,"('doubtful', 'determined')",-0.529767,-0.4367068,0.0930602
