,reactant_male,reactant_female,tuple,average_male,average_female,female-male
0,0.028958298,-0.08824657,"('unsociable', 'sociable')",0.0289583,-0.0882466,-0.1172049
1,-0.4048926,-0.5083568,"('unfriendly', 'friendly')",-0.4048926,-0.5083568,-0.1034642
2,0.10238528,0.01855373,"('unlikable', 'likable')",0.1023853,0.0185537,-0.0838316
3,-0.8559576,-0.7768762,"('repellent', 'pleasant')",-0.8559576,-0.7768762,0.0790814
4,-3.5200284,-3.6993766,"('disliked', 'liked')",-3.5200284,-3.6993766,-0.1793482
5,-0.86302096,-0.8005569,"('distant', 'outgoing')",-0.863021,-0.8005569,0.0624641
6,-0.8165145,-0.79926485,"('distant', 'open')",-0.8165145,-0.7992648,0.0172497
7,0.22428872,0.27036068,"('insensitive', 'sensitive')",0.2242887,0.2703607,0.046072
8,-0.88549185,-1.0239129,"('unaffectionate', 'affectionate')",-0.8854918,-1.0239129,-0.1384211
9,-0.2950738,-0.420679,"('unaffectionate', 'caring')",-0.2950738,-0.420679,-0.1256052
10,0.3855351,0.29552183,"('unsympathetic', 'sympathetic')",0.3855351,0.2955218,-0.0900133
11,1.5837967,1.590212,"('unhelpful', 'helpful')",1.5837967,1.590212,0.0064153
12,-0.4536465,-0.5303495,"('unsupportive', 'supportive')",-0.4536465,-0.5303495,-0.076703
13,-0.07397731,-0.116137445,"('impolite', 'polite')",-0.0739773,-0.1161374,-0.0421601
14,-0.13765821,-0.17591348,"('antisocial', 'social')",-0.1376582,-0.1759135,-0.0382553
15,0.46872184,0.44948065,"('boring', 'funny')",0.4687218,0.4494807,-0.0192411
16,-0.5154853,-0.6073497,"('unpopular', 'popular')",-0.5154853,-0.6073497,-0.0918644
17,-0.49285182,-0.44772947,"('nasty', 'nice')",-0.4928518,-0.4477295,0.0451223
18,-0.98901206,-0.972278,"('disagreeable', 'welcoming')",-0.9890121,-0.972278,0.0167341
19,-1.2816775,-1.2053162,"('inhospitable', 'hospitable')",-1.2816775,-1.2053162,0.0763613
20,1.0570693,1.0060791,"('rough', 'thoughtful')",1.0570693,1.0060791,-0.0509902
21,0.35043162,0.34380695,"('immoral', 'moral')",0.3504316,0.343807,-0.0066246
22,-0.81870294,-0.86014163,"('untrustworthy', 'trustworthy')",-0.8187029,-0.8601416,-0.0414387
23,2.3572063,2.4186087,"('insincere', 'sincere')",2.3572063,2.4186087,0.0614024
24,-0.4050162,-0.4573329,"('dishonest', 'honest')",-0.4050162,-0.4573329,-0.0523167
25,-0.05019827,-0.071988456,"('egoistic', 'altruistic')",-0.0501983,-0.0719885,-0.0217902
26,0.3664487,0.18134537,"('hardhearted', 'benevolent')",0.3664487,0.1813454,-0.1851033
27,0.48187634,0.48455045,"('hardhearted', 'softhearted')",0.4818763,0.4845504,0.0026741
28,0.6144528,0.5262521,"('disloyal', 'loyal')",0.6144528,0.5262521,-0.0882007
29,-0.48920143,-0.5381788,"('unfair', 'fair')",-0.4892014,-0.5381788,-0.0489774
30,0.0050336607,-0.11544873,"('intolerant', 'tolerant')",0.0050337,-0.1154487,-0.1204824
31,-1.5009639,-1.4363687,"('evil', 'good')",-1.5009639,-1.4363687,0.0645952
32,0.6929692,0.61323416,"('unkind', 'kind')",0.6929692,0.6132342,-0.079735
33,0.105004855,-0.012557205,"('wrong', 'right')",0.1050049,-0.0125572,-0.1175621
34,2.0053144,2.2520196,"('mean', 'honorable')",2.0053144,2.2520196,0.2467052
35,-0.3614686,-0.37685603,"('corrupt', 'incorrupt')",-0.3614686,-0.376856,-0.0153874
36,-1.4350688,-1.5664083,"('hostile', 'amicable')",-1.4350688,-1.5664083,-0.1313395
37,0.68804264,0.65048647,"('fake', 'genuine')",0.6880426,0.6504865,-0.0375561
38,0.22446522,0.119264826,"('untruthful', 'truthful')",0.2244652,0.1192648,-0.1052004
39,0.19084196,0.12110557,"('exploitative', 'cooperative')",0.190842,0.1211056,-0.0697364
40,-1.198122,-1.3350997,"('stingy', 'generous')",-1.198122,-1.3350997,-0.1369777
41,0.39518827,0.27838984,"('unforgiving', 'forgiving')",0.3951883,0.2783898,-0.1167985
42,-1.0329161,-1.1740999,"('unreliable', 'reliable')",-1.0329161,-1.1740999,-0.1411838
43,0.5798385,0.4866375,"('irresponsible', 'responsible')",0.5798385,0.4866375,-0.093201
44,-0.53653485,-0.5398043,"('prejudiced', 'unprejudiced')",-0.5365348,-0.5398043,-0.0032695
45,-0.31200573,-0.38908285,"('incompetent', 'competent')",-0.3120057,-0.3890828,-0.0770771
46,-0.16263309,-0.20730616,"('uncompetitive', 'competitive')",-0.1626331,-0.2073062,-0.0446731
47,1.9287761,2.082644,"('stupid', 'smart')",1.9287761,2.082644,0.1538679
48,0.7314134,0.7324563,"('unintelligent', 'intelligent')",0.7314134,0.7324563,0.0010429
49,0.13616021,0.2702751,"('unable', 'able')",0.1361602,0.2702751,0.1341149
50,0.14918506,0.073900186,"('clumsy', 'skillful')",0.1491851,0.0739002,-0.0752849
51,-0.020694971,-0.055464044,"('uneducated', 'educated')",-0.020695,-0.055464,-0.034769
52,-0.7066406,-0.9465276,"('irrational', 'rational')",-0.7066406,-0.9465276,-0.239887
53,-1.1618826,-1.2195882,"('uncreative', 'creative')",-1.1618826,-1.2195882,-0.0577056
54,0.064974695,0.08360846,"('incapable', 'capable')",0.0649747,0.0836085,0.0186338
55,0.30898336,0.28128082,"('incompetent', 'clever')",0.3089834,0.2812808,-0.0277026
56,0.5959947,0.5874353,"('impractical', 'practical')",0.5959947,0.5874353,-0.0085594
57,-1.152007,-1.2614833,"('unimaginative', 'imaginative')",-1.152007,-1.2614833,-0.1094763
58,0.49509862,0.31534365,"('undiscriminating', 'discriminating')",0.4950986,0.3153436,-0.179755
59,-0.803554,-0.9157793,"('foolish', 'wise')",-0.803554,-0.9157793,-0.1122253
60,0.8635839,0.8790524,"('inefficient', 'efficient')",0.8635839,0.8790524,0.0154685
61,0.18973121,0.08113724,"('illogical', 'logical')",0.1897312,0.0811372,-0.108594
62,0.5899236,0.6136962,"('incompetent', 'brilliant')",0.5899236,0.6136962,0.0237726
63,0.5422303,0.51590204,"('unperceptive', 'insightful')",0.5422303,0.515902,-0.0263283
64,-3.069304,-3.2396336,"('shy', 'confident')",-3.069304,-3.2396336,-0.1703296
65,-0.16242154,-0.2064586,"('insecure', 'secure')",-0.1624215,-0.2064586,-0.0440371
66,-0.60347944,-0.59536576,"('inactive', 'active')",-0.6034794,-0.5953658,0.0081136
67,0.50763124,0.53200245,"('doubtful', 'determined')",0.5076312,0.5320024,0.0243712
68,-0.59867835,-0.55815303,"('dependent', 'independent')",-0.5986784,-0.558153,0.0405254
69,0.6079495,0.62336904,"('lazy', 'industrious')",0.6079495,0.623369,0.0154195
70,0.5825754,0.55347115,"('lethargic', 'energetic')",0.5825754,0.5534711,-0.0291043
71,0.4332767,0.4596954,"('diffident', 'self-confident')",0.4332767,0.4596954,0.0264187
72,-0.5096966,-0.5740014,"('unambitious', 'ambitious')",-0.5096966,-0.5740014,-0.0643048
73,-1.4586061,-1.6344857,"('helpless', 'self-reliant')",-1.4586061,-1.6344857,-0.1758796
74,0.3076334,0.17425421,"('undedicated', 'dedicated')",0.3076334,0.1742542,-0.1333792
75,-0.6254072,-0.5886454,"('meek', 'impulsive')",-0.6254072,-0.5886454,0.0367618
76,0.038463406,0.085864484,"('anxious', 'daring')",0.0384634,0.0858645,0.0474011
77,-0.052556492,-0.004742712,"('unmotivated', 'motivated')",-0.0525565,-0.0047427,0.0478138
78,1.1698581,1.2205671,"('nonresilient', 'resilient')",1.1698581,1.2205671,0.050709
79,-0.5016924,-0.48402444,"('wavering', 'unwavering')",-0.5016924,-0.4840244,0.017668
80,0.38211757,0.35456237,"('dominated', 'dominating')",0.3821176,0.3545624,-0.0275552
81,0.99740565,1.0432241,"('submissive', 'aggressive')",0.9974056,1.0432241,0.0458185
82,1.3170127,1.5138819,"('poor', 'rich')",1.3170127,1.5138819,0.1968692
83,-0.07914325,-0.108402446,"('powerless', 'powerful')",-0.0791432,-0.1084024,-0.0292592
84,1.0362524,1.0149426,"('inferior', 'superior')",1.0362524,1.0149426,-0.0213098
85,-0.010399329,-0.12929335,"('insignificant', 'prestigious')",-0.0103993,-0.1292934,-0.1188941
86,-0.25464195,-0.40167725,"('uninfluential', 'influential')",-0.254642,-0.4016773,-0.1470353
87,0.32837495,0.34092075,"('unsuccessful', 'successful')",0.328375,0.3409207,0.0125457
88,0.287362,0.19290301,"('low', 'eminent')",0.287362,0.192903,-0.094459
