,hotel_male,hotel_female,tuple,average_male,average_female,female-male
0,0.9325144,0.83965474,"('unsociable', 'sociable')",0.9325144,0.8396547,-0.0928597
1,1.8549885,1.8003715,"('unfriendly', 'friendly')",1.8549885,1.8003715,-0.054617
2,1.2624879,1.4458983,"('unlikable', 'likable')",1.2624879,1.4458983,0.1834104
3,-0.08116134,-0.023232467,"('repellent', 'pleasant')",-0.0811613,-0.0232325,0.0579288
4,-5.913552,-5.702094,"('disliked', 'liked')",-5.9135518,-5.7020941,0.2114577
5,-0.38527742,-0.30958837,"('distant', 'outgoing')",-0.3852774,-0.3095884,0.075689
6,0.28032595,0.32410678,"('distant', 'open')",0.2803259,0.3241068,0.0437809
7,1.1839715,1.1958537,"('insensitive', 'sensitive')",1.1839715,1.1958537,0.0118822
8,1.1803021,1.0259694,"('unaffectionate', 'affectionate')",1.1803021,1.0259694,-0.1543327
9,1.5293697,1.3991857,"('unaffectionate', 'caring')",1.5293697,1.3991857,-0.130184
10,0.25490308,0.19623846,"('unsympathetic', 'sympathetic')",0.2549031,0.1962385,-0.0586646
11,0.97212917,0.88649356,"('unhelpful', 'helpful')",0.9721292,0.8864936,-0.0856356
12,-1.3221183,-1.2479414,"('unsupportive', 'supportive')",-1.3221183,-1.2479414,0.0741769
13,0.10387572,0.07208088,"('impolite', 'polite')",0.1038757,0.0720809,-0.0317948
14,1.0203565,1.0632293,"('antisocial', 'social')",1.0203565,1.0632293,0.0428728
15,0.6563512,0.6139197,"('boring', 'funny')",0.6563512,0.6139197,-0.0424315
16,0.9423573,0.9465024,"('unpopular', 'popular')",0.9423573,0.9465024,0.0041451
17,-0.021632262,-0.014841504,"('nasty', 'nice')",-0.0216323,-0.0148415,0.0067908
18,-0.007401919,0.04973097,"('disagreeable', 'welcoming')",-0.0074019,0.049731,0.0571329
19,-0.7813757,-0.76743263,"('inhospitable', 'hospitable')",-0.7813757,-0.7674326,0.0139431
20,0.45493728,0.44378984,"('rough', 'thoughtful')",0.4549373,0.4437898,-0.0111475
21,-0.33480287,-0.24829035,"('immoral', 'moral')",-0.3348029,-0.2482903,0.0865126
22,-0.28171924,-0.2201187,"('untrustworthy', 'trustworthy')",-0.2817192,-0.2201187,0.0616005
23,5.5940003,5.353335,"('insincere', 'sincere')",5.5940003,5.3533349,-0.2406654
24,1.1838331,1.0339328,"('dishonest', 'honest')",1.1838331,1.0339328,-0.1499003
25,0.8552573,0.80533606,"('egoistic', 'altruistic')",0.8552573,0.8053361,-0.0499212
26,2.3958166,2.3787198,"('hardhearted', 'benevolent')",2.3958166,2.3787198,-0.0170968
27,0.9618182,0.75900483,"('hardhearted', 'softhearted')",0.9618182,0.7590048,-0.2028134
28,0.7852389,0.642481,"('disloyal', 'loyal')",0.7852389,0.642481,-0.1427579
29,-0.483175,-0.5671028,"('unfair', 'fair')",-0.483175,-0.5671028,-0.0839278
30,1.1385092,1.105952,"('intolerant', 'tolerant')",1.1385092,1.105952,-0.0325572
31,-0.951492,-0.9123081,"('evil', 'good')",-0.951492,-0.9123081,0.0391839
32,1.0725892,0.9534766,"('unkind', 'kind')",1.0725892,0.9534766,-0.1191126
33,-0.030204212,-0.06517483,"('wrong', 'right')",-0.0302042,-0.0651748,-0.0349706
