,drink_male,drink_female,tuple,average_male,average_female,female-male
0,0.04394955,-0.09547117,"('unsociable', 'sociable')",0.0439495,-0.0954712,-0.1394207
1,1.3178809,1.2876508,"('unfriendly', 'friendly')",1.3178809,1.2876508,-0.0302301
2,0.5520281,0.7571533,"('unlikable', 'likable')",0.5520281,0.7571533,0.2051252
3,0.89423794,1.0524899,"('repellent', 'pleasant')",0.8942379,1.0524899,0.158252
4,-7.3547516,-7.2827334,"('disliked', 'liked')",-7.3547516,-7.2827334,0.0720182
5,-0.10333268,0.117046505,"('distant', 'outgoing')",-0.1033327,0.1170465,0.2203792
6,0.12127894,0.34848243,"('distant', 'open')",0.1212789,0.3484824,0.2272035
7,0.60012263,0.67635167,"('insensitive', 'sensitive')",0.6001226,0.6763517,0.0762291
8,1.0173504,1.0097294,"('unaffectionate', 'affectionate')",1.0173504,1.0097294,-0.007621
9,1.6276755,1.7570984,"('unaffectionate', 'caring')",1.6276755,1.7570984,0.1294229
10,0.96867883,1.077566,"('unsympathetic', 'sympathetic')",0.9686788,1.077566,0.1088872
11,2.0027843,2.107896,"('unhelpful', 'helpful')",2.0027843,2.1078961,0.1051118
12,-1.6998048,-1.7348715,"('unsupportive', 'supportive')",-1.6998048,-1.7348715,-0.0350667
13,0.419187,0.26816252,"('impolite', 'polite')",0.419187,0.2681625,-0.1510245
14,-0.23036459,-0.3957094,"('antisocial', 'social')",-0.2303646,-0.3957094,-0.1653448
15,0.3517713,0.30827296,"('boring', 'funny')",0.3517713,0.308273,-0.0434983
16,-0.26605406,-0.1378783,"('unpopular', 'popular')",-0.2660541,-0.1378783,0.1281758
17,-0.16775185,-0.13260332,"('nasty', 'nice')",-0.1677518,-0.1326033,0.0351485
18,-0.7712142,-0.93090564,"('disagreeable', 'welcoming')",-0.7712142,-0.9309056,-0.1596914
19,-0.70402557,-0.44156086,"('inhospitable', 'hospitable')",-0.7040256,-0.4415609,0.2624647
20,0.9593993,0.82069963,"('rough', 'thoughtful')",0.9593993,0.8206996,-0.1386997
21,0.13518272,0.2986576,"('immoral', 'moral')",0.1351827,0.2986576,0.1634749
22,-0.49961036,-0.4373085,"('untrustworthy', 'trustworthy')",-0.4996104,-0.4373085,0.0623019
23,6.5126634,6.581515,"('insincere', 'sincere')",6.5126634,6.5815148,0.0688514
24,1.6560271,1.7309271,"('dishonest', 'honest')",1.6560271,1.7309271,0.0749
25,0.3459884,0.19572334,"('egoistic', 'altruistic')",0.3459884,0.1957233,-0.1502651
