,prejudice_male,prejudice_female,tuple,average_male,average_female,female-male
0,0.6449313,0.5680599,"('unsociable', 'sociable')",0.6449313,0.5680599,-0.0768714
1,0.39548367,0.36468938,"('unfriendly', 'friendly')",0.3954837,0.3646894,-0.0307943
2,-0.08433592,0.047768693,"('unlikable', 'likable')",-0.0843359,0.0477687,0.1321046
3,0.8358278,1.0373887,"('repellent', 'pleasant')",0.8358278,1.0373887,0.2015609
4,-7.1432533,-7.3435516,"('disliked', 'liked')",-7.1432533,-7.3435516,-0.2002983
5,-1.1465074,-1.162481,"('distant', 'outgoing')",-1.1465074,-1.162481,-0.0159736
6,-0.5891523,-0.71114373,"('distant', 'open')",-0.5891523,-0.7111437,-0.1219914
7,1.5461025,1.6498969,"('insensitive', 'sensitive')",1.5461025,1.6498969,0.1037944
8,0.64353377,0.5671109,"('unaffectionate', 'affectionate')",0.6435338,0.5671109,-0.0764229
9,1.0054178,1.0224376,"('unaffectionate', 'caring')",1.0054178,1.0224376,0.0170198
10,1.7400086,1.8658355,"('unsympathetic', 'sympathetic')",1.7400086,1.8658355,0.1258269
11,1.8021655,1.9205606,"('unhelpful', 'helpful')",1.8021655,1.9205606,0.1183951
12,-1.3755995,-1.2895843,"('unsupportive', 'supportive')",-1.3755995,-1.2895843,0.0860152
13,0.22536904,0.44066685,"('impolite', 'polite')",0.225369,0.4406669,0.2152979
14,0.48545477,0.6108276,"('antisocial', 'social')",0.4854548,0.6108276,0.1253728
15,0.38937834,0.27103075,"('boring', 'funny')",0.3893783,0.2710308,-0.1183475
16,-0.88421583,-0.9340967,"('unpopular', 'popular')",-0.8842158,-0.9340967,-0.0498809
17,-0.00843608,-0.055399016,"('nasty', 'nice')",-0.0084361,-0.055399,-0.0469629
18,-0.7410835,-0.59154034,"('disagreeable', 'welcoming')",-0.7410835,-0.5915403,0.1495432
19,-1.0078571,-1.0196643,"('inhospitable', 'hospitable')",-1.0078571,-1.0196643,-0.0118072
20,0.6121247,0.5102279,"('rough', 'thoughtful')",0.6121247,0.5102279,-0.1018968
21,0.28054383,0.59342706,"('immoral', 'moral')",0.2805438,0.5934271,0.3128833
22,0.15184,0.21364713,"('untrustworthy', 'trustworthy')",0.15184,0.2136471,0.0618071
23,5.991491,6.27339,"('insincere', 'sincere')",5.9914908,6.2733898,0.281899
24,1.3672278,1.5347993,"('dishonest', 'honest')",1.3672278,1.5347993,0.1675715
25,0.31453487,0.28382978,"('egoistic', 'altruistic')",0.3145349,0.2838298,-0.0307051
26,1.1190851,0.869215,"('hardhearted', 'benevolent')",1.1190851,0.869215,-0.2498701
27,1.5413393,1.3716412,"('hardhearted', 'softhearted')",1.5413393,1.3716412,-0.1696981
28,1.3217932,1.2115436,"('disloyal', 'loyal')",1.3217932,1.2115436,-0.1102496
29,-0.56772506,-0.6867921,"('unfair', 'fair')",-0.5677251,-0.6867921,-0.119067
30,1.147861,1.2871437,"('intolerant', 'tolerant')",1.147861,1.2871437,0.1392827
31,-1.80664,-1.9320892,"('evil', 'good')",-1.80664,-1.9320892,-0.1254492
32,1.2632697,1.182424,"('unkind', 'kind')",1.2632697,1.1824239,-0.0808458
33,-0.608045,-0.64966846,"('wrong', 'right')",-0.608045,-0.6496685,-0.0416235
34,4.080051,4.409446,"('mean', 'honorable')",4.0800509,4.4094458,0.3293949
35,-1.2588614,-1.6844661,"('corrupt', 'incorrupt')",-1.2588614,-1.6844661,-0.4256047
36,-1.2110236,-1.515181,"('hostile', 'amicable')",-1.2110236,-1.5151809,-0.3041573
37,1.1377902,1.0983691,"('fake', 'genuine')",1.1377902,1.0983691,-0.0394211
38,-0.68260753,-0.49818057,"('untruthful', 'truthful')",-0.6826075,-0.4981806,0.1844269
39,0.47492802,0.5228804,"('exploitative', 'cooperative')",0.474928,0.5228804,0.0479524
40,-1.1174972,-1.1655219,"('stingy', 'generous')",-1.1174972,-1.1655219,-0.0480247
41,0.66023016,0.55396366,"('unforgiving', 'forgiving')",0.6602302,0.5539637,-0.1062665
42,-1.6730219,-1.6792976,"('unreliable', 'reliable')",-1.6730219,-1.6792976,-0.0062757
43,1.1260661,1.3500688,"('irresponsible', 'responsible')",1.1260661,1.3500688,0.2240027
44,-1.1107178,-1.2286189,"('prejudiced', 'unprejudiced')",-1.1107178,-1.2286189,-0.1179011
45,0.8981241,0.74841404,"('incompetent', 'competent')",0.8981241,0.748414,-0.1497101
46,0.06559166,0.13999406,"('uncompetitive', 'competitive')",0.0655917,0.1399941,0.0744024
47,4.7023187,4.9297295,"('stupid', 'smart')",4.7023187,4.9297295,0.2274108
48,0.4682878,0.55862206,"('unintelligent', 'intelligent')",0.4682878,0.5586221,0.0903343
49,-0.29336208,-0.19896552,"('unable', 'able')",-0.2933621,-0.1989655,0.0943966
50,-0.57543784,-0.58986527,"('clumsy', 'skillful')",-0.5754378,-0.5898653,-0.0144275
51,0.8177831,0.87746876,"('uneducated', 'educated')",0.8177831,0.8774688,0.0596857
52,-0.32965198,-0.5924924,"('irrational', 'rational')",-0.329652,-0.5924924,-0.2628404
