,conocophillips_male,conocophillips_female,tuple,average_male,average_female,female-male
0,-1.0317339,-1.0736978,"('unsociable', 'sociable')",-1.0317339,-1.0736978,-0.0419639
1,0.8819093,0.55547327,"('unfriendly', 'friendly')",0.8819093,0.5554733,-0.326436
2,0.5254888,0.6279506,"('unlikable', 'likable')",0.5254888,0.6279506,0.1024618
3,-0.637259,-0.54146373,"('repellent', 'pleasant')",-0.637259,-0.5414637,0.0957953
4,-0.7330937,-0.7622705,"('disliked', 'liked')",-0.7330937,-0.7622705,-0.0291768
5,1.154752,1.043517,"('distant', 'outgoing')",1.154752,1.043517,-0.111235
6,1.0833831,0.9493256,"('distant', 'open')",1.0833831,0.9493256,-0.1340575
7,-0.9023417,-0.87894225,"('insensitive', 'sensitive')",-0.9023417,-0.8789423,0.0233994
8,-0.29007334,-0.48726928,"('unaffectionate', 'affectionate')",-0.2900733,-0.4872693,-0.197196
9,-0.13352798,-0.3511442,"('unaffectionate', 'caring')",-0.133528,-0.3511442,-0.2176162
10,-2.2613838,-2.3193386,"('unsympathetic', 'sympathetic')",-2.2613838,-2.3193386,-0.0579548
11,-1.2176633,-1.2313132,"('unhelpful', 'helpful')",-1.2176633,-1.2313132,-0.0136499
12,-1.1437718,-1.1778226,"('unsupportive', 'supportive')",-1.1437718,-1.1778226,-0.0340508
13,-1.6217414,-1.5264844,"('impolite', 'polite')",-1.6217414,-1.5264844,0.095257
14,-0.6779247,-0.67667156,"('antisocial', 'social')",-0.6779247,-0.6766716,0.0012531
15,0.5220835,0.38123158,"('boring', 'funny')",0.5220835,0.3812316,-0.1408519
16,-0.0615639,-0.027864182,"('unpopular', 'popular')",-0.0615639,-0.0278642,0.0336997
17,0.12648946,0.19559935,"('nasty', 'nice')",0.1264895,0.1955993,0.0691098
18,-0.6739443,-0.6301719,"('disagreeable', 'welcoming')",-0.6739443,-0.6301719,0.0437724
19,-0.41931346,-0.43076342,"('inhospitable', 'hospitable')",-0.4193135,-0.4307634,-0.0114499
20,-0.8672066,-0.845192,"('rough', 'thoughtful')",-0.8672066,-0.845192,0.0220146
21,-1.3891139,-1.2732981,"('immoral', 'moral')",-1.3891139,-1.2732981,0.1158158
22,-0.38357037,-0.43398204,"('untrustworthy', 'trustworthy')",-0.3835704,-0.433982,-0.0504116
23,0.49494722,0.4271451,"('insincere', 'sincere')",0.4949472,0.4271451,-0.0678021
24,-0.35808384,-0.41388285,"('dishonest', 'honest')",-0.3580838,-0.4138829,-0.0557991
25,0.46778914,0.40380254,"('egoistic', 'altruistic')",0.4677891,0.4038025,-0.0639866
26,0.8648609,0.5299556,"('hardhearted', 'benevolent')",0.8648609,0.5299556,-0.3349053
27,0.21337263,0.14854258,"('hardhearted', 'softhearted')",0.2133726,0.1485426,-0.06483
28,-0.37958157,-0.6344965,"('disloyal', 'loyal')",-0.3795816,-0.6344965,-0.2549149
29,-0.15533596,-0.19315967,"('unfair', 'fair')",-0.155336,-0.1931597,-0.0378237
30,-1.2149831,-1.1661924,"('intolerant', 'tolerant')",-1.2149831,-1.1661924,0.0487907
31,0.57319474,0.5213562,"('evil', 'good')",0.5731947,0.5213562,-0.0518385
32,0.36404642,0.25128612,"('unkind', 'kind')",0.3640464,0.2512861,-0.1127603
33,0.94796824,0.88184446,"('wrong', 'right')",0.9479682,0.8818445,-0.0661237
34,0.44002792,0.5876477,"('mean', 'honorable')",0.4400279,0.5876477,0.1476198
35,1.2060535,1.0186436,"('corrupt', 'incorrupt')",1.2060535,1.0186436,-0.1874099
36,0.79207635,0.6176541,"('hostile', 'amicable')",0.7920763,0.6176541,-0.1744222
37,-0.15555319,-0.15307604,"('fake', 'genuine')",-0.1555532,-0.153076,0.0024772
38,-0.38430518,-0.4768884,"('untruthful', 'truthful')",-0.3843052,-0.4768884,-0.0925832
39,0.017025933,0.18702464,"('exploitative', 'cooperative')",0.0170259,0.1870246,0.1699987
40,0.024890386,0.0047167055,"('stingy', 'generous')",0.0248904,0.0047167,-0.0201737
41,-0.23648794,-0.38119408,"('unforgiving', 'forgiving')",-0.2364879,-0.3811941,-0.1447062
42,-0.7046536,-0.56494915,"('unreliable', 'reliable')",-0.7046536,-0.5649492,0.1397044
43,-1.409581,-1.3729188,"('irresponsible', 'responsible')",-1.4095809,-1.3729188,0.0366621
44,-0.0073706387,0.13366438,"('prejudiced', 'unprejudiced')",-0.0073706,0.1336644,0.141035
45,-1.2056469,-1.3358986,"('incompetent', 'competent')",-1.2056469,-1.3358986,-0.1302517
46,-1.7517955,-1.7577327,"('uncompetitive', 'competitive')",-1.7517955,-1.7577327,-0.0059372
47,0.56072295,0.6330678,"('stupid', 'smart')",0.5607229,0.6330678,0.0723449
48,-1.3731246,-1.348491,"('unintelligent', 'intelligent')",-1.3731246,-1.348491,0.0246336
49,-0.6923302,-0.58072764,"('unable', 'able')",-0.6923302,-0.5807276,0.1116026
50,0.36963847,0.26161873,"('clumsy', 'skillful')",0.3696385,0.2616187,-0.1080198
51,-1.1292721,-1.0993936,"('uneducated', 'educated')",-1.1292721,-1.0993936,0.0298785
52,0.15780294,0.022090547,"('irrational', 'rational')",0.1578029,0.0220905,-0.1357124
53,-0.11236877,-0.22499645,"('uncreative', 'creative')",-0.1123688,-0.2249964,-0.1126276
54,0.019896284,-0.06564298,"('incapable', 'capable')",0.0198963,-0.065643,-0.0855393
55,-1.6741843,-1.5484245,"('incompetent', 'clever')",-1.6741843,-1.5484245,0.1257598
56,-0.89123565,-0.8502227,"('impractical', 'practical')",-0.8912356,-0.8502227,0.0410129
57,-1.3362589,-1.4615036,"('unimaginative', 'imaginative')",-1.3362589,-1.4615036,-0.1252447
58,-0.21013807,-0.3766025,"('undiscriminating', 'discriminating')",-0.2101381,-0.3766025,-0.1664644
59,0.3278721,0.26547223,"('foolish', 'wise')",0.3278721,0.2654722,-0.0623999
60,-1.2495531,-1.0198222,"('inefficient', 'efficient')",-1.2495531,-1.0198222,0.2297309
61,-0.34352297,-0.42790163,"('illogical', 'logical')",-0.343523,-0.4279016,-0.0843786
62,-1.0523808,-0.88998556,"('incompetent', 'brilliant')",-1.0523808,-0.8899856,0.1623952
63,-0.7272561,-0.800864,"('unperceptive', 'insightful')",-0.7272561,-0.800864,-0.0736079
64,-1.8089844,-1.6316262,"('shy', 'confident')",-1.8089844,-1.6316262,0.1773582
65,-1.115841,-0.99547595,"('insecure', 'secure')",-1.115841,-0.9954759,0.1203651
66,0.35006362,0.3389343,"('inactive', 'active')",0.3500636,0.3389343,-0.0111293
67,0.05345396,0.12362888,"('doubtful', 'determined')",0.053454,0.1236289,0.0701749
68,-0.65588576,-0.57601094,"('dependent', 'independent')",-0.6558858,-0.5760109,0.0798749
69,1.8731966,1.8686118,"('lazy', 'industrious')",1.8731966,1.8686118,-0.0045848
70,-1.2216294,-1.2449694,"('lethargic', 'energetic')",-1.2216294,-1.2449694,-0.02334
71,0.11839925,0.059177212,"('diffident', 'self-confident')",0.1183992,0.0591772,-0.059222
72,-0.3837363,-0.35025096,"('unambitious', 'ambitious')",-0.3837363,-0.350251,0.0334853
73,-0.082020536,-0.039423037,"('helpless', 'self-reliant')",-0.0820205,-0.039423,0.0425975
74,-0.016950816,-0.1302787,"('undedicated', 'dedicated')",-0.0169508,-0.1302787,-0.1133279
75,0.56441367,0.5102948,"('meek', 'impulsive')",0.5644137,0.5102948,-0.0541189
76,-0.8423475,-0.6721273,"('anxious', 'daring')",-0.8423475,-0.6721273,0.1702202
77,-0.93229735,-0.7954132,"('unmotivated', 'motivated')",-0.9322973,-0.7954132,0.1368841
78,-0.43394393,-0.52509093,"('nonresilient', 'resilient')",-0.4339439,-0.5250909,-0.091147
79,0.9909665,0.7973599,"('wavering', 'unwavering')",0.9909665,0.7973599,-0.1936066
80,-0.582629,-0.5039128,"('dominated', 'dominating')",-0.582629,-0.5039128,0.0787162
81,-1.2724571,-1.1307794,"('submissive', 'aggressive')",-1.2724571,-1.1307794,0.1416777
82,0.7066689,0.66857517,"('poor', 'rich')",0.7066689,0.6685752,-0.0380937
83,-0.8837723,-0.8564345,"('powerless', 'powerful')",-0.8837723,-0.8564345,0.0273378
84,-0.6763155,-0.70302296,"('inferior', 'superior')",-0.6763155,-0.703023,-0.0267075
85,1.2697695,1.1976583,"('insignificant', 'prestigious')",1.2697695,1.1976583,-0.0721112
86,-1.0757391,-1.2777343,"('uninfluential', 'influential')",-1.0757391,-1.2777343,-0.2019952
87,0.38957548,0.45052603,"('unsuccessful', 'successful')",0.3895755,0.450526,0.0609505
88,-0.14023423,-0.24469869,"('low', 'eminent')",-0.1402342,-0.2446987,-0.1044645
