,paddock_male,paddock_female,tuple,average_male,average_female,female-male
0,0.43072236,0.41329795,"('unsociable', 'sociable')",0.4307224,0.413298,-0.0174244
1,-0.35538778,-0.37273216,"('unfriendly', 'friendly')",-0.3553878,-0.3727322,-0.0173444
2,-0.53102994,-0.2723757,"('unlikable', 'likable')",-0.5310299,-0.2723757,0.2586542
3,-1.0118335,-0.75899446,"('repellent', 'pleasant')",-1.0118335,-0.7589945,0.252839
4,-1.5946773,-1.4471432,"('disliked', 'liked')",-1.5946773,-1.4471432,0.1475341
5,-0.32250524,-0.28271943,"('distant', 'outgoing')",-0.3225052,-0.2827194,0.0397858
6,-0.3193077,-0.16706614,"('distant', 'open')",-0.3193077,-0.1670661,0.1522416
7,0.027711893,-0.036106028,"('insensitive', 'sensitive')",0.0277119,-0.036106,-0.0638179
8,-0.18085593,-0.192025,"('unaffectionate', 'affectionate')",-0.1808559,-0.192025,-0.0111691
9,-0.14930326,-0.18652184,"('unaffectionate', 'caring')",-0.1493033,-0.1865218,-0.0372185
10,-0.7023306,-0.8448478,"('unsympathetic', 'sympathetic')",-0.7023306,-0.8448478,-0.1425172
11,0.04935447,-0.07570186,"('unhelpful', 'helpful')",0.0493545,-0.0757019,-0.1250564
12,-0.9216487,-0.7577409,"('unsupportive', 'supportive')",-0.9216487,-0.7577409,0.1639078
13,-0.00033517182,-0.14765586,"('impolite', 'polite')",-0.0003352,-0.1476559,-0.1473207
14,-0.13302627,0.063412376,"('antisocial', 'social')",-0.1330263,0.0634124,0.1964387
15,0.5972612,0.6688953,"('boring', 'funny')",0.5972612,0.6688953,0.0716341
16,0.2680086,0.40258044,"('unpopular', 'popular')",0.2680086,0.4025804,0.1345718
17,-0.5371453,-0.40340126,"('nasty', 'nice')",-0.5371453,-0.4034013,0.133744
18,-1.4528778,-1.2704808,"('disagreeable', 'welcoming')",-1.4528778,-1.2704808,0.182397
19,-0.84015685,-0.90642226,"('inhospitable', 'hospitable')",-0.8401569,-0.9064223,-0.0662654
20,-0.9399655,-0.9861194,"('rough', 'thoughtful')",-0.9399655,-0.9861194,-0.0461539
21,-0.9642882,-0.8143587,"('immoral', 'moral')",-0.9642882,-0.8143587,0.1499295
22,-0.6488265,-0.6226572,"('untrustworthy', 'trustworthy')",-0.6488265,-0.6226572,0.0261693
23,1.206031,1.1826303,"('insincere', 'sincere')",1.206031,1.1826303,-0.0234007
24,-0.48020813,-0.58420086,"('dishonest', 'honest')",-0.4802081,-0.5842009,-0.1039928
25,0.1213699,0.11779401,"('egoistic', 'altruistic')",0.1213699,0.117794,-0.0035759
26,-0.027284645,-0.12091814,"('hardhearted', 'benevolent')",-0.0272846,-0.1209181,-0.0936335
27,-0.5253012,-0.5397062,"('hardhearted', 'softhearted')",-0.5253012,-0.5397062,-0.014405
