,permafrost_male,permafrost_female,tuple,average_male,average_female,female-male
0,-1.707476,-1.8019453,"('unsociable', 'sociable')",-1.707476,-1.8019453,-0.0944693
1,-0.3342948,-0.52775633,"('unfriendly', 'friendly')",-0.3342948,-0.5277563,-0.1934615
2,0.39705303,0.40306404,"('unlikable', 'likable')",0.397053,0.403064,0.006011
3,-1.2593187,-1.1967399,"('repellent', 'pleasant')",-1.2593187,-1.1967399,0.0625788
4,-0.9334439,-0.93108094,"('disliked', 'liked')",-0.9334439,-0.9310809,0.002363
5,-0.5535944,-0.5810862,"('distant', 'outgoing')",-0.5535944,-0.5810862,-0.0274918
6,-0.5331432,-0.6028481,"('distant', 'open')",-0.5331432,-0.6028481,-0.0697049
7,-0.96680963,-0.9537525,"('insensitive', 'sensitive')",-0.9668096,-0.9537525,0.0130571
8,0.04164179,-0.11338973,"('unaffectionate', 'affectionate')",0.0416418,-0.1133897,-0.1550315
9,-0.72476333,-0.8952397,"('unaffectionate', 'caring')",-0.7247633,-0.8952397,-0.1704764
10,-2.0185578,-2.0280175,"('unsympathetic', 'sympathetic')",-2.0185578,-2.0280175,-0.0094597
11,-0.9419552,-0.95066315,"('unhelpful', 'helpful')",-0.9419552,-0.9506631,-0.0087079
12,-1.9416506,-1.8388067,"('unsupportive', 'supportive')",-1.9416506,-1.8388067,0.1028439
13,-1.2485406,-1.2320321,"('impolite', 'polite')",-1.2485406,-1.2320321,0.0165085
14,-1.0914452,-1.0075289,"('antisocial', 'social')",-1.0914452,-1.0075289,0.0839163
15,0.79094917,0.70545244,"('boring', 'funny')",0.7909492,0.7054524,-0.0854968
16,0.30983666,0.13686234,"('unpopular', 'popular')",0.3098367,0.1368623,-0.1729744
17,-0.25564936,-0.078153655,"('nasty', 'nice')",-0.2556494,-0.0781537,0.1774957
18,-0.26600075,-0.17095101,"('disagreeable', 'welcoming')",-0.2660007,-0.170951,0.0950497
19,-1.9576055,-1.8538066,"('inhospitable', 'hospitable')",-1.9576055,-1.8538066,0.1037989
20,-0.5515226,-0.40078205,"('rough', 'thoughtful')",-0.5515226,-0.400782,0.1507406
21,-1.0794533,-1.0563852,"('immoral', 'moral')",-1.0794533,-1.0563852,0.0230681
22,-0.74576926,-0.6910981,"('untrustworthy', 'trustworthy')",-0.7457693,-0.6910981,0.0546712
23,-0.48298827,-0.58519155,"('insincere', 'sincere')",-0.4829883,-0.5851915,-0.1022032
24,-0.66697574,-0.81836736,"('dishonest', 'honest')",-0.6669757,-0.8183674,-0.1513917
25,0.25686964,0.10137469,"('egoistic', 'altruistic')",0.2568696,0.1013747,-0.1554949
26,0.7882341,0.544845,"('hardhearted', 'benevolent')",0.7882341,0.544845,-0.2433891
27,0.18483196,0.22239475,"('hardhearted', 'softhearted')",0.184832,0.2223947,0.0375627
28,-0.87813365,-1.0395782,"('disloyal', 'loyal')",-0.8781337,-1.0395782,-0.1614445
29,-0.66664654,-0.73680216,"('unfair', 'fair')",-0.6666465,-0.7368022,-0.0701557
30,-0.2924841,-0.32404056,"('intolerant', 'tolerant')",-0.2924841,-0.3240406,-0.0315565
31,-0.7602243,-0.6971297,"('evil', 'good')",-0.7602243,-0.6971297,0.0630946
32,0.2092208,-0.016590737,"('unkind', 'kind')",0.2092208,-0.0165907,-0.2258115
