,footstep_male,footstep_female,tuple,average_male,average_female,female-male
0,-0.56945145,-0.6072695,"('unsociable', 'sociable')",-0.5694515,-0.6072695,-0.037818
1,0.44621867,0.27649173,"('unfriendly', 'friendly')",0.4462187,0.2764917,-0.169727
2,-0.5803131,-0.63537717,"('unlikable', 'likable')",-0.5803131,-0.6353772,-0.0550641
3,-0.18643112,0.019283112,"('repellent', 'pleasant')",-0.1864311,0.0192831,0.2057142
4,-1.3720912,-1.4673967,"('disliked', 'liked')",-1.3720912,-1.4673967,-0.0953055
5,0.57795787,0.5180907,"('distant', 'outgoing')",0.5779579,0.5180907,-0.0598672
6,0.26517057,0.16683638,"('distant', 'open')",0.2651706,0.1668364,-0.0983342
7,-0.11417204,-0.0071545225,"('insensitive', 'sensitive')",-0.114172,-0.0071545,0.1070175
8,-0.60496837,-0.7438989,"('unaffectionate', 'affectionate')",-0.6049684,-0.7438989,-0.1389305
9,-0.43354753,-0.5108191,"('unaffectionate', 'caring')",-0.4335475,-0.5108191,-0.0772716
10,-1.4472144,-1.4628928,"('unsympathetic', 'sympathetic')",-1.4472144,-1.4628928,-0.0156784
11,-0.019708047,0.007887343,"('unhelpful', 'helpful')",-0.019708,0.0078873,0.0275953
12,-1.1704147,-1.2088995,"('unsupportive', 'supportive')",-1.1704147,-1.2088995,-0.0384848
13,0.18992972,0.12971713,"('impolite', 'polite')",0.1899297,0.1297171,-0.0602126
14,-0.42896524,-0.35954368,"('antisocial', 'social')",-0.4289652,-0.3595437,0.0694215
15,0.034695566,-0.10435385,"('boring', 'funny')",0.0346956,-0.1043539,-0.1390495
16,-0.100185424,-0.02209992,"('unpopular', 'popular')",-0.1001854,-0.0220999,0.0780855
17,-0.20420326,-0.15617767,"('nasty', 'nice')",-0.2042033,-0.1561777,0.0480256
18,-0.799211,-0.7644456,"('disagreeable', 'welcoming')",-0.799211,-0.7644456,0.0347654
19,-0.6480426,-0.6164785,"('inhospitable', 'hospitable')",-0.6480426,-0.6164785,0.0315641
20,-0.44744658,-0.32405847,"('rough', 'thoughtful')",-0.4474466,-0.3240585,0.1233881
21,0.12715201,0.21880585,"('immoral', 'moral')",0.127152,0.2188058,0.0916538
22,-0.49333978,-0.5498238,"('untrustworthy', 'trustworthy')",-0.4933398,-0.5498238,-0.056484
23,0.9578062,0.95143396,"('insincere', 'sincere')",0.9578062,0.951434,-0.0063722
24,-0.02247668,-0.081564665,"('dishonest', 'honest')",-0.0224767,-0.0815647,-0.059088
25,0.87157875,0.93617576,"('egoistic', 'altruistic')",0.8715788,0.9361758,0.064597
