,sidestream_male,sidestream_female,tuple,average_male,average_female,female-male
0,-0.0074175857,-0.08312082,"('unsociable', 'sociable')",-0.0074176,-0.0831208,-0.0757032
1,-0.15414152,-0.20988272,"('unfriendly', 'friendly')",-0.1541415,-0.2098827,-0.0557412
2,0.15865675,0.35135964,"('unlikable', 'likable')",0.1586567,0.3513596,0.1927029
3,0.071784675,0.31199312,"('repellent', 'pleasant')",0.0717847,0.3119931,0.2402084
4,-4.7009,-4.684916,"('disliked', 'liked')",-4.7009001,-4.684916,0.0159841
5,-1.1146882,-1.2119339,"('distant', 'outgoing')",-1.1146882,-1.2119339,-0.0972457
6,-0.7973732,-0.8197498,"('distant', 'open')",-0.7973732,-0.8197498,-0.0223766
7,0.8826157,1.036822,"('insensitive', 'sensitive')",0.8826157,1.036822,0.1542063
8,-0.24502748,-0.2762474,"('unaffectionate', 'affectionate')",-0.2450275,-0.2762474,-0.0312199
9,0.4277468,0.49322703,"('unaffectionate', 'caring')",0.4277468,0.493227,0.0654802
10,0.2821728,0.5077075,"('unsympathetic', 'sympathetic')",0.2821728,0.5077075,0.2255347
11,1.7878712,1.8400456,"('unhelpful', 'helpful')",1.7878712,1.8400456,0.0521744
12,-0.76933247,-0.6375362,"('unsupportive', 'supportive')",-0.7693325,-0.6375362,0.1317963
13,0.23958209,0.2323475,"('impolite', 'polite')",0.2395821,0.2323475,-0.0072346
14,0.7433651,0.7748044,"('antisocial', 'social')",0.7433651,0.7748044,0.0314393
15,0.40444195,0.34278867,"('boring', 'funny')",0.404442,0.3427887,-0.0616533
16,-0.93892896,-0.9827574,"('unpopular', 'popular')",-0.938929,-0.9827574,-0.0438284
17,-0.3704772,-0.28902736,"('nasty', 'nice')",-0.3704772,-0.2890274,0.0814498
18,-0.62598383,-0.6406054,"('disagreeable', 'welcoming')",-0.6259838,-0.6406054,-0.0146216
19,-1.0025474,-0.9966047,"('inhospitable', 'hospitable')",-1.0025474,-0.9966047,0.0059427
20,0.35706028,0.3549707,"('rough', 'thoughtful')",0.3570603,0.3549707,-0.0020896
21,0.4043631,0.5498365,"('immoral', 'moral')",0.4043631,0.5498365,0.1454734
22,0.6315805,0.7317574,"('untrustworthy', 'trustworthy')",0.6315805,0.7317574,0.1001769
23,3.8602202,3.9426322,"('insincere', 'sincere')",3.8602202,3.9426322,0.082412
24,1.1812948,1.3063089,"('dishonest', 'honest')",1.1812948,1.3063089,0.1250141
25,0.0071768956,-0.037910108,"('egoistic', 'altruistic')",0.0071769,-0.0379101,-0.045087
26,-0.3107182,-0.43723333,"('hardhearted', 'benevolent')",-0.3107182,-0.4372333,-0.1265151
27,0.7431426,0.76879036,"('hardhearted', 'softhearted')",0.7431426,0.7687904,0.0256478
