,supreme_male,supreme_female,tuple,average_male,average_female,female-male
0,0.13559884,0.10608047,"('unsociable', 'sociable')",0.1355988,0.1060805,-0.0295183
1,1.0142912,1.0530901,"('unfriendly', 'friendly')",1.0142912,1.0530901,0.0387989
2,0.015515201,0.20593663,"('unlikable', 'likable')",0.0155152,0.2059366,0.1904214
3,0.5965428,0.7327621,"('repellent', 'pleasant')",0.5965428,0.7327621,0.1362193
4,-7.223725,-7.466316,"('disliked', 'liked')",-7.2237248,-7.4663162,-0.2425914
5,-0.7271691,-0.7350281,"('distant', 'outgoing')",-0.7271691,-0.7350281,-0.007859
6,-0.19798328,-0.2658006,"('distant', 'open')",-0.1979833,-0.2658006,-0.0678173
7,1.2975613,1.3803226,"('insensitive', 'sensitive')",1.2975613,1.3803226,0.0827613
8,1.1547431,1.1156049,"('unaffectionate', 'affectionate')",1.1547431,1.1156049,-0.0391382
9,1.2761797,1.3286421,"('unaffectionate', 'caring')",1.2761797,1.3286421,0.0524624
10,1.058015,1.1672182,"('unsympathetic', 'sympathetic')",1.058015,1.1672182,0.1092032
11,1.4811168,1.5844691,"('unhelpful', 'helpful')",1.4811168,1.5844691,0.1033523
12,-1.5323282,-1.4575249,"('unsupportive', 'supportive')",-1.5323282,-1.4575249,0.0748033
13,-0.05078966,0.111436255,"('impolite', 'polite')",-0.0507897,0.1114363,0.162226
14,0.26316965,0.26620245,"('antisocial', 'social')",0.2631696,0.2662024,0.0030328
15,0.41514534,0.37126273,"('boring', 'funny')",0.4151453,0.3712627,-0.0438826
16,-0.85497314,-0.8743431,"('unpopular', 'popular')",-0.8549731,-0.8743431,-0.01937
17,-0.07032013,-0.07738056,"('nasty', 'nice')",-0.0703201,-0.0773806,-0.0070605
18,-0.5781852,-0.4254474,"('disagreeable', 'welcoming')",-0.5781852,-0.4254474,0.1527378
19,-0.5448999,-0.45521262,"('inhospitable', 'hospitable')",-0.5448999,-0.4552126,0.0896873
20,0.5385305,0.42300582,"('rough', 'thoughtful')",0.5385305,0.4230058,-0.1155247
21,-0.11464585,0.18073761,"('immoral', 'moral')",-0.1146459,0.1807376,0.2953835
22,-0.286852,-0.24240178,"('untrustworthy', 'trustworthy')",-0.286852,-0.2424018,0.0444502
23,5.977073,6.267503,"('insincere', 'sincere')",5.9770732,6.2675028,0.2904296
24,1.3381038,1.4394653,"('dishonest', 'honest')",1.3381038,1.4394653,0.1013615
25,0.6126877,0.63860273,"('egoistic', 'altruistic')",0.6126877,0.6386027,0.025915
26,1.4836603,1.2805368,"('hardhearted', 'benevolent')",1.4836603,1.2805368,-0.2031235
27,1.914371,1.8036655,"('hardhearted', 'softhearted')",1.914371,1.8036655,-0.1107055
28,1.3665575,1.2294331,"('disloyal', 'loyal')",1.3665575,1.2294331,-0.1371244
29,-0.4597968,-0.6299559,"('unfair', 'fair')",-0.4597968,-0.6299559,-0.1701591
30,0.8450749,0.9822828,"('intolerant', 'tolerant')",0.8450749,0.9822828,0.1372079
31,-1.2193072,-1.3517112,"('evil', 'good')",-1.2193072,-1.3517112,-0.132404
32,1.1869478,1.1804821,"('unkind', 'kind')",1.1869478,1.1804821,-0.0064657
33,-0.30826676,-0.35895455,"('wrong', 'right')",-0.3082668,-0.3589545,-0.0506877
34,4.259069,4.576373,"('mean', 'honorable')",4.259069,4.5763731,0.3173041
35,-0.94864804,-1.35663,"('corrupt', 'incorrupt')",-0.948648,-1.35663,-0.407982
36,-0.7926749,-1.0501646,"('hostile', 'amicable')",-0.7926749,-1.0501646,-0.2574897
37,1.1052536,1.1006145,"('fake', 'genuine')",1.1052536,1.1006145,-0.0046391
38,-0.5456009,-0.40937114,"('untruthful', 'truthful')",-0.5456009,-0.4093711,0.1362298
39,0.12866092,0.15998507,"('exploitative', 'cooperative')",0.1286609,0.1599851,0.0313242
40,-1.2545778,-1.3031572,"('stingy', 'generous')",-1.2545778,-1.3031572,-0.0485794
41,0.5560439,0.45461562,"('unforgiving', 'forgiving')",0.5560439,0.4546156,-0.1014283
42,-2.111921,-2.104683,"('unreliable', 'reliable')",-2.1119211,-2.1046829,0.0072382
43,1.0879337,1.2968279,"('irresponsible', 'responsible')",1.0879337,1.2968279,0.2088942
44,-1.2009822,-1.2801688,"('prejudiced', 'unprejudiced')",-1.2009822,-1.2801688,-0.0791866
45,0.4751824,0.33390492,"('incompetent', 'competent')",0.4751824,0.3339049,-0.1412775
46,-0.6445198,-0.5827729,"('uncompetitive', 'competitive')",-0.6445198,-0.5827729,0.0617469
47,4.7254834,4.9455233,"('stupid', 'smart')",4.7254834,4.9455233,0.2200399
48,0.37805656,0.50178546,"('unintelligent', 'intelligent')",0.3780566,0.5017855,0.1237289
49,-0.45095256,-0.2775271,"('unable', 'able')",-0.4509526,-0.2775271,0.1734255
50,-0.4151724,-0.38862446,"('clumsy', 'skillful')",-0.4151724,-0.3886245,0.0265479
51,0.36161506,0.44362387,"('uneducated', 'educated')",0.3616151,0.4436239,0.0820088
52,-0.24369916,-0.46513999,"('irrational', 'rational')",-0.2436992,-0.46514,-0.2214408
53,-0.18590486,-0.23318453,"('uncreative', 'creative')",-0.1859049,-0.2331845,-0.0472796
54,0.68854725,0.76620483,"('incapable', 'capable')",0.6885473,0.7662048,0.0776575
55,0.68299603,0.88268846,"('incompetent', 'clever')",0.682996,0.8826885,0.1996925
56,0.24000679,0.3529349,"('impractical', 'practical')",0.2400068,0.3529349,0.1129281
57,-1.9487983,-2.1232867,"('unimaginative', 'imaginative')",-1.9487983,-2.1232867,-0.1744884
58,0.55867165,0.48307836,"('undiscriminating', 'discriminating')",0.5586717,0.4830784,-0.0755933
59,-0.08944149,-0.04877314,"('foolish', 'wise')",-0.0894415,-0.0487731,0.0406684
