,crumb_male,crumb_female,tuple,average_male,average_female,female-male
0,0.2334376,0.015621398,"('unsociable', 'sociable')",0.2334376,0.0156214,-0.2178162
1,-0.6738036,-0.7763595,"('unfriendly', 'friendly')",-0.6738036,-0.7763595,-0.1025559
2,-0.41219983,-0.68238896,"('unlikable', 'likable')",-0.4121998,-0.682389,-0.2701892
3,-1.0421555,-1.1015658,"('repellent', 'pleasant')",-1.0421555,-1.1015658,-0.0594103
4,-2.0656483,-1.8630365,"('disliked', 'liked')",-2.0656483,-1.8630365,0.2026118
5,-0.88425565,-0.67771745,"('distant', 'outgoing')",-0.8842556,-0.6777174,0.2065382
6,-1.2375782,-1.0560019,"('distant', 'open')",-1.2375782,-1.0560019,0.1815763
7,0.24973583,0.28910503,"('insensitive', 'sensitive')",0.2497358,0.289105,0.0393692
8,-0.08276205,-0.29982594,"('unaffectionate', 'affectionate')",-0.082762,-0.2998259,-0.2170639
9,-0.101348415,-0.23861487,"('unaffectionate', 'caring')",-0.1013484,-0.2386149,-0.1372665
10,0.041312944,-0.11451349,"('unsympathetic', 'sympathetic')",0.0413129,-0.1145135,-0.1558264
11,0.71991575,0.6925268,"('unhelpful', 'helpful')",0.7199157,0.6925268,-0.0273889
12,-0.7533207,-0.7435811,"('unsupportive', 'supportive')",-0.7533207,-0.7435811,0.0097396
13,0.30115432,0.08154805,"('impolite', 'polite')",0.3011543,0.0815481,-0.2196062
14,0.6964393,0.42750812,"('antisocial', 'social')",0.6964393,0.4275081,-0.2689312
15,0.4163113,0.49571964,"('boring', 'funny')",0.4163113,0.4957196,0.0794083
16,-1.0104928,-0.9835369,"('unpopular', 'popular')",-1.0104928,-0.9835369,0.0269559
17,-0.2999383,-0.2770852,"('nasty', 'nice')",-0.2999383,-0.2770852,0.0228531
18,-0.9858339,-1.0870469,"('disagreeable', 'welcoming')",-0.9858339,-1.0870469,-0.101213
19,-1.1384121,-1.0463771,"('inhospitable', 'hospitable')",-1.1384121,-1.0463771,0.092035
20,0.073752955,0.010942139,"('rough', 'thoughtful')",0.073753,0.0109421,-0.0628109
21,0.43691468,0.4368004,"('immoral', 'moral')",0.4369147,0.4368004,-0.0001143
22,0.7654855,0.6054612,"('untrustworthy', 'trustworthy')",0.7654855,0.6054612,-0.1600243
23,1.5453739,1.1992784,"('insincere', 'sincere')",1.5453739,1.1992784,-0.3460955
24,0.16433814,0.016493946,"('dishonest', 'honest')",0.1643381,0.0164939,-0.1478442
25,0.24278615,0.257251,"('egoistic', 'altruistic')",0.2427862,0.257251,0.0144648
26,0.1491158,-0.25460228,"('hardhearted', 'benevolent')",0.1491158,-0.2546023,-0.4037181
27,0.53308034,0.53427774,"('hardhearted', 'softhearted')",0.5330803,0.5342777,0.0011974
28,0.13299039,-0.0129134925,"('disloyal', 'loyal')",0.1329904,-0.0129135,-0.1459039
