,typewriter_male,typewriter_female,tuple,average_male,average_female,female-male
0,-0.5263169,-0.5068008,"('unsociable', 'sociable')",-0.5263169,-0.5068008,0.0195161
1,1.1060988,0.9551048,"('unfriendly', 'friendly')",1.1060988,0.9551048,-0.150994
2,-0.23036961,-0.24052271,"('unlikable', 'likable')",-0.2303696,-0.2405227,-0.0101531
3,-0.6975496,-0.59628993,"('repellent', 'pleasant')",-0.6975496,-0.5962899,0.1012597
4,-3.8971283,-3.9891465,"('disliked', 'liked')",-3.8971283,-3.9891465,-0.0920182
5,0.25864154,0.18419105,"('distant', 'outgoing')",0.2586415,0.184191,-0.0744505
6,0.30293187,0.2413198,"('distant', 'open')",0.3029319,0.2413198,-0.0616121
7,-0.19011185,-0.062314104,"('insensitive', 'sensitive')",-0.1901118,-0.0623141,0.1277977
8,0.6872504,0.5444622,"('unaffectionate', 'affectionate')",0.6872504,0.5444622,-0.1427882
9,0.9481933,0.85288763,"('unaffectionate', 'caring')",0.9481933,0.8528876,-0.0953057
10,-0.7835637,-0.65231586,"('unsympathetic', 'sympathetic')",-0.7835637,-0.6523159,0.1312478
11,0.20203643,0.32125992,"('unhelpful', 'helpful')",0.2020364,0.3212599,0.1192235
12,-1.1750858,-1.1062999,"('unsupportive', 'supportive')",-1.1750858,-1.1062999,0.0687859
13,-0.34604886,-0.25362024,"('impolite', 'polite')",-0.3460489,-0.2536202,0.0924287
14,-0.86418635,-0.8434389,"('antisocial', 'social')",-0.8641863,-0.8434389,0.0207474
15,0.7895805,0.67972875,"('boring', 'funny')",0.7895805,0.6797287,-0.1098518
16,-0.3784553,-0.43895298,"('unpopular', 'popular')",-0.3784553,-0.438953,-0.0604977
17,0.1494655,0.18538755,"('nasty', 'nice')",0.1494655,0.1853876,0.0359221
18,-0.9196435,-0.9626919,"('disagreeable', 'welcoming')",-0.9196435,-0.9626919,-0.0430484
19,-0.5693217,-0.59411055,"('inhospitable', 'hospitable')",-0.5693217,-0.5941105,-0.0247888
20,0.41170305,0.45963582,"('rough', 'thoughtful')",0.4117031,0.4596358,0.0479327
