,friction_male,friction_female,tuple,average_male,average_female,female-male
0,0.11216679,-0.09479689,"('unsociable', 'sociable')",0.1121668,-0.0947969,-0.2069637
1,1.0150896,1.3490621,"('unfriendly', 'friendly')",1.0150896,1.3490621,0.3339725
2,-0.057710506,0.24891235,"('unlikable', 'likable')",-0.0577105,0.2489123,0.3066228
3,0.5829102,0.7508913,"('repellent', 'pleasant')",0.5829102,0.7508913,0.1679811
4,-7.7016916,-7.6280465,"('disliked', 'liked')",-7.7016916,-7.6280465,0.0736451
5,-0.96661335,-0.48701265,"('distant', 'outgoing')",-0.9666134,-0.4870127,0.4796007
6,-0.4338286,-0.12887762,"('distant', 'open')",-0.4338286,-0.1288776,0.304951
7,1.4975097,1.5271512,"('insensitive', 'sensitive')",1.4975097,1.5271512,0.0296415
8,1.3864472,1.5004594,"('unaffectionate', 'affectionate')",1.3864472,1.5004594,0.1140122
9,1.6375797,1.7544981,"('unaffectionate', 'caring')",1.6375797,1.7544981,0.1169184
10,1.6031778,1.3946316,"('unsympathetic', 'sympathetic')",1.6031778,1.3946316,-0.2085462
11,1.8218294,1.8727496,"('unhelpful', 'helpful')",1.8218294,1.8727496,0.0509202
12,-1.3725934,-1.2605066,"('unsupportive', 'supportive')",-1.3725934,-1.2605066,0.1120868
13,0.005996816,0.013890244,"('impolite', 'polite')",0.0059968,0.0138902,0.0078934
14,0.17616695,0.054564096,"('antisocial', 'social')",0.176167,0.0545641,-0.1216029
15,0.21475764,0.32998714,"('boring', 'funny')",0.2147576,0.3299871,0.1152295
16,-1.1290382,-0.77357376,"('unpopular', 'popular')",-1.1290382,-0.7735738,0.3554644
17,-0.45919463,-0.36327088,"('nasty', 'nice')",-0.4591946,-0.3632709,0.0959237
18,-1.1186004,-0.738066,"('disagreeable', 'welcoming')",-1.1186004,-0.738066,0.3805344
19,-0.8569175,-0.59171844,"('inhospitable', 'hospitable')",-0.8569175,-0.5917184,0.2651991
20,0.70218766,0.62222445,"('rough', 'thoughtful')",0.7021877,0.6222245,-0.0799632
