,formation_male,formation_female,tuple,average_male,average_female,female-male
0,0.9299469,0.5809148,"('unsociable', 'sociable')",0.9299469,0.5809148,-0.3490321
1,0.37654865,0.58976144,"('unfriendly', 'friendly')",0.3765486,0.5897614,0.2132128
2,0.24295661,0.3539099,"('unlikable', 'likable')",0.2429566,0.3539099,0.1109533
3,0.92018056,0.9959617,"('repellent', 'pleasant')",0.9201806,0.9959617,0.0757811
4,-6.957551,-7.151448,"('disliked', 'liked')",-6.957551,-7.1514478,-0.1938968
5,-1.3748975,-0.99941874,"('distant', 'outgoing')",-1.3748975,-0.9994187,0.3754788
6,-0.95590174,-0.63427645,"('distant', 'open')",-0.9559017,-0.6342764,0.3216253
7,1.703843,1.5498288,"('insensitive', 'sensitive')",1.703843,1.5498288,-0.1540142
8,0.7798985,0.919775,"('unaffectionate', 'affectionate')",0.7798985,0.919775,0.1398765
9,1.4344976,1.4475405,"('unaffectionate', 'caring')",1.4344976,1.4475405,0.0130429
10,1.8928283,1.6573646,"('unsympathetic', 'sympathetic')",1.8928283,1.6573646,-0.2354637
11,2.1545813,2.003078,"('unhelpful', 'helpful')",2.1545813,2.003078,-0.1515033
12,-1.0294257,-1.2127808,"('unsupportive', 'supportive')",-1.0294257,-1.2127808,-0.1833551
13,0.32443094,0.290838,"('impolite', 'polite')",0.3244309,0.290838,-0.0335929
14,1.2252991,0.8544078,"('antisocial', 'social')",1.2252991,0.8544078,-0.3708913
15,0.5629167,0.4956043,"('boring', 'funny')",0.5629167,0.4956043,-0.0673124
16,-0.8673158,-0.8231607,"('unpopular', 'popular')",-0.8673158,-0.8231607,0.0441551
17,-0.22588298,-0.07284724,"('nasty', 'nice')",-0.225883,-0.0728472,0.1530358
18,-0.82972866,-0.62429684,"('disagreeable', 'welcoming')",-0.8297287,-0.6242968,0.2054319
19,-0.9785732,-0.7939326,"('inhospitable', 'hospitable')",-0.9785732,-0.7939326,0.1846406
20,0.6478869,0.546669,"('rough', 'thoughtful')",0.6478869,0.546669,-0.1012179
21,0.56046176,0.403098,"('immoral', 'moral')",0.5604618,0.403098,-0.1573638
22,0.19364358,0.024307176,"('untrustworthy', 'trustworthy')",0.1936436,0.0243072,-0.1693364
23,6.2452908,6.306191,"('insincere', 'sincere')",6.2452908,6.306191,0.0609002
24,1.4530209,1.3975434,"('dishonest', 'honest')",1.4530209,1.3975434,-0.0554775
25,0.025898486,0.35468942,"('egoistic', 'altruistic')",0.0258985,0.3546894,0.3287909
26,1.4936521,1.1097695,"('hardhearted', 'benevolent')",1.4936521,1.1097695,-0.3838826
27,1.4878609,1.4586763,"('hardhearted', 'softhearted')",1.4878609,1.4586763,-0.0291846
28,1.2244056,1.1296401,"('disloyal', 'loyal')",1.2244056,1.1296401,-0.0947655
29,-0.22647038,-0.27183193,"('unfair', 'fair')",-0.2264704,-0.2718319,-0.0453615
30,1.0924599,1.093471,"('intolerant', 'tolerant')",1.0924599,1.0934711,0.0010112
31,-1.8982482,-1.6110907,"('evil', 'good')",-1.8982482,-1.6110907,0.2871575
32,1.5787983,1.3334309,"('unkind', 'kind')",1.5787983,1.3334309,-0.2453674
33,-0.2856468,-0.32978818,"('wrong', 'right')",-0.2856468,-0.3297882,-0.0441414
34,4.1066804,4.375884,"('mean', 'honorable')",4.1066804,4.3758841,0.2692037
35,-1.336794,-1.3681438,"('corrupt', 'incorrupt')",-1.336794,-1.3681438,-0.0313498
36,-1.330922,-1.1907675,"('hostile', 'amicable')",-1.330922,-1.1907675,0.1401545
37,0.876246,0.9734846,"('fake', 'genuine')",0.876246,0.9734846,0.0972386
38,-0.29278418,-0.22557774,"('untruthful', 'truthful')",-0.2927842,-0.2255777,0.0672065
39,0.28660753,0.32699224,"('exploitative', 'cooperative')",0.2866075,0.3269922,0.0403847
40,-1.3707516,-1.4059079,"('stingy', 'generous')",-1.3707516,-1.4059079,-0.0351563
41,0.84248924,0.6035154,"('unforgiving', 'forgiving')",0.8424892,0.6035154,-0.2389738
42,-2.0345936,-2.14671,"('unreliable', 'reliable')",-2.0345936,-2.1467099,-0.1121163
43,1.4280013,1.3284631,"('irresponsible', 'responsible')",1.4280013,1.3284631,-0.0995382
44,-1.2660532,-1.2394631,"('prejudiced', 'unprejudiced')",-1.2660532,-1.2394631,0.0265901
45,1.2470493,0.74295497,"('incompetent', 'competent')",1.2470493,0.742955,-0.5040943
46,0.06808911,-0.2982406,"('uncompetitive', 'competitive')",0.0680891,-0.2982406,-0.3663297
47,4.5862556,4.7010202,"('stupid', 'smart')",4.5862556,4.7010202,0.1147646
48,0.6918425,0.6023667,"('unintelligent', 'intelligent')",0.6918425,0.6023667,-0.0894758
49,-0.40200916,-0.19941153,"('unable', 'able')",-0.4020092,-0.1994115,0.2025977
50,-0.7476318,-0.6728558,"('clumsy', 'skillful')",-0.7476318,-0.6728558,0.074776
51,0.99237,0.759585,"('uneducated', 'educated')",0.99237,0.759585,-0.232785
52,-0.6440966,-0.66547555,"('irrational', 'rational')",-0.6440966,-0.6654755,-0.0213789
53,-0.2604181,-0.29167306,"('uncreative', 'creative')",-0.2604181,-0.2916731,-0.031255
54,0.79475176,0.87557876,"('incapable', 'capable')",0.7947518,0.8755788,0.080827
55,1.4166967,1.2456907,"('incompetent', 'clever')",1.4166967,1.2456907,-0.171006
56,0.8647885,0.5410096,"('impractical', 'practical')",0.8647885,0.5410096,-0.3237789
57,-1.5097147,-1.8698118,"('unimaginative', 'imaginative')",-1.5097147,-1.8698118,-0.3600971
58,0.57390654,0.4896978,"('undiscriminating', 'discriminating')",0.5739065,0.4896978,-0.0842087
59,-0.67390496,-0.41659647,"('foolish', 'wise')",-0.673905,-0.4165965,0.2573085
60,0.9824758,0.95836884,"('inefficient', 'efficient')",0.9824758,0.9583688,-0.024107
61,0.4747019,0.19988596,"('illogical', 'logical')",0.4747019,0.199886,-0.2748159
62,1.1845052,1.0334738,"('incompetent', 'brilliant')",1.1845052,1.0334738,-0.1510314
63,0.73612225,0.54670537,"('unperceptive', 'insightful')",0.7361223,0.5467054,-0.1894169
64,-5.481664,-5.655225,"('shy', 'confident')",-5.4816642,-5.6552248,-0.1735606
65,0.57319224,0.58930516,"('insecure', 'secure')",0.5731922,0.5893052,0.016113
66,-0.18203719,-0.30922097,"('inactive', 'active')",-0.1820372,-0.309221,-0.1271838
67,-0.47923622,-0.46374705,"('doubtful', 'determined')",-0.4792362,-0.4637471,0.0154891
68,-0.8588252,-0.7695054,"('dependent', 'independent')",-0.8588252,-0.7695054,0.0893198
69,-2.0151186,-1.945163,"('lazy', 'industrious')",-2.0151186,-1.945163,0.0699556
70,2.175196,1.8346697,"('lethargic', 'energetic')",2.1751959,1.8346697,-0.3405262
71,0.0033417437,0.10283018,"('diffident', 'self-confident')",0.0033417,0.1028302,0.0994885
72,1.0071526,1.0992469,"('unambitious', 'ambitious')",1.0071526,1.0992469,0.0920943
73,-2.8404388,-2.7039838,"('helpless', 'self-reliant')",-2.8404388,-2.7039838,0.136455
74,0.54222816,0.25474164,"('undedicated', 'dedicated')",0.5422282,0.2547416,-0.2874866
75,-0.9174994,-0.8494978,"('meek', 'impulsive')",-0.9174994,-0.8494978,0.0680016
76,0.47861946,0.5358304,"('anxious', 'daring')",0.4786195,0.5358304,0.0572109
77,-1.1066221,-1.0798463,"('unmotivated', 'motivated')",-1.1066221,-1.0798463,0.0267758
78,-0.96001923,-1.1108606,"('nonresilient', 'resilient')",-0.9600192,-1.1108606,-0.1508414
79,-0.684773,-0.5492375,"('wavering', 'unwavering')",-0.684773,-0.5492375,0.1355355
80,0.6241842,0.20518093,"('dominated', 'dominating')",0.6241842,0.2051809,-0.4190033
81,0.7209048,0.46023428,"('submissive', 'aggressive')",0.7209048,0.4602343,-0.2606705
82,6.0897956,6.135697,"('poor', 'rich')",6.0897956,6.1356969,0.0459013
83,-0.36783746,-0.35276416,"('powerless', 'powerful')",-0.3678375,-0.3527642,0.0150733
84,0.17971925,0.31853896,"('inferior', 'superior')",0.1797193,0.318539,0.1388197
85,-1.656348,-1.433726,"('insignificant', 'prestigious')",-1.656348,-1.433726,0.222622
86,1.3480198,0.99121183,"('uninfluential', 'influential')",1.3480198,0.9912118,-0.356808
87,0.14116186,-0.012376159,"('unsuccessful', 'successful')",0.1411619,-0.0123762,-0.1535381
88,0.34444284,0.19992067,"('low', 'eminent')",0.3444428,0.1999207,-0.1445221
