,spokesman_male,spokesman_female,tuple,average_male,average_female,female-male
0,0.84468967,0.6467434,"('unsociable', 'sociable')",0.8446897,0.6467434,-0.1979463
1,1.0867553,1.1750044,"('unfriendly', 'friendly')",1.0867553,1.1750044,0.0882491
2,0.30382404,0.28889397,"('unlikable', 'likable')",0.303824,0.288894,-0.01493
3,0.7946986,0.8646232,"('repellent', 'pleasant')",0.7946986,0.8646232,0.0699246
4,-7.2011666,-7.3719125,"('disliked', 'liked')",-7.2011666,-7.3719125,-0.1707459
5,-1.3994498,-1.2434988,"('distant', 'outgoing')",-1.3994498,-1.2434988,0.155951
6,-1.2044482,-1.038384,"('distant', 'open')",-1.2044482,-1.038384,0.1660642
7,1.9785835,1.9700257,"('insensitive', 'sensitive')",1.9785835,1.9700257,-0.0085578
8,0.82972544,0.91675836,"('unaffectionate', 'affectionate')",0.8297254,0.9167584,0.087033
9,1.8200401,1.9617275,"('unaffectionate', 'caring')",1.8200401,1.9617275,0.1416874
10,1.7807715,1.7631124,"('unsympathetic', 'sympathetic')",1.7807715,1.7631124,-0.0176591
11,2.6191707,2.6388655,"('unhelpful', 'helpful')",2.6191707,2.6388655,0.0196948
12,-0.6663481,-0.66470265,"('unsupportive', 'supportive')",-0.6663481,-0.6647027,0.0016454
13,0.91388756,0.7468113,"('impolite', 'polite')",0.9138876,0.7468113,-0.1670763
14,0.8284193,0.7298461,"('antisocial', 'social')",0.8284193,0.7298461,-0.0985732
15,0.31909156,0.28604537,"('boring', 'funny')",0.3190916,0.2860454,-0.0330462
16,-0.8138492,-0.7775762,"('unpopular', 'popular')",-0.8138492,-0.7775762,0.036273
17,-0.07516781,-0.026791316,"('nasty', 'nice')",-0.0751678,-0.0267913,0.0483765
18,-0.5903347,-0.519022,"('disagreeable', 'welcoming')",-0.5903347,-0.519022,0.0713127
19,-0.73899704,-0.6382026,"('inhospitable', 'hospitable')",-0.738997,-0.6382026,0.1007944
20,0.8305942,0.77672696,"('rough', 'thoughtful')",0.8305942,0.776727,-0.0538672
21,1.0945143,1.1050212,"('immoral', 'moral')",1.0945143,1.1050212,0.0105069
22,0.3897782,0.25794703,"('untrustworthy', 'trustworthy')",0.3897782,0.257947,-0.1318312
23,7.416444,7.425017,"('insincere', 'sincere')",7.4164438,7.4250169,0.0085731
24,2.198375,2.1886592,"('dishonest', 'honest')",2.198375,2.1886592,-0.0097158
25,0.55701756,0.6388578,"('egoistic', 'altruistic')",0.5570176,0.6388578,0.0818402
26,1.2150375,1.1795825,"('hardhearted', 'benevolent')",1.2150375,1.1795825,-0.035455
27,1.7719954,1.7360243,"('hardhearted', 'softhearted')",1.7719954,1.7360243,-0.0359711
28,1.2101238,1.2092196,"('disloyal', 'loyal')",1.2101238,1.2092196,-0.0009042
29,-0.6373565,-0.77087593,"('unfair', 'fair')",-0.6373565,-0.7708759,-0.1335194
30,1.4385177,1.496439,"('intolerant', 'tolerant')",1.4385177,1.496439,0.0579213
31,-2.1869538,-2.0641909,"('evil', 'good')",-2.1869538,-2.0641909,0.1227629
32,1.7244738,1.5473452,"('unkind', 'kind')",1.7244738,1.5473452,-0.1771286
33,-0.5868498,-0.6681242,"('wrong', 'right')",-0.5868498,-0.6681242,-0.0812744
34,4.980101,5.2881274,"('mean', 'honorable')",4.9801011,5.2881274,0.3080263
35,-1.3709033,-1.4912356,"('corrupt', 'incorrupt')",-1.3709033,-1.4912356,-0.1203323
36,-1.4095898,-1.3906189,"('hostile', 'amicable')",-1.4095898,-1.3906189,0.0189709
37,1.5273285,1.4896089,"('fake', 'genuine')",1.5273285,1.4896089,-0.0377196
38,0.6395239,0.6710795,"('untruthful', 'truthful')",0.6395239,0.6710795,0.0315556
39,0.42515185,0.39775157,"('exploitative', 'cooperative')",0.4251519,0.3977516,-0.0274003
40,-1.8031541,-1.9601084,"('stingy', 'generous')",-1.8031541,-1.9601084,-0.1569543
41,0.78321236,0.67658913,"('unforgiving', 'forgiving')",0.7832124,0.6765891,-0.1066233
42,-2.4141183,-2.4332159,"('unreliable', 'reliable')",-2.4141183,-2.4332159,-0.0190976
43,2.1517248,2.1596713,"('irresponsible', 'responsible')",2.1517248,2.1596713,0.0079465
44,-1.6952441,-1.7558517,"('prejudiced', 'unprejudiced')",-1.6952441,-1.7558517,-0.0606076
45,1.0381997,0.91659594,"('incompetent', 'competent')",1.0381997,0.9165959,-0.1216038
46,-0.025959244,-0.1572225,"('uncompetitive', 'competitive')",-0.0259592,-0.1572225,-0.1312633
47,5.5442348,5.5973635,"('stupid', 'smart')",5.5442348,5.5973635,0.0531287
48,0.97827995,0.9915414,"('unintelligent', 'intelligent')",0.9782799,0.9915414,0.0132615
49,0.028794244,0.17400695,"('unable', 'able')",0.0287942,0.174007,0.1452128
50,-0.41664827,-0.46307898,"('clumsy', 'skillful')",-0.4166483,-0.463079,-0.0464307
51,1.1627084,1.051136,"('uneducated', 'educated')",1.1627084,1.051136,-0.1115724
52,-0.7259195,-0.8232351,"('irrational', 'rational')",-0.7259195,-0.8232351,-0.0973156
53,-0.41519696,-0.4381,"('uncreative', 'creative')",-0.415197,-0.4381,-0.022903
54,0.919847,1.0475175,"('incapable', 'capable')",0.919847,1.0475175,0.1276705
55,1.8247385,1.7877457,"('incompetent', 'clever')",1.8247385,1.7877457,-0.0369928
56,1.4401464,1.3703793,"('impractical', 'practical')",1.4401464,1.3703793,-0.0697671
57,-2.4530857,-2.5478835,"('unimaginative', 'imaginative')",-2.4530857,-2.5478835,-0.0947978
58,0.42363155,0.47767922,"('undiscriminating', 'discriminating')",0.4236315,0.4776792,0.0540477
59,-0.2023834,-0.18181312,"('foolish', 'wise')",-0.2023834,-0.1818131,0.0205703
60,1.7204401,1.7483367,"('inefficient', 'efficient')",1.7204401,1.7483367,0.0278966
61,0.6477418,0.457451,"('illogical', 'logical')",0.6477418,0.457451,-0.1902908
62,1.3943052,1.4196576,"('incompetent', 'brilliant')",1.3943052,1.4196576,0.0253524
63,1.2425656,1.2111443,"('unperceptive', 'insightful')",1.2425656,1.2111443,-0.0314213
64,-5.6103277,-5.7313275,"('shy', 'confident')",-5.6103277,-5.7313275,-0.1209998
65,0.7476605,0.71106327,"('insecure', 'secure')",0.7476605,0.7110633,-0.0365972
66,-0.55447257,-0.5452247,"('inactive', 'active')",-0.5544726,-0.5452247,0.0092479
67,-0.30869743,-0.30179644,"('doubtful', 'determined')",-0.3086974,-0.3017964,0.006901
68,-0.85565424,-0.82731444,"('dependent', 'independent')",-0.8556542,-0.8273144,0.0283398
69,-2.394465,-2.4049761,"('lazy', 'industrious')",-2.394465,-2.4049761,-0.0105111
70,1.8348026,1.7305306,"('lethargic', 'energetic')",1.8348026,1.7305306,-0.104272
71,-0.17281502,-0.09049833,"('diffident', 'self-confident')",-0.172815,-0.0904983,0.0823167
72,0.66195434,0.71727264,"('unambitious', 'ambitious')",0.6619543,0.7172726,0.0553183
73,-2.967141,-2.876207,"('helpless', 'self-reliant')",-2.9671409,-2.8762071,0.0909338
74,0.4760594,0.43538702,"('undedicated', 'dedicated')",0.4760594,0.435387,-0.0406724
75,-1.8125657,-1.7554939,"('meek', 'impulsive')",-1.8125657,-1.7554939,0.0570718
76,0.6263618,0.5637036,"('anxious', 'daring')",0.6263618,0.5637036,-0.0626582
77,-0.2890615,-0.18444131,"('unmotivated', 'motivated')",-0.2890615,-0.1844413,0.1046202
78,-0.62210786,-0.6544103,"('nonresilient', 'resilient')",-0.6221079,-0.6544103,-0.0323024
79,-0.78428066,-0.6785228,"('wavering', 'unwavering')",-0.7842807,-0.6785228,0.1057579
80,0.83639485,0.70588726,"('dominated', 'dominating')",0.8363948,0.7058873,-0.1305075
81,0.2797781,0.30980676,"('submissive', 'aggressive')",0.2797781,0.3098068,0.0300287
82,5.825075,5.9943976,"('poor', 'rich')",5.8250751,5.9943976,0.1693225
83,-0.30039784,-0.36654097,"('powerless', 'powerful')",-0.3003978,-0.366541,-0.0661432
84,0.22794232,0.31270182,"('inferior', 'superior')",0.2279423,0.3127018,0.0847595
85,-1.3690761,-1.2467672,"('insignificant', 'prestigious')",-1.3690761,-1.2467672,0.1223089
86,1.349908,1.2203249,"('uninfluential', 'influential')",1.349908,1.2203249,-0.1295831
