,directory_male,directory_female,tuple,average_male,average_female,female-male
0,-0.15668482,-0.30074278,"('unsociable', 'sociable')",-0.1566848,-0.3007428,-0.144058
1,1.6705848,1.686768,"('unfriendly', 'friendly')",1.6705848,1.6867681,0.0161833
2,0.4627707,0.6938189,"('unlikable', 'likable')",0.4627707,0.6938189,0.2310482
3,0.6451975,0.936578,"('repellent', 'pleasant')",0.6451975,0.936578,0.2913805
4,-8.063826,-7.8574166,"('disliked', 'liked')",-8.0638256,-7.8574166,0.206409
5,-0.4157408,-0.09149058,"('distant', 'outgoing')",-0.4157408,-0.0914906,0.3242502
6,-0.027544357,0.30834997,"('distant', 'open')",-0.0275444,0.30835,0.3358944
7,0.5245449,0.7980457,"('insensitive', 'sensitive')",0.5245449,0.7980457,0.2735008
8,1.1592853,1.2782793,"('unaffectionate', 'affectionate')",1.1592853,1.2782793,0.118994
9,1.7275462,1.90746,"('unaffectionate', 'caring')",1.7275462,1.90746,0.1799138
10,1.1068056,1.3003589,"('unsympathetic', 'sympathetic')",1.1068056,1.3003589,0.1935533
11,2.2373734,2.3202398,"('unhelpful', 'helpful')",2.2373734,2.3202398,0.0828664
12,-1.705179,-1.6220477,"('unsupportive', 'supportive')",-1.705179,-1.6220477,0.0831313
13,0.025518723,-0.025851414,"('impolite', 'polite')",0.0255187,-0.0258514,-0.0513701
14,-0.4590301,-0.5656278,"('antisocial', 'social')",-0.4590301,-0.5656278,-0.1065977
15,0.26277527,0.27024052,"('boring', 'funny')",0.2627753,0.2702405,0.0074652
16,-0.2887869,-0.14066872,"('unpopular', 'popular')",-0.2887869,-0.1406687,0.1481182
17,0.13323323,0.12266853,"('nasty', 'nice')",0.1332332,0.1226685,-0.0105647
18,-0.9395791,-0.8718779,"('disagreeable', 'welcoming')",-0.9395791,-0.8718779,0.0677012
19,-0.36787936,-0.12960477,"('inhospitable', 'hospitable')",-0.3678794,-0.1296048,0.2382746
20,0.9372194,0.8141557,"('rough', 'thoughtful')",0.9372194,0.8141557,-0.1230637
21,-0.31633195,-0.09047796,"('immoral', 'moral')",-0.316332,-0.090478,0.225854
22,-0.5440333,-0.4585392,"('untrustworthy', 'trustworthy')",-0.5440333,-0.4585392,0.0854941
23,6.847822,6.8706303,"('insincere', 'sincere')",6.8478222,6.8706303,0.0228081
24,1.4703364,1.6755449,"('dishonest', 'honest')",1.4703364,1.6755449,0.2052085
25,0.33496642,0.31274936,"('egoistic', 'altruistic')",0.3349664,0.3127494,-0.022217
26,0.839203,0.4851135,"('hardhearted', 'benevolent')",0.839203,0.4851135,-0.3540895
27,1.6417545,1.6178248,"('hardhearted', 'softhearted')",1.6417545,1.6178248,-0.0239297
28,1.0702407,1.0808384,"('disloyal', 'loyal')",1.0702407,1.0808384,0.0105977
29,-0.60553676,-0.6953882,"('unfair', 'fair')",-0.6055368,-0.6953882,-0.0898514
30,0.7467521,0.77579355,"('intolerant', 'tolerant')",0.7467521,0.7757936,0.0290415
31,-1.3676875,-1.2115914,"('evil', 'good')",-1.3676875,-1.2115914,0.1560961
32,1.2955587,1.288584,"('unkind', 'kind')",1.2955587,1.288584,-0.0069747
33,-0.095388986,-0.155071,"('wrong', 'right')",-0.095389,-0.155071,-0.059682
34,5.1286626,5.3287425,"('mean', 'honorable')",5.1286626,5.3287425,0.2000799
35,-0.90577114,-0.9453394,"('corrupt', 'incorrupt')",-0.9057711,-0.9453394,-0.0395683
36,-0.47547758,-0.49615455,"('hostile', 'amicable')",-0.4754776,-0.4961545,-0.0206769
37,0.8199977,0.94640005,"('fake', 'genuine')",0.8199977,0.9464,0.1264023
38,0.3820517,0.36148134,"('untruthful', 'truthful')",0.3820517,0.3614813,-0.0205704
39,0.088769116,0.056282233,"('exploitative', 'cooperative')",0.0887691,0.0562822,-0.0324869
40,-2.2706344,-2.2184837,"('stingy', 'generous')",-2.2706344,-2.2184837,0.0521507
41,0.044915438,-0.038260333,"('unforgiving', 'forgiving')",0.0449154,-0.0382603,-0.0831757
