,flow_male,flow_female,tuple,average_male,average_female,female-male
0,0.5948202,0.36960956,"('unsociable', 'sociable')",0.5948202,0.3696096,-0.2252106
1,1.3578055,1.235311,"('unfriendly', 'friendly')",1.3578055,1.235311,-0.1224945
2,0.13115726,0.39939168,"('unlikable', 'likable')",0.1311573,0.3993917,0.2682344
3,0.6364518,0.8041877,"('repellent', 'pleasant')",0.6364518,0.8041877,0.1677359
4,-7.9231253,-7.9152184,"('disliked', 'liked')",-7.9231253,-7.9152184,0.0079069
5,-0.5036255,-0.33902794,"('distant', 'outgoing')",-0.5036255,-0.3390279,0.1645976
6,-0.47400624,-0.28924555,"('distant', 'open')",-0.4740062,-0.2892455,0.1847607
7,1.2000047,1.1428729,"('insensitive', 'sensitive')",1.2000047,1.1428729,-0.0571318
8,0.95451117,1.0416148,"('unaffectionate', 'affectionate')",0.9545112,1.0416148,0.0871036
9,2.068617,2.0995831,"('unaffectionate', 'caring')",2.0686171,2.0995831,0.030966
10,1.3370668,1.4359906,"('unsympathetic', 'sympathetic')",1.3370668,1.4359906,0.0989238
11,2.9779656,2.907106,"('unhelpful', 'helpful')",2.9779656,2.9071059,-0.0708597
12,-1.3880167,-1.4255167,"('unsupportive', 'supportive')",-1.3880167,-1.4255167,-0.0375
13,0.6361177,0.617122,"('impolite', 'polite')",0.6361177,0.617122,-0.0189957
14,0.24738342,0.043793477,"('antisocial', 'social')",0.2473834,0.0437935,-0.2035899
15,0.2907034,0.36184323,"('boring', 'funny')",0.2907034,0.3618432,0.0711398
16,-0.22849832,-0.11971613,"('unpopular', 'popular')",-0.2284983,-0.1197161,0.1087822
17,-0.13541466,-0.16905123,"('nasty', 'nice')",-0.1354147,-0.1690512,-0.0336365
18,-0.80638,-0.82217985,"('disagreeable', 'welcoming')",-0.80638,-0.8221799,-0.0157999
19,-1.1244842,-0.9380207,"('inhospitable', 'hospitable')",-1.1244842,-0.9380207,0.1864635
20,0.89836544,0.78840756,"('rough', 'thoughtful')",0.8983654,0.7884076,-0.1099578
21,0.19581439,0.2136727,"('immoral', 'moral')",0.1958144,0.2136727,0.0178583
22,-0.284411,-0.22699372,"('untrustworthy', 'trustworthy')",-0.284411,-0.2269937,0.0574173
23,7.279938,7.1736917,"('insincere', 'sincere')",7.2799382,7.1736917,-0.1062465
24,1.988753,2.0260222,"('dishonest', 'honest')",1.988753,2.0260222,0.0372692
25,0.4296897,0.37169662,"('egoistic', 'altruistic')",0.4296897,0.3716966,-0.0579931
26,0.6218607,0.35182315,"('hardhearted', 'benevolent')",0.6218607,0.3518232,-0.2700375
27,1.2404993,1.1202577,"('hardhearted', 'softhearted')",1.2404993,1.1202577,-0.1202416
28,1.3618884,1.2336717,"('disloyal', 'loyal')",1.3618884,1.2336717,-0.1282167
29,-0.7088049,-0.75905025,"('unfair', 'fair')",-0.7088049,-0.7590503,-0.0502454
30,1.3957964,1.1842645,"('intolerant', 'tolerant')",1.3957964,1.1842645,-0.2115319
31,-1.929483,-1.8402957,"('evil', 'good')",-1.9294831,-1.8402957,0.0891874
32,1.2552375,1.1893746,"('unkind', 'kind')",1.2552375,1.1893746,-0.0658629
33,-0.0041931476,-0.16112702,"('wrong', 'right')",-0.0041931,-0.161127,-0.1569339
34,4.8533835,4.9871297,"('mean', 'honorable')",4.8533835,4.9871297,0.1337462
35,-1.4254882,-1.4900073,"('corrupt', 'incorrupt')",-1.4254882,-1.4900073,-0.0645191
36,-1.1796796,-1.2419486,"('hostile', 'amicable')",-1.1796796,-1.2419486,-0.062269
37,0.593653,0.60687256,"('fake', 'genuine')",0.593653,0.6068726,0.0132196
38,0.45615163,0.21687561,"('untruthful', 'truthful')",0.4561516,0.2168756,-0.239276
39,0.6125507,0.45077553,"('exploitative', 'cooperative')",0.6125507,0.4507755,-0.1617752
40,-2.3229141,-2.2951934,"('stingy', 'generous')",-2.3229141,-2.2951934,0.0277207
41,0.37245798,0.0983173,"('unforgiving', 'forgiving')",0.372458,0.0983173,-0.2741407
42,-2.765824,-2.4940195,"('unreliable', 'reliable')",-2.7658241,-2.4940195,0.2718046
43,1.557064,1.5839766,"('irresponsible', 'responsible')",1.5570641,1.5839766,0.0269125
44,-1.8187988,-1.6757901,"('prejudiced', 'unprejudiced')",-1.8187988,-1.6757901,0.1430087
45,0.4512743,0.4996154,"('incompetent', 'competent')",0.4512743,0.4996154,0.0483411
46,0.02131467,0.051123183,"('uncompetitive', 'competitive')",0.0213147,0.0511232,0.0298085
47,5.586807,5.752339,"('stupid', 'smart')",5.5868068,5.7523389,0.1655321
48,1.4477153,1.3803725,"('unintelligent', 'intelligent')",1.4477153,1.3803725,-0.0673428
49,0.26675728,0.4152907,"('unable', 'able')",0.2667573,0.4152907,0.1485334
50,-0.22843367,-0.085803956,"('clumsy', 'skillful')",-0.2284337,-0.085804,0.1426297
51,0.20605211,0.25392264,"('uneducated', 'educated')",0.2060521,0.2539226,0.0478705
52,-0.9162085,-0.976415,"('irrational', 'rational')",-0.9162085,-0.976415,-0.0602065
53,-0.12171642,0.024806812,"('uncreative', 'creative')",-0.1217164,0.0248068,0.1465232
