,shaker_male,shaker_female,tuple,average_male,average_female,female-male
0,0.65799236,0.62540495,"('unsociable', 'sociable')",0.6579924,0.625405,-0.0325874
1,-0.7641645,-0.74702924,"('unfriendly', 'friendly')",-0.7641645,-0.7470292,0.0171353
2,0.27004752,0.3309923,"('unlikable', 'likable')",0.2700475,0.3309923,0.0609448
3,-0.20821556,-0.015305311,"('repellent', 'pleasant')",-0.2082156,-0.0153053,0.1929103
4,-2.5178587,-2.681878,"('disliked', 'liked')",-2.5178587,-2.6818781,-0.1640194
5,-0.9918493,-1.0628036,"('distant', 'outgoing')",-0.9918493,-1.0628036,-0.0709543
6,-1.2701713,-1.3115476,"('distant', 'open')",-1.2701713,-1.3115476,-0.0413763
7,1.1039824,1.3455621,"('insensitive', 'sensitive')",1.1039824,1.3455621,0.2415797
8,-0.5628197,-0.57800066,"('unaffectionate', 'affectionate')",-0.5628197,-0.5780007,-0.015181
9,0.08675198,0.06670674,"('unaffectionate', 'caring')",0.086752,0.0667067,-0.0200453
10,0.35736364,0.46005452,"('unsympathetic', 'sympathetic')",0.3573636,0.4600545,0.1026909
11,1.1508489,1.251751,"('unhelpful', 'helpful')",1.1508489,1.2517509,0.100902
12,-0.035188675,-0.019697662,"('unsupportive', 'supportive')",-0.0351887,-0.0196977,0.015491
13,0.85942465,0.9445482,"('impolite', 'polite')",0.8594247,0.9445482,0.0851235
14,0.9284149,1.053175,"('antisocial', 'social')",0.9284149,1.053175,0.1247601
15,0.4818226,0.3433456,"('boring', 'funny')",0.4818226,0.3433456,-0.138477
16,-1.1107517,-1.2857307,"('unpopular', 'popular')",-1.1107517,-1.2857307,-0.174979
17,0.2359266,0.19936264,"('nasty', 'nice')",0.2359266,0.1993626,-0.036564
18,-0.5734231,-0.4235048,"('disagreeable', 'welcoming')",-0.5734231,-0.4235048,0.1499183
19,-1.2454041,-1.2975062,"('inhospitable', 'hospitable')",-1.2454041,-1.2975062,-0.0521021
20,-0.2957886,-0.25999218,"('rough', 'thoughtful')",-0.2957886,-0.2599922,0.0357964
21,0.4542908,0.68839455,"('immoral', 'moral')",0.4542908,0.6883945,0.2341037
22,0.6497212,0.6511013,"('untrustworthy', 'trustworthy')",0.6497212,0.6511013,0.0013801
