,desire_male,desire_female,tuple,average_male,average_female,female-male
0,0.32746804,0.1612693,"('unsociable', 'sociable')",0.327468,0.1612693,-0.1661987
1,1.0166142,0.9704277,"('unfriendly', 'friendly')",1.0166142,0.9704277,-0.0461865
2,0.4666986,0.66084516,"('unlikable', 'likable')",0.4666986,0.6608452,0.1941466
3,1.0210125,1.0794255,"('repellent', 'pleasant')",1.0210125,1.0794255,0.058413
4,-7.145551,-7.1343026,"('disliked', 'liked')",-7.1455512,-7.1343026,0.0112486
5,-0.6394319,-0.48038197,"('distant', 'outgoing')",-0.6394319,-0.480382,0.1590499
6,-0.3340212,-0.19085342,"('distant', 'open')",-0.3340212,-0.1908534,0.1431678
7,0.6959538,0.6924138,"('insensitive', 'sensitive')",0.6959538,0.6924138,-0.00354
8,0.78391737,0.8201677,"('unaffectionate', 'affectionate')",0.7839174,0.8201677,0.0362503
9,1.4320662,1.5049382,"('unaffectionate', 'caring')",1.4320662,1.5049382,0.072872
10,1.5707743,1.600204,"('unsympathetic', 'sympathetic')",1.5707743,1.600204,0.0294297
11,2.325947,2.3048978,"('unhelpful', 'helpful')",2.325947,2.3048978,-0.0210492
12,-1.6138685,-1.5642864,"('unsupportive', 'supportive')",-1.6138685,-1.5642864,0.0495821
13,0.7187274,0.64721304,"('impolite', 'polite')",0.7187274,0.647213,-0.0715144
14,0.014488613,-0.17988004,"('antisocial', 'social')",0.0144886,-0.17988,-0.1943686
15,0.5201836,0.40474123,"('boring', 'funny')",0.5201836,0.4047412,-0.1154424
16,-0.3127042,-0.23583144,"('unpopular', 'popular')",-0.3127042,-0.2358314,0.0768728
17,-0.10786229,-0.056242913,"('nasty', 'nice')",-0.1078623,-0.0562429,0.0516194
18,-0.60075456,-0.7002206,"('disagreeable', 'welcoming')",-0.6007546,-0.7002206,-0.099466
19,-0.909209,-0.71187764,"('inhospitable', 'hospitable')",-0.909209,-0.7118776,0.1973314
20,0.9201356,0.74913484,"('rough', 'thoughtful')",0.9201356,0.7491348,-0.1710008
21,0.40486312,0.44599268,"('immoral', 'moral')",0.4048631,0.4459927,0.0411296
22,-0.044651885,-0.07386099,"('untrustworthy', 'trustworthy')",-0.0446519,-0.073861,-0.0292091
23,6.3911963,6.3199954,"('insincere', 'sincere')",6.3911963,6.3199954,-0.0712009
24,1.7867951,1.761441,"('dishonest', 'honest')",1.7867951,1.761441,-0.0253541
25,0.4821614,0.3810221,"('egoistic', 'altruistic')",0.4821614,0.3810221,-0.1011393
26,0.19645442,0.09000391,"('hardhearted', 'benevolent')",0.1964544,0.0900039,-0.1064505
27,1.3463858,1.2291844,"('hardhearted', 'softhearted')",1.3463858,1.2291844,-0.1172014
28,1.1519808,1.0991066,"('disloyal', 'loyal')",1.1519808,1.0991066,-0.0528742
29,-0.8970513,-0.92648023,"('unfair', 'fair')",-0.8970513,-0.9264802,-0.0294289
30,1.1339456,1.0615236,"('intolerant', 'tolerant')",1.1339456,1.0615236,-0.072422
31,-2.046709,-1.9731,"('evil', 'good')",-2.0467091,-1.9730999,0.0736092
32,1.3334711,1.3626157,"('unkind', 'kind')",1.3334711,1.3626157,0.0291446
33,-0.48376572,-0.42869535,"('wrong', 'right')",-0.4837657,-0.4286954,0.0550703
34,4.4666586,4.607761,"('mean', 'honorable')",4.4666586,4.6077609,0.1411023
35,-1.4768842,-1.5488399,"('corrupt', 'incorrupt')",-1.4768842,-1.5488399,-0.0719557
36,-1.4127684,-1.3989456,"('hostile', 'amicable')",-1.4127684,-1.3989456,0.0138228
37,0.73521674,0.77346325,"('fake', 'genuine')",0.7352167,0.7734632,0.0382465
38,-0.090959206,-0.04939437,"('untruthful', 'truthful')",-0.0909592,-0.0493944,0.0415648
