,sophomore_male,sophomore_female,tuple,average_male,average_female,female-male
0,0.12293619,-0.063906096,"('unsociable', 'sociable')",0.1229362,-0.0639061,-0.1868423
1,1.607079,1.7596227,"('unfriendly', 'friendly')",1.607079,1.7596227,0.1525437
2,0.6225495,0.7663471,"('unlikable', 'likable')",0.6225495,0.7663471,0.1437976
3,0.8482505,0.6738589,"('repellent', 'pleasant')",0.8482505,0.6738589,-0.1743916
4,-7.02323,-6.88208,"('disliked', 'liked')",-7.0232301,-6.8820801,0.14115
5,0.71350384,0.9957147,"('distant', 'outgoing')",0.7135038,0.9957147,0.2822109
6,0.81798434,1.0890723,"('distant', 'open')",0.8179843,1.0890723,0.271088
7,0.88511705,0.91147417,"('insensitive', 'sensitive')",0.8851171,0.9114742,0.0263571
8,1.2054847,1.3720615,"('unaffectionate', 'affectionate')",1.2054847,1.3720615,0.1665768
9,1.6940721,1.9104072,"('unaffectionate', 'caring')",1.6940721,1.9104072,0.2163351
10,0.84893167,0.7138452,"('unsympathetic', 'sympathetic')",0.8489317,0.7138452,-0.1350865
11,2.0844321,2.0668442,"('unhelpful', 'helpful')",2.0844321,2.0668442,-0.0175879
12,-1.477956,-1.4719669,"('unsupportive', 'supportive')",-1.4779561,-1.4719669,0.0059892
13,0.10980245,-0.12766771,"('impolite', 'polite')",0.1098024,-0.1276677,-0.2374701
14,-0.6187691,-0.9588537,"('antisocial', 'social')",-0.6187691,-0.9588537,-0.3400846
15,0.6047895,0.7839681,"('boring', 'funny')",0.6047895,0.7839681,0.1791786
16,-0.20209958,-0.14627773,"('unpopular', 'popular')",-0.2020996,-0.1462777,0.0558219
17,-0.21804123,-0.17188868,"('nasty', 'nice')",-0.2180412,-0.1718887,0.0461525
18,-0.39543998,-0.45506746,"('disagreeable', 'welcoming')",-0.39544,-0.4550675,-0.0596275
19,-0.025205068,0.30656397,"('inhospitable', 'hospitable')",-0.0252051,0.306564,0.3317691
20,0.90351933,0.74249154,"('rough', 'thoughtful')",0.9035193,0.7424915,-0.1610278
21,-0.10440877,-0.17735282,"('immoral', 'moral')",-0.1044088,-0.1773528,-0.072944
22,-0.04928346,-0.10319593,"('untrustworthy', 'trustworthy')",-0.0492835,-0.1031959,-0.0539124
23,6.5323496,6.4102607,"('insincere', 'sincere')",6.5323496,6.4102607,-0.1220889
24,2.05104,1.9972646,"('dishonest', 'honest')",2.0510399,1.9972646,-0.0537753
25,0.5655389,0.58375627,"('egoistic', 'altruistic')",0.5655389,0.5837563,0.0182174
26,-0.021795422,-0.012964457,"('hardhearted', 'benevolent')",-0.0217954,-0.0129645,0.0088309
27,1.5329456,1.4675449,"('hardhearted', 'softhearted')",1.5329456,1.4675449,-0.0654007
28,1.1112951,1.1082565,"('disloyal', 'loyal')",1.1112951,1.1082565,-0.0030386
29,-0.34355512,-0.42577532,"('unfair', 'fair')",-0.3435551,-0.4257753,-0.0822202
30,0.45040908,0.310872,"('intolerant', 'tolerant')",0.4504091,0.310872,-0.1395371
31,-0.7751838,-0.57777655,"('evil', 'good')",-0.7751838,-0.5777766,0.1974072
32,1.0112401,0.9993805,"('unkind', 'kind')",1.0112401,0.9993805,-0.0118596
33,-0.19667654,-0.06505926,"('wrong', 'right')",-0.1966765,-0.0650593,0.1316172
34,4.812163,4.87315,"('mean', 'honorable')",4.8121629,4.8731499,0.060987
35,-0.70117456,-0.64266586,"('corrupt', 'incorrupt')",-0.7011746,-0.6426659,0.0585087
36,-0.47044265,-0.12720045,"('hostile', 'amicable')",-0.4704427,-0.1272005,0.3432422
37,0.61380655,0.67246497,"('fake', 'genuine')",0.6138065,0.672465,0.0586585
38,0.21668237,0.3504113,"('untruthful', 'truthful')",0.2166824,0.3504113,0.1337289
39,-0.00032394007,-0.12723419,"('exploitative', 'cooperative')",-0.0003239,-0.1272342,-0.1269103
40,-1.4977568,-1.6990769,"('stingy', 'generous')",-1.4977568,-1.6990769,-0.2013201
41,-0.22061256,-0.08451109,"('unforgiving', 'forgiving')",-0.2206126,-0.0845111,0.1361015
42,-2.261834,-2.4201515,"('unreliable', 'reliable')",-2.2618339,-2.4201515,-0.1583176
43,1.1779157,1.0056411,"('irresponsible', 'responsible')",1.1779157,1.0056411,-0.1722746
44,-1.4272023,-1.5200961,"('prejudiced', 'unprejudiced')",-1.4272023,-1.5200961,-0.0928938
45,0.46465683,0.41643706,"('incompetent', 'competent')",0.4646568,0.4164371,-0.0482197
46,-0.46574694,-0.6526248,"('uncompetitive', 'competitive')",-0.4657469,-0.6526248,-0.1868779
47,5.426248,5.5337524,"('stupid', 'smart')",5.4262481,5.5337524,0.1075043
48,0.79493994,0.6089498,"('unintelligent', 'intelligent')",0.7949399,0.6089498,-0.1859901
49,0.38914144,0.48443258,"('unable', 'able')",0.3891414,0.4844326,0.0952912
