,grandfather_male,grandfather_female,tuple,average_male,average_female,female-male
0,0.45465505,0.37915412,"('unsociable', 'sociable')",0.4546551,0.3791541,-0.075501
1,0.84105074,0.7894357,"('unfriendly', 'friendly')",0.8410507,0.7894357,-0.051615
2,-0.051402062,0.13164264,"('unlikable', 'likable')",-0.0514021,0.1316426,0.1830447
3,0.8476193,1.0054985,"('repellent', 'pleasant')",0.8476193,1.0054985,0.1578792
4,-6.876823,-7.0409927,"('disliked', 'liked')",-6.8768229,-7.0409927,-0.1641698
5,-0.667917,-0.6175382,"('distant', 'outgoing')",-0.667917,-0.6175382,0.0503788
6,-0.2365726,-0.28870314,"('distant', 'open')",-0.2365726,-0.2887031,-0.0521305
7,1.2722268,1.2732089,"('insensitive', 'sensitive')",1.2722268,1.2732089,0.0009821
8,0.72306925,0.655803,"('unaffectionate', 'affectionate')",0.7230693,0.655803,-0.0672663
9,1.0332768,1.0179106,"('unaffectionate', 'caring')",1.0332768,1.0179106,-0.0153662
10,1.0339683,1.0752772,"('unsympathetic', 'sympathetic')",1.0339683,1.0752772,0.0413089
11,1.5041323,1.5575947,"('unhelpful', 'helpful')",1.5041323,1.5575947,0.0534624
12,-1.4012815,-1.3786864,"('unsupportive', 'supportive')",-1.4012815,-1.3786864,0.0225951
13,0.06631314,0.22700644,"('impolite', 'polite')",0.0663131,0.2270064,0.1606933
14,0.49243143,0.48443016,"('antisocial', 'social')",0.4924314,0.4844302,-0.0080012
15,0.36714125,0.3055198,"('boring', 'funny')",0.3671412,0.3055198,-0.0616214
16,-0.82314795,-0.83752483,"('unpopular', 'popular')",-0.823148,-0.8375248,-0.0143768
17,0.166944,0.19862208,"('nasty', 'nice')",0.166944,0.1986221,0.0316781
18,-0.432176,-0.3530793,"('disagreeable', 'welcoming')",-0.432176,-0.3530793,0.0790967
19,-0.92867994,-0.87464505,"('inhospitable', 'hospitable')",-0.9286799,-0.8746451,0.0540348
20,0.72183686,0.5799301,"('rough', 'thoughtful')",0.7218369,0.5799301,-0.1419068
21,-0.038875505,0.15032609,"('immoral', 'moral')",-0.0388755,0.1503261,0.1892016
22,0.081464544,0.08721102,"('untrustworthy', 'trustworthy')",0.0814645,0.087211,0.0057465
23,5.685976,5.8381324,"('insincere', 'sincere')",5.685976,5.8381324,0.1521564
24,1.148917,1.1249996,"('dishonest', 'honest')",1.148917,1.1249996,-0.0239174
