,academics_male,academics_female,tuple,average_male,average_female,female-male
0,0.21168873,0.2766986,"('unsociable', 'sociable')",0.2116887,0.2766986,0.0650099
1,1.1416961,1.052437,"('unfriendly', 'friendly')",1.1416961,1.0524369,-0.0892592
2,0.5768851,0.7565762,"('unlikable', 'likable')",0.5768851,0.7565762,0.1796911
3,1.2135266,1.372944,"('repellent', 'pleasant')",1.2135266,1.372944,0.1594174
4,-7.0744734,-6.967742,"('disliked', 'liked')",-7.0744734,-6.967742,0.1067314
5,-0.03193759,-0.116506,"('distant', 'outgoing')",-0.0319376,-0.116506,-0.0845684
6,0.05787334,-0.010040134,"('distant', 'open')",0.0578733,-0.0100401,-0.0679134
7,1.4240206,1.5038465,"('insensitive', 'sensitive')",1.4240206,1.5038465,0.0798259
8,0.8767651,0.7807026,"('unaffectionate', 'affectionate')",0.8767651,0.7807026,-0.0960625
9,1.3304096,1.2919378,"('unaffectionate', 'caring')",1.3304096,1.2919378,-0.0384718
10,1.4297538,1.6318855,"('unsympathetic', 'sympathetic')",1.4297538,1.6318855,0.2021317
11,2.2223396,2.253129,"('unhelpful', 'helpful')",2.2223396,2.253129,0.0307894
12,-0.90588164,-0.79702115,"('unsupportive', 'supportive')",-0.9058816,-0.7970212,0.1088604
13,0.40658897,0.4474879,"('impolite', 'polite')",0.406589,0.4474879,0.0408989
14,0.49920374,0.515106,"('antisocial', 'social')",0.4992037,0.515106,0.0159023
15,0.12635766,0.10979409,"('boring', 'funny')",0.1263577,0.1097941,-0.0165636
16,-0.4854378,-0.3998746,"('unpopular', 'popular')",-0.4854378,-0.3998746,0.0855632
17,-0.117923945,-0.03235189,"('nasty', 'nice')",-0.1179239,-0.0323519,0.085572
18,-0.21804741,-0.16587947,"('disagreeable', 'welcoming')",-0.2180474,-0.1658795,0.0521679
19,-0.12416919,-0.11768543,"('inhospitable', 'hospitable')",-0.1241692,-0.1176854,0.0064838
20,0.669886,0.60495687,"('rough', 'thoughtful')",0.669886,0.6049569,-0.0649291
21,0.51238614,0.69492084,"('immoral', 'moral')",0.5123861,0.6949208,0.1825347
22,0.12880068,0.1651327,"('untrustworthy', 'trustworthy')",0.1288007,0.1651327,0.036332
23,6.862631,6.856894,"('insincere', 'sincere')",6.8626308,6.856894,-0.0057368
24,2.1994307,2.249668,"('dishonest', 'honest')",2.1994307,2.2496679,0.0502372
25,0.16956897,0.063915096,"('egoistic', 'altruistic')",0.169569,0.0639151,-0.1056539
26,-0.22928578,-0.23482895,"('hardhearted', 'benevolent')",-0.2292858,-0.2348289,-0.0055431
27,1.300457,1.1662621,"('hardhearted', 'softhearted')",1.300457,1.1662621,-0.1341949
28,1.1550207,1.2388895,"('disloyal', 'loyal')",1.1550207,1.2388895,0.0838688
29,0.02061059,-0.10748252,"('unfair', 'fair')",0.0206106,-0.1074825,-0.1280931
30,1.2482593,1.1802727,"('intolerant', 'tolerant')",1.2482593,1.1802727,-0.0679866
31,-1.3475642,-1.3945729,"('evil', 'good')",-1.3475642,-1.3945729,-0.0470087
32,1.1711619,1.1691862,"('unkind', 'kind')",1.1711619,1.1691862,-0.0019757
33,-0.45075604,-0.51254565,"('wrong', 'right')",-0.450756,-0.5125456,-0.0617896
34,4.629607,4.706951,"('mean', 'honorable')",4.6296072,4.7069511,0.0773439
35,-0.9046753,-1.076695,"('corrupt', 'incorrupt')",-0.9046753,-1.076695,-0.1720197
36,-1.0713001,-1.2761474,"('hostile', 'amicable')",-1.0713001,-1.2761474,-0.2048473
37,1.0001181,1.0389628,"('fake', 'genuine')",1.0001181,1.0389628,0.0388447
38,0.4733677,0.3615827,"('untruthful', 'truthful')",0.4733677,0.3615827,-0.111785
39,-0.09204986,0.032390203,"('exploitative', 'cooperative')",-0.0920499,0.0323902,0.1244401
40,-1.2262119,-1.1510503,"('stingy', 'generous')",-1.2262119,-1.1510503,0.0751616
41,-0.1281769,-0.08850095,"('unforgiving', 'forgiving')",-0.1281769,-0.0885009,0.039676
42,-1.6824788,-1.4812237,"('unreliable', 'reliable')",-1.6824788,-1.4812237,0.2012551
43,1.6764807,1.6507589,"('irresponsible', 'responsible')",1.6764807,1.6507589,-0.0257218
44,-1.2147009,-1.3664248,"('prejudiced', 'unprejudiced')",-1.2147009,-1.3664248,-0.1517239
45,0.8400605,0.9658373,"('incompetent', 'competent')",0.8400605,0.9658373,0.1257768
46,-0.2113037,-0.023192676,"('uncompetitive', 'competitive')",-0.2113037,-0.0231927,0.188111
47,5.4062443,5.525242,"('stupid', 'smart')",5.4062443,5.5252419,0.1189976
48,0.9082134,0.97040075,"('unintelligent', 'intelligent')",0.9082134,0.9704008,0.0621874
49,0.23592645,0.38363418,"('unable', 'able')",0.2359264,0.3836342,0.1477078
50,0.117426,0.2511824,"('clumsy', 'skillful')",0.117426,0.2511824,0.1337564
51,0.91226435,1.0333467,"('uneducated', 'educated')",0.9122643,1.0333467,0.1210824
52,-0.5099778,-0.51782566,"('irrational', 'rational')",-0.5099778,-0.5178257,-0.0078479
53,0.41779864,0.36495328,"('uncreative', 'creative')",0.4177986,0.3649533,-0.0528453
54,1.3441122,1.4530733,"('incapable', 'capable')",1.3441122,1.4530733,0.1089611
55,1.3465502,1.4585656,"('incompetent', 'clever')",1.3465502,1.4585656,0.1120154
56,1.0648282,1.1688284,"('impractical', 'practical')",1.0648282,1.1688284,0.1040002
57,-2.483945,-2.2601328,"('unimaginative', 'imaginative')",-2.4839449,-2.2601328,0.2238121
58,-0.07324829,-0.046768006,"('undiscriminating', 'discriminating')",-0.0732483,-0.046768,0.0264803
59,-0.04673481,0.11002699,"('foolish', 'wise')",-0.0467348,0.110027,0.1567618
60,0.977268,1.1002369,"('inefficient', 'efficient')",0.977268,1.1002369,0.1229689
61,0.70260185,0.6097207,"('illogical', 'logical')",0.7026019,0.6097207,-0.0928812
62,1.927696,2.1119635,"('incompetent', 'brilliant')",1.927696,2.1119635,0.1842675
63,1.2706383,1.4917014,"('unperceptive', 'insightful')",1.2706383,1.4917014,0.2210631
64,-5.114993,-4.8803954,"('shy', 'confident')",-5.1149931,-4.8803954,0.2345977
65,1.2839006,1.3827543,"('insecure', 'secure')",1.2839006,1.3827543,0.0988537
66,0.030269943,0.039210275,"('inactive', 'active')",0.0302699,0.0392103,0.0089404
67,-0.8009943,-0.69721746,"('doubtful', 'determined')",-0.8009943,-0.6972175,0.1037768
68,0.015075311,0.042603992,"('dependent', 'independent')",0.0150753,0.042604,0.0275287
69,-1.5326762,-1.6363714,"('lazy', 'industrious')",-1.5326762,-1.6363714,-0.1036952
70,1.7073752,1.8569326,"('lethargic', 'energetic')",1.7073752,1.8569326,0.1495574
71,0.6434741,0.74746686,"('diffident', 'self-confident')",0.6434741,0.7474669,0.1039928
72,0.94707423,0.9757847,"('unambitious', 'ambitious')",0.9470742,0.9757847,0.0287105
73,-2.8866541,-2.8000083,"('helpless', 'self-reliant')",-2.8866541,-2.8000083,0.0866458
74,0.21478543,0.22668591,"('undedicated', 'dedicated')",0.2147854,0.2266859,0.0119005
75,-0.84762454,-0.8454377,"('meek', 'impulsive')",-0.8476245,-0.8454377,0.0021868
76,0.9734842,1.0521116,"('anxious', 'daring')",0.9734842,1.0521116,0.0786274
77,-0.8922365,-0.7827819,"('unmotivated', 'motivated')",-0.8922365,-0.7827819,0.1094546
78,-0.33105585,-0.28388622,"('nonresilient', 'resilient')",-0.3310558,-0.2838862,0.0471696
79,-0.11561493,-0.121560514,"('wavering', 'unwavering')",-0.1156149,-0.1215605,-0.0059456
80,0.1522121,0.24517955,"('dominated', 'dominating')",0.1522121,0.2451795,0.0929674
81,0.37713316,0.62424064,"('submissive', 'aggressive')",0.3771332,0.6242406,0.2471074
82,6.2795835,6.466199,"('poor', 'rich')",6.2795835,6.4661989,0.1866154
83,-0.34692883,-0.28950825,"('powerless', 'powerful')",-0.3469288,-0.2895083,0.0574205
84,-0.20013376,-0.20115584,"('inferior', 'superior')",-0.2001338,-0.2011558,-0.001022
85,-1.5826569,-1.6442032,"('insignificant', 'prestigious')",-1.5826569,-1.6442032,-0.0615463
86,0.65919656,0.766428,"('uninfluential', 'influential')",0.6591966,0.766428,0.1072314
87,0.2858323,0.5033295,"('unsuccessful', 'successful')",0.2858323,0.5033295,0.2174972
88,0.031589627,0.15099473,"('low', 'eminent')",0.0315896,0.1509947,0.1194051
