,breakthrough_male,breakthrough_female,tuple,average_male,average_female,female-male
0,0.09383452,0.09130994,"('unsociable', 'sociable')",0.0938345,0.0913099,-0.0025246
1,1.2517954,1.2309929,"('unfriendly', 'friendly')",1.2517954,1.2309929,-0.0208025
2,0.34979698,0.4245439,"('unlikable', 'likable')",0.349797,0.4245439,0.0747469
3,0.7070418,0.7450315,"('repellent', 'pleasant')",0.7070418,0.7450315,0.0379897
4,-7.679978,-7.764384,"('disliked', 'liked')",-7.6799779,-7.7643838,-0.0844059
5,-0.4120003,-0.3742452,"('distant', 'outgoing')",-0.4120003,-0.3742452,0.0377551
6,-0.13043578,-0.11666859,"('distant', 'open')",-0.1304358,-0.1166686,0.0137672
7,1.1470104,1.233108,"('insensitive', 'sensitive')",1.1470104,1.233108,0.0860976
8,1.2020878,1.1255031,"('unaffectionate', 'affectionate')",1.2020878,1.1255031,-0.0765847
9,1.6364897,1.6784482,"('unaffectionate', 'caring')",1.6364897,1.6784482,0.0419585
10,1.4545695,1.443428,"('unsympathetic', 'sympathetic')",1.4545695,1.443428,-0.0111415
11,1.9850743,2.080368,"('unhelpful', 'helpful')",1.9850743,2.080368,0.0952937
12,-1.2842417,-1.2398514,"('unsupportive', 'supportive')",-1.2842417,-1.2398514,0.0443903
13,0.18882823,0.22211927,"('impolite', 'polite')",0.1888282,0.2221193,0.0332911
14,0.19218713,0.20286211,"('antisocial', 'social')",0.1921871,0.2028621,0.010675
15,0.334271,0.35691598,"('boring', 'funny')",0.334271,0.356916,0.022645
16,-0.8823925,-0.81047016,"('unpopular', 'popular')",-0.8823925,-0.8104702,0.0719223
17,-0.24684861,-0.21571538,"('nasty', 'nice')",-0.2468486,-0.2157154,0.0311332
18,-0.53848046,-0.49600857,"('disagreeable', 'welcoming')",-0.5384805,-0.4960086,0.0424719
19,-0.8293706,-0.77227324,"('inhospitable', 'hospitable')",-0.8293706,-0.7722732,0.0570974
20,0.80479795,0.68287337,"('rough', 'thoughtful')",0.8047979,0.6828734,-0.1219245
21,0.19012827,0.30009893,"('immoral', 'moral')",0.1901283,0.3000989,0.1099706
22,0.25760752,0.23737209,"('untrustworthy', 'trustworthy')",0.2576075,0.2373721,-0.0202354
23,6.416205,6.5977826,"('insincere', 'sincere')",6.4162049,6.5977826,0.1815777
24,1.7217841,1.7574978,"('dishonest', 'honest')",1.7217841,1.7574978,0.0357137
25,0.28466797,0.2356791,"('egoistic', 'altruistic')",0.284668,0.2356791,-0.0489889
26,0.28789988,0.1364248,"('hardhearted', 'benevolent')",0.2878999,0.1364248,-0.1514751
27,1.5909157,1.4412053,"('hardhearted', 'softhearted')",1.5909157,1.4412053,-0.1497104
28,0.9194185,0.885583,"('disloyal', 'loyal')",0.9194185,0.885583,-0.0338355
29,-0.088240206,-0.18486252,"('unfair', 'fair')",-0.0882402,-0.1848625,-0.0966223
30,1.1330128,1.122701,"('intolerant', 'tolerant')",1.1330128,1.122701,-0.0103118
31,-1.430056,-1.457282,"('evil', 'good')",-1.430056,-1.4572819,-0.0272259
32,1.1808833,1.1722687,"('unkind', 'kind')",1.1808833,1.1722687,-0.0086146
33,-0.5758618,-0.52801853,"('wrong', 'right')",-0.5758618,-0.5280185,0.0478433
34,4.3373723,4.5962667,"('mean', 'honorable')",4.3373723,4.5962667,0.2588944
35,-1.2820542,-1.4016412,"('corrupt', 'incorrupt')",-1.2820542,-1.4016412,-0.119587
36,-1.0037091,-1.1528628,"('hostile', 'amicable')",-1.0037091,-1.1528628,-0.1491537
37,0.83972067,0.84981936,"('fake', 'genuine')",0.8397207,0.8498194,0.0100987
38,-0.0050185956,0.1044989,"('untruthful', 'truthful')",-0.0050186,0.1044989,0.1095175
39,0.014966769,0.013713255,"('exploitative', 'cooperative')",0.0149668,0.0137133,-0.0012535
40,-1.5738637,-1.6736465,"('stingy', 'generous')",-1.5738637,-1.6736465,-0.0997828
41,0.29190862,0.21094367,"('unforgiving', 'forgiving')",0.2919086,0.2109437,-0.0809649
42,-2.054244,-2.0652993,"('unreliable', 'reliable')",-2.054244,-2.0652993,-0.0110553
43,1.7459006,1.8040473,"('irresponsible', 'responsible')",1.7459006,1.8040473,0.0581467
44,-1.0392369,-1.1131227,"('prejudiced', 'unprejudiced')",-1.0392369,-1.1131227,-0.0738858
45,0.38400966,0.37443614,"('incompetent', 'competent')",0.3840097,0.3744361,-0.0095736
46,-0.34523487,-0.35380214,"('uncompetitive', 'competitive')",-0.3452349,-0.3538021,-0.0085672
47,5.4732556,5.7118106,"('stupid', 'smart')",5.4732556,5.7118106,0.238555
48,1.2474779,1.2508754,"('unintelligent', 'intelligent')",1.2474779,1.2508754,0.0033975
49,-0.21186107,-0.05233302,"('unable', 'able')",-0.2118611,-0.052333,0.1595281
50,-0.564824,-0.53013515,"('clumsy', 'skillful')",-0.564824,-0.5301352,0.0346888
51,0.34835425,0.37770838,"('uneducated', 'educated')",0.3483543,0.3777084,0.0293541
52,-0.68746716,-0.7597395,"('irrational', 'rational')",-0.6874672,-0.7597395,-0.0722723
53,0.115021355,0.11029864,"('uncreative', 'creative')",0.1150214,0.1102986,-0.0047228
54,1.1110713,1.2383044,"('incapable', 'capable')",1.1110713,1.2383044,0.1272331
55,1.0096114,1.0470977,"('incompetent', 'clever')",1.0096114,1.0470977,0.0374863
56,0.6856524,0.815966,"('impractical', 'practical')",0.6856524,0.815966,0.1303136
57,-2.6882308,-2.734797,"('unimaginative', 'imaginative')",-2.6882308,-2.734797,-0.0465662
58,0.041453585,0.0015375204,"('undiscriminating', 'discriminating')",0.0414536,0.0015375,-0.0399161
59,-0.26966435,-0.20121028,"('foolish', 'wise')",-0.2696643,-0.2012103,0.068454
60,0.88491756,1.0519557,"('inefficient', 'efficient')",0.8849176,1.0519557,0.1670381
61,0.702962,0.5907436,"('illogical', 'logical')",0.702962,0.5907436,-0.1122184
62,1.2792068,1.4077837,"('incompetent', 'brilliant')",1.2792068,1.4077837,0.1285769
63,0.6712684,0.77186704,"('unperceptive', 'insightful')",0.6712684,0.771867,0.1005986
64,-6.0331225,-6.0485086,"('shy', 'confident')",-6.0331225,-6.0485086,-0.0153861
65,0.92213714,0.9136712,"('insecure', 'secure')",0.9221371,0.9136712,-0.0084659
66,-0.25426137,-0.36246246,"('inactive', 'active')",-0.2542614,-0.3624625,-0.1082011
67,-0.6670908,-0.5220036,"('doubtful', 'determined')",-0.6670908,-0.5220036,0.1450872
68,-0.58068514,-0.50410044,"('dependent', 'independent')",-0.5806851,-0.5041004,0.0765847
69,-1.7338802,-1.7097698,"('lazy', 'industrious')",-1.7338802,-1.7097698,0.0241104
70,1.3980863,1.3891093,"('lethargic', 'energetic')",1.3980863,1.3891093,-0.008977
71,0.1840006,0.30175743,"('diffident', 'self-confident')",0.1840006,0.3017574,0.1177568
72,0.80853355,0.9209817,"('unambitious', 'ambitious')",0.8085335,0.9209817,0.1124482
73,-3.3193238,-3.2948081,"('helpless', 'self-reliant')",-3.3193238,-3.2948081,0.0245157
74,-0.12009643,-0.14696586,"('undedicated', 'dedicated')",-0.1200964,-0.1469659,-0.0268695
75,-0.9976121,-0.98288685,"('meek', 'impulsive')",-0.9976121,-0.9828869,0.0147252
76,1.2195543,1.1889317,"('anxious', 'daring')",1.2195543,1.1889317,-0.0306226
77,-1.0377166,-0.92258596,"('unmotivated', 'motivated')",-1.0377166,-0.922586,0.1151306
78,-0.37534824,-0.37016925,"('nonresilient', 'resilient')",-0.3753482,-0.3701693,0.0051789
79,-0.5170987,-0.5363387,"('wavering', 'unwavering')",-0.5170987,-0.5363387,-0.01924
80,0.11840434,0.07786676,"('dominated', 'dominating')",0.1184043,0.0778668,-0.0405375
81,0.31905913,0.38310695,"('submissive', 'aggressive')",0.3190591,0.3831069,0.0640478
82,5.8621073,6.08797,"('poor', 'rich')",5.8621073,6.0879698,0.2258625
83,-0.67065,-0.6485901,"('powerless', 'powerful')",-0.67065,-0.6485901,0.0220599
84,0.31417698,0.28611082,"('inferior', 'superior')",0.314177,0.2861108,-0.0280662
85,-1.1821675,-1.2861606,"('insignificant', 'prestigious')",-1.1821675,-1.2861606,-0.1039931
86,0.3408855,0.35913566,"('uninfluential', 'influential')",0.3408855,0.3591357,0.0182502
87,-0.15833455,-0.01038342,"('unsuccessful', 'successful')",-0.1583346,-0.0103834,0.1479512
88,0.0040736864,0.05970157,"('low', 'eminent')",0.0040737,0.0597016,0.0556279
