,trustee_male,trustee_female,tuple,average_male,average_female,female-male
0,1.132803,0.90382195,"('unsociable', 'sociable')",1.132803,0.9038219,-0.2289811
1,1.1462129,1.0954938,"('unfriendly', 'friendly')",1.1462129,1.0954938,-0.0507191
2,0.5444551,0.5965382,"('unlikable', 'likable')",0.5444551,0.5965382,0.0520831
3,0.48412168,0.630573,"('repellent', 'pleasant')",0.4841217,0.630573,0.1464513
4,-6.3088026,-6.5012536,"('disliked', 'liked')",-6.3088026,-6.5012536,-0.192451
5,-1.58547,-1.4203963,"('distant', 'outgoing')",-1.58547,-1.4203963,0.1650737
6,-1.2899942,-1.0947927,"('distant', 'open')",-1.2899942,-1.0947927,0.1952015
7,1.7449487,1.7725527,"('insensitive', 'sensitive')",1.7449487,1.7725527,0.027604
8,0.90186006,0.91873556,"('unaffectionate', 'affectionate')",0.9018601,0.9187356,0.0168755
9,1.8025619,1.8733963,"('unaffectionate', 'caring')",1.8025619,1.8733963,0.0708344
10,1.6170558,1.6406403,"('unsympathetic', 'sympathetic')",1.6170558,1.6406403,0.0235845
11,2.922084,2.8788912,"('unhelpful', 'helpful')",2.9220841,2.8788912,-0.0431929
12,-0.6182335,-0.5451372,"('unsupportive', 'supportive')",-0.6182335,-0.5451372,0.0730963
13,0.64252585,0.57606626,"('impolite', 'polite')",0.6425259,0.5760663,-0.0664596
14,1.1052902,0.9893347,"('antisocial', 'social')",1.1052902,0.9893347,-0.1159555
15,0.44782478,0.32170317,"('boring', 'funny')",0.4478248,0.3217032,-0.1261216
16,-0.5555063,-0.5991165,"('unpopular', 'popular')",-0.5555063,-0.5991165,-0.0436102
17,0.24284044,0.35712913,"('nasty', 'nice')",0.2428404,0.3571291,0.1142887
18,-0.97816014,-0.8453146,"('disagreeable', 'welcoming')",-0.9781601,-0.8453146,0.1328455
19,-0.57846916,-0.49629426,"('inhospitable', 'hospitable')",-0.5784692,-0.4962943,0.0821749
20,0.9987519,0.91409993,"('rough', 'thoughtful')",0.9987519,0.9140999,-0.084652
21,0.6884728,0.8163913,"('immoral', 'moral')",0.6884728,0.8163913,0.1279185
