,interject_male,interject_female,tuple,average_male,average_female,female-male
0,-0.12393938,-0.26562956,"('unsociable', 'sociable')",-0.1239394,-0.2656296,-0.1416902
1,0.21602184,-0.066585645,"('unfriendly', 'friendly')",0.2160218,-0.0665856,-0.2826074
2,0.5815557,0.5424558,"('unlikable', 'likable')",0.5815557,0.5424558,-0.0390999
3,-0.237821,-0.19591027,"('repellent', 'pleasant')",-0.237821,-0.1959103,0.0419107
4,-3.9160955,-4.1002164,"('disliked', 'liked')",-3.9160955,-4.1002164,-0.1841209
5,-0.5294467,-0.6161622,"('distant', 'outgoing')",-0.5294467,-0.6161622,-0.0867155
6,-0.2733608,-0.37348127,"('distant', 'open')",-0.2733608,-0.3734813,-0.1001205
7,0.2425187,0.27115548,"('insensitive', 'sensitive')",0.2425187,0.2711555,0.0286368
8,-0.12758532,-0.2973164,"('unaffectionate', 'affectionate')",-0.1275853,-0.2973164,-0.1697311
9,0.016988438,-0.061472908,"('unaffectionate', 'caring')",0.0169884,-0.0614729,-0.0784613
10,-0.4324972,-0.3724463,"('unsympathetic', 'sympathetic')",-0.4324972,-0.3724463,0.0600509
11,1.1595693,1.2564894,"('unhelpful', 'helpful')",1.1595693,1.2564894,0.0969201
12,-1.1771666,-1.1273105,"('unsupportive', 'supportive')",-1.1771666,-1.1273105,0.0498561
13,-0.47222078,-0.4351584,"('impolite', 'polite')",-0.4722208,-0.4351584,0.0370624
14,0.5137713,0.44901398,"('antisocial', 'social')",0.5137713,0.449014,-0.0647573
15,0.26731116,0.16413225,"('boring', 'funny')",0.2673112,0.1641323,-0.1031789
16,-0.36338657,-0.47230762,"('unpopular', 'popular')",-0.3633866,-0.4723076,-0.108921
17,-0.47659573,-0.49309167,"('nasty', 'nice')",-0.4765957,-0.4930917,-0.016496
18,-0.2600166,-0.28845185,"('disagreeable', 'welcoming')",-0.2600166,-0.2884519,-0.0284353
19,-1.380101,-1.4488078,"('inhospitable', 'hospitable')",-1.380101,-1.4488078,-0.0687068
20,0.50187004,0.49661693,"('rough', 'thoughtful')",0.50187,0.4966169,-0.0052531
21,-0.19404745,-0.07448131,"('immoral', 'moral')",-0.1940475,-0.0744813,0.1195662
22,-0.1723858,-0.16148631,"('untrustworthy', 'trustworthy')",-0.1723858,-0.1614863,0.0108995
23,3.1370943,3.162442,"('insincere', 'sincere')",3.1370943,3.162442,0.0253477
24,0.7040996,0.64660954,"('dishonest', 'honest')",0.7040996,0.6466095,-0.0574901
25,0.53115916,0.35289282,"('egoistic', 'altruistic')",0.5311592,0.3528928,-0.1782664
26,1.0005754,0.7683341,"('hardhearted', 'benevolent')",1.0005754,0.7683341,-0.2322413
27,0.21611772,0.08728577,"('hardhearted', 'softhearted')",0.2161177,0.0872858,-0.1288319
28,0.39169747,0.32035607,"('disloyal', 'loyal')",0.3916975,0.3203561,-0.0713414
29,-0.3913061,-0.41766882,"('unfair', 'fair')",-0.3913061,-0.4176688,-0.0263627
30,0.88672775,0.84977067,"('intolerant', 'tolerant')",0.8867278,0.8497707,-0.0369571
31,-0.97815466,-1.0949932,"('evil', 'good')",-0.9781547,-1.0949932,-0.1168385
32,0.477149,0.349108,"('unkind', 'kind')",0.477149,0.349108,-0.128041
33,-0.12743002,-0.25125352,"('wrong', 'right')",-0.12743,-0.2512535,-0.1238235
34,2.6225822,2.7989047,"('mean', 'honorable')",2.6225822,2.7989047,0.1763225
35,-0.32302374,-0.51465696,"('corrupt', 'incorrupt')",-0.3230237,-0.514657,-0.1916333
36,-0.3059004,-0.56071466,"('hostile', 'amicable')",-0.3059004,-0.5607147,-0.2548143
37,0.5619664,0.4834348,"('fake', 'genuine')",0.5619664,0.4834348,-0.0785316
38,-0.13931844,-0.14962082,"('untruthful', 'truthful')",-0.1393184,-0.1496208,-0.0103024
39,0.8512245,0.91140276,"('exploitative', 'cooperative')",0.8512245,0.9114028,0.0601783
40,-0.97363144,-1.1651008,"('stingy', 'generous')",-0.9736314,-1.1651008,-0.1914694
41,0.4310489,0.4076347,"('unforgiving', 'forgiving')",0.4310489,0.4076347,-0.0234142
42,-1.199836,-1.1479046,"('unreliable', 'reliable')",-1.199836,-1.1479046,0.0519314
43,0.2770872,0.33090842,"('irresponsible', 'responsible')",0.2770872,0.3309084,0.0538212
44,0.27720606,0.25682843,"('prejudiced', 'unprejudiced')",0.2772061,0.2568284,-0.0203777
45,0.109095186,0.06935159,"('incompetent', 'competent')",0.1090952,0.0693516,-0.0397436
46,-0.5178653,-0.43585795,"('uncompetitive', 'competitive')",-0.5178653,-0.435858,0.0820073
47,2.8658998,2.9417229,"('stupid', 'smart')",2.8658998,2.9417229,0.0758231
48,0.52866197,0.63255143,"('unintelligent', 'intelligent')",0.528662,0.6325514,0.1038894
49,-0.23643942,0.014680812,"('unable', 'able')",-0.2364394,0.0146808,0.2511202
50,-0.23726296,-0.2662367,"('clumsy', 'skillful')",-0.237263,-0.2662367,-0.0289737
51,-0.58983606,-0.5843771,"('uneducated', 'educated')",-0.5898361,-0.5843771,0.005459
52,-0.003882954,-0.250409,"('irrational', 'rational')",-0.003883,-0.250409,-0.246526
53,-0.6220999,-0.7176285,"('uncreative', 'creative')",-0.6220999,-0.7176285,-0.0955286
54,-0.19387583,-0.21462879,"('incapable', 'capable')",-0.1938758,-0.2146288,-0.020753
