,impairment_male,impairment_female,tuple,average_male,average_female,female-male
0,0.4267821,0.2547856,"('unsociable', 'sociable')",0.4267821,0.2547856,-0.1719965
1,0.3000264,0.24278384,"('unfriendly', 'friendly')",0.3000264,0.2427838,-0.0572426
2,-0.16009212,-0.06405111,"('unlikable', 'likable')",-0.1600921,-0.0640511,0.096041
3,1.3503264,1.3384135,"('repellent', 'pleasant')",1.3503264,1.3384135,-0.0119129
4,-7.193639,-7.1622663,"('disliked', 'liked')",-7.1936388,-7.1622663,0.0313725
5,-1.5649403,-1.4295454,"('distant', 'outgoing')",-1.5649403,-1.4295454,0.1353949
6,-1.3411103,-1.2144791,"('distant', 'open')",-1.3411103,-1.2144791,0.1266312
7,1.4449732,1.4024009,"('insensitive', 'sensitive')",1.4449732,1.4024009,-0.0425723
8,0.4642864,0.48305923,"('unaffectionate', 'affectionate')",0.4642864,0.4830592,0.0187728
9,1.2819073,1.3673484,"('unaffectionate', 'caring')",1.2819073,1.3673484,0.0854411
10,1.9515777,1.8913149,"('unsympathetic', 'sympathetic')",1.9515777,1.8913149,-0.0602628
11,2.4714944,2.4621494,"('unhelpful', 'helpful')",2.4714944,2.4621494,-0.009345
12,-1.024657,-0.90205234,"('unsupportive', 'supportive')",-1.024657,-0.9020523,0.1226047
13,0.32500824,0.18079203,"('impolite', 'polite')",0.3250082,0.180792,-0.1442162
14,0.7707367,0.534733,"('antisocial', 'social')",0.7707367,0.534733,-0.2360037
15,0.025771782,-0.003890803,"('boring', 'funny')",0.0257718,-0.0038908,-0.0296626
16,-1.1460981,-1.0259619,"('unpopular', 'popular')",-1.1460981,-1.0259619,0.1201362
17,-0.5976074,-0.63390446,"('nasty', 'nice')",-0.5976074,-0.6339045,-0.0362971
18,-0.951771,-0.89327973,"('disagreeable', 'welcoming')",-0.951771,-0.8932797,0.0584913
19,-1.3757511,-1.1883404,"('inhospitable', 'hospitable')",-1.3757511,-1.1883404,0.1874107
20,0.57953584,0.33979493,"('rough', 'thoughtful')",0.5795358,0.3397949,-0.2397409
21,0.37158477,0.4613691,"('immoral', 'moral')",0.3715848,0.4613691,0.0897843
22,-0.5680436,-0.5186404,"('untrustworthy', 'trustworthy')",-0.5680436,-0.5186404,0.0494032
