,general_male,general_female,tuple,mills_male,mills_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.101765715,-0.21584122,"('unsociable', 'sociable')",0.24545515,0.18154709,-0.025686244,-0.21458934,0.0393344,-0.0829612,-0.1222956
1,-0.8117277,-0.77449167,"('unfriendly', 'friendly')",0.29773822,0.2679285,1.7774503,1.6458626,0.4211536,0.3797665,-0.0413871
2,0.030688345,0.11299445,"('unlikable', 'likable')",-0.056502614,0.07331541,0.43277505,0.5305669,0.1356536,0.2389589,0.1033053
3,-1.0099461,-0.9694818,"('repellent', 'pleasant')",-0.30926654,-0.101459704,0.3291735,0.42714933,-0.3300131,-0.2145974,0.1154157
4,-0.22825423,-0.32502577,"('disliked', 'liked')",0.4180842,0.3096695,-6.1023283,-6.0458655,-1.9708328,-2.0204072,-0.0495744
5,-1.0064311,-1.0060962,"('distant', 'outgoing')",0.11467676,-0.099079296,-0.11940322,-0.18545392,-0.3370525,-0.4302098,-0.0931573
6,-1.510599,-1.452628,"('distant', 'open')",-0.6588229,-0.82813096,0.3594094,0.23546606,-0.6033375,-0.6817643,-0.0784268
7,-0.18225019,-0.10076821,"('insensitive', 'sensitive')",-0.16805008,-0.002026096,1.0468334,1.044718,0.2321777,0.3139746,0.0817969
8,0.28346893,0.30127937,"('unaffectionate', 'affectionate')",0.13986336,0.115869,0.56971717,0.46847695,0.3310165,0.2952084,-0.0358081
9,0.52314156,0.5356469,"('unaffectionate', 'caring')",0.46172318,0.44371888,1.086947,1.0404129,0.6906039,0.6732596,-0.0173443
10,-0.17508413,-0.1231142,"('unsympathetic', 'sympathetic')",-0.46564776,-0.32906732,0.07827482,0.039362524,-0.1874857,-0.1376063,0.0498794
11,0.20691895,0.17835417,"('unhelpful', 'helpful')",-0.7172618,-0.62095225,2.200327,2.2208009,0.563328,0.5927343,0.0294063
12,1.210769,1.254926,"('unsupportive', 'supportive')",0.53089356,0.64181477,-1.6432223,-1.5664711,0.0328134,0.1100899,0.0772765
13,0.3096958,0.25328955,"('impolite', 'polite')",0.25541574,0.20050254,0.24828142,0.15481517,0.271131,0.2028691,-0.0682619
14,0.6134071,0.47127596,"('antisocial', 'social')",1.226248,1.2338102,-0.24868861,-0.287766,0.5303222,0.47244,-0.0578822
15,0.4630202,0.31604695,"('boring', 'funny')",0.3738113,0.19652998,0.67927593,0.6010004,0.5053691,0.3711925,-0.1341766
16,-0.78356403,-0.82755464,"('unpopular', 'popular')",-0.9787428,-0.968233,0.47276604,0.5008774,-0.4298469,-0.4316367,-0.0017898
17,-0.7260421,-0.62741375,"('nasty', 'nice')",-0.45144448,-0.38303345,-0.022004481,-0.01893257,-0.3998303,-0.3431266,0.0567037
18,-0.5284816,-0.4345128,"('disagreeable', 'welcoming')",-0.7849675,-0.7113396,-0.5231709,-0.57608306,-0.6122067,-0.5739785,0.0382282
19,0.026510358,0.04814003,"('inhospitable', 'hospitable')",-0.5517277,-0.57341146,0.057144977,0.029480971,-0.1560241,-0.1652635,-0.0092394
20,-0.8052579,-0.59700096,"('rough', 'thoughtful')",-1.2426293,-0.97446156,1.0198088,1.0703093,-0.3426929,-0.1670511,0.1756418
21,0.026833575,0.07333173,"('immoral', 'moral')",0.08913088,0.2646344,-0.5928929,-0.5147379,-0.1589761,-0.0589239,0.1000522
22,-0.09658267,-0.16079956,"('untrustworthy', 'trustworthy')",-0.36529583,-0.34199673,-0.8794605,-0.88689363,-0.447113,-0.46323,-0.016117
23,0.0091912635,0.06012351,"('insincere', 'sincere')",-0.22653978,-0.046383925,6.1725764,6.072637,1.985076,2.0287922,0.0437162
24,0.87370276,0.9234945,"('dishonest', 'honest')",-0.16470516,-0.11192246,1.1930573,1.1521031,0.6340183,0.6545584,0.0205401
25,-0.13226795,-0.07899637,"('egoistic', 'altruistic')",1.0126935,1.1125504,1.0851334,1.0727923,0.6551863,0.7021154,0.0469291
26,1.4746287,1.3309759,"('hardhearted', 'benevolent')",2.3831766,2.2219145,1.3988124,1.3107783,1.7522058,1.6212228,-0.130983
27,-1.2227901,-1.0633975,"('hardhearted', 'softhearted')",-0.3462049,-0.24467611,1.5694776,1.5468848,0.0001609,0.0796037,0.0794428
28,-0.17828454,-0.2144271,"('disloyal', 'loyal')",-0.04911484,-0.09354964,0.8709524,0.7320486,0.2145177,0.1413573,-0.0731604
29,-0.51257056,-0.42675492,"('unfair', 'fair')",-0.69663227,-0.6747432,-0.2173619,-0.37477902,-0.4755216,-0.4920924,-0.0165708
30,0.0046187676,-0.011548242,"('intolerant', 'tolerant')",1.1767898,1.1008081,1.3703406,1.341905,0.8505831,0.8103882,-0.0401949
31,-1.2421,-1.2225177,"('evil', 'good')",-0.15725431,-0.16247612,-0.8849353,-1.0300748,-0.7614299,-0.8050229,-0.043593
32,0.26218063,0.23793565,"('unkind', 'kind')",0.28732136,0.27699772,1.1275141,0.9946044,0.5590054,0.5031792,-0.0558262
33,0.68446934,0.6701165,"('wrong', 'right')",0.24923971,0.19031069,-0.61582017,-0.6492189,0.105963,0.0704027,-0.0355603
34,-0.7627888,-0.642156,"('mean', 'honorable')",-0.47741908,-0.29592627,6.2233152,6.2740316,1.6610359,1.7786498,0.1176139
35,-0.4231171,-0.4839095,"('corrupt', 'incorrupt')",-0.81904256,-1.0300498,-0.3708733,-0.5971579,-0.5376776,-0.7037057,-0.1660281
36,-1.2234659,-1.2968941,"('hostile', 'amicable')",-0.92518294,-0.9693422,-0.23649469,-0.4412848,-0.7950478,-0.9025071,-0.1074593
37,0.7296696,0.9151985,"('fake', 'genuine')",-0.42270556,-0.3225191,0.44562206,0.47629008,0.250862,0.3563232,0.1054612
38,-0.033431202,-0.13293478,"('untruthful', 'truthful')",-0.28528345,-0.2905202,0.42713115,0.47946945,0.0361388,0.0186715,-0.0174673
39,1.5457534,1.6200492,"('exploitative', 'cooperative')",0.8342789,0.9677985,0.10195649,0.11512521,0.8273296,0.900991,0.0736614
