,lava_male,lava_female,tuple,average_male,average_female,female-male
0,-0.39813128,-0.4176062,"('unsociable', 'sociable')",-0.3981313,-0.4176062,-0.0194749
1,1.5445933,1.653758,"('unfriendly', 'friendly')",1.5445933,1.653758,0.1091647
2,0.24919282,0.24957186,"('unlikable', 'likable')",0.2491928,0.2495719,0.0003791
3,0.43278852,0.45812225,"('repellent', 'pleasant')",0.4327885,0.4581223,0.0253338
4,-7.5713596,-7.7037735,"('disliked', 'liked')",-7.5713596,-7.7037735,-0.1324139
5,0.01736416,0.002915062,"('distant', 'outgoing')",0.0173642,0.0029151,-0.0144491
6,0.46600372,0.43750566,"('distant', 'open')",0.4660037,0.4375057,-0.028498
7,0.5321355,0.6466457,"('insensitive', 'sensitive')",0.5321355,0.6466457,0.1145102
8,1.5304745,1.5087615,"('unaffectionate', 'affectionate')",1.5304745,1.5087615,-0.021713
9,1.658201,1.7302995,"('unaffectionate', 'caring')",1.658201,1.7302995,0.0720985
10,0.1985702,0.20013608,"('unsympathetic', 'sympathetic')",0.1985702,0.2001361,0.0015659
11,0.91301763,1.0660673,"('unhelpful', 'helpful')",0.9130176,1.0660673,0.1530497
12,-1.9616708,-1.9266468,"('unsupportive', 'supportive')",-1.9616708,-1.9266468,0.035024
13,-0.75148773,-0.7471207,"('impolite', 'polite')",-0.7514877,-0.7471207,0.004367
14,0.0653231,0.0487618,"('antisocial', 'social')",0.0653231,0.0487618,-0.0165613
15,-0.022508642,-0.057810694,"('boring', 'funny')",-0.0225086,-0.0578107,-0.0353021
16,0.19922392,0.22645177,"('unpopular', 'popular')",0.1992239,0.2264518,0.0272279
17,-0.15884528,-0.11111556,"('nasty', 'nice')",-0.1588453,-0.1111156,0.0477297
18,-0.14923584,-0.19759983,"('disagreeable', 'welcoming')",-0.1492358,-0.1975998,-0.048364
19,-0.5784968,-0.55217385,"('inhospitable', 'hospitable')",-0.5784968,-0.5521739,0.0263229
20,0.5486407,0.47393584,"('rough', 'thoughtful')",0.5486407,0.4739358,-0.0747049
21,-0.95816284,-0.8479619,"('immoral', 'moral')",-0.9581628,-0.8479619,0.1102009
22,-0.80456716,-0.82526153,"('untrustworthy', 'trustworthy')",-0.8045672,-0.8252615,-0.0206943
23,6.2911186,6.449314,"('insincere', 'sincere')",6.2911186,6.4493141,0.1581955
24,1.3253139,1.2385342,"('dishonest', 'honest')",1.3253139,1.2385342,-0.0867797
