,infrastructure_male,infrastructure_female,tuple,average_male,average_female,female-male
0,-0.09069278,-0.22366843,"('unsociable', 'sociable')",-0.0906928,-0.2236684,-0.1329756
1,0.80890554,0.63843274,"('unfriendly', 'friendly')",0.8089055,0.6384327,-0.1704728
2,0.3951058,0.53585786,"('unlikable', 'likable')",0.3951058,0.5358579,0.1407521
3,0.16448376,0.40325812,"('repellent', 'pleasant')",0.1644838,0.4032581,0.2387743
4,-6.232866,-6.6627398,"('disliked', 'liked')",-6.2328658,-6.6627398,-0.429874
5,-0.67499304,-0.5820111,"('distant', 'outgoing')",-0.674993,-0.5820111,0.0929819
6,-0.4593202,-0.3660245,"('distant', 'open')",-0.4593202,-0.3660245,0.0932957
7,0.54593134,0.6409608,"('insensitive', 'sensitive')",0.5459313,0.6409608,0.0950295
8,0.45048708,0.42460033,"('unaffectionate', 'affectionate')",0.4504871,0.4246003,-0.0258868
9,1.0624677,1.1460568,"('unaffectionate', 'caring')",1.0624677,1.1460568,0.0835891
10,0.2230263,0.40414986,"('unsympathetic', 'sympathetic')",0.2230263,0.4041499,0.1811236
11,2.9163363,2.8974352,"('unhelpful', 'helpful')",2.9163363,2.8974352,-0.0189011
12,-1.1591313,-1.2136276,"('unsupportive', 'supportive')",-1.1591313,-1.2136276,-0.0544963
13,-0.36179733,-0.32279998,"('impolite', 'polite')",-0.3617973,-0.3228,0.0389973
14,0.20696248,0.32798004,"('antisocial', 'social')",0.2069625,0.32798,0.1210175
15,0.45741183,0.23050356,"('boring', 'funny')",0.4574118,0.2305036,-0.2269082
16,0.6369238,0.42629033,"('unpopular', 'popular')",0.6369238,0.4262903,-0.2106335
17,-0.14198864,-0.09125665,"('nasty', 'nice')",-0.1419886,-0.0912566,0.050732
18,-1.1723689,-1.1430101,"('disagreeable', 'welcoming')",-1.1723689,-1.1430101,0.0293588
19,-0.40453863,-0.47416872,"('inhospitable', 'hospitable')",-0.4045386,-0.4741687,-0.0696301
20,0.39640588,0.344156,"('rough', 'thoughtful')",0.3964059,0.344156,-0.0522499
