,comb_male,comb_female,tuple,average_male,average_female,female-male
0,-0.05353932,-0.10309224,"('unsociable', 'sociable')",-0.0535393,-0.1030922,-0.0495529
1,1.2181875,1.1082877,"('unfriendly', 'friendly')",1.2181875,1.1082877,-0.1098998
2,0.29334405,0.4293459,"('unlikable', 'likable')",0.2933441,0.4293459,0.1360018
3,0.5365164,0.6213635,"('repellent', 'pleasant')",0.5365164,0.6213635,0.0848471
4,-7.311803,-7.439522,"('disliked', 'liked')",-7.3118029,-7.4395218,-0.1277189
5,-0.42633754,-0.46709594,"('distant', 'outgoing')",-0.4263375,-0.4670959,-0.0407584
6,0.03535252,-0.09558929,"('distant', 'open')",0.0353525,-0.0955893,-0.1309418
7,1.1806195,1.1948777,"('insensitive', 'sensitive')",1.1806195,1.1948777,0.0142582
8,1.2429811,1.0743413,"('unaffectionate', 'affectionate')",1.2429811,1.0743413,-0.1686398
9,1.5977068,1.585813,"('unaffectionate', 'caring')",1.5977068,1.585813,-0.0118938
10,1.1413049,1.1725317,"('unsympathetic', 'sympathetic')",1.1413049,1.1725317,0.0312268
11,1.5897499,1.7154206,"('unhelpful', 'helpful')",1.5897499,1.7154206,0.1256707
12,-1.6740712,-1.6595651,"('unsupportive', 'supportive')",-1.6740712,-1.6595651,0.0145061
13,-0.08355582,-0.039816976,"('impolite', 'polite')",-0.0835558,-0.039817,0.0437388
14,0.035413247,0.027550347,"('antisocial', 'social')",0.0354132,0.0275503,-0.0078629
15,0.49231014,0.39617556,"('boring', 'funny')",0.4923101,0.3961756,-0.0961345
16,-0.2274835,-0.23625778,"('unpopular', 'popular')",-0.2274835,-0.2362578,-0.0087743
17,-0.28098857,-0.27408993,"('nasty', 'nice')",-0.2809886,-0.2740899,0.0068987
18,-0.52527374,-0.55418086,"('disagreeable', 'welcoming')",-0.5252737,-0.5541809,-0.0289072
19,-0.5779223,-0.58728415,"('inhospitable', 'hospitable')",-0.5779223,-0.5872841,-0.0093618
20,0.99358463,0.94972956,"('rough', 'thoughtful')",0.9935846,0.9497296,-0.043855
21,-0.3926684,-0.16067405,"('immoral', 'moral')",-0.3926684,-0.1606741,0.2319943
22,-0.6022768,-0.5641414,"('untrustworthy', 'trustworthy')",-0.6022768,-0.5641414,0.0381354
23,5.8435817,5.9623985,"('insincere', 'sincere')",5.8435817,5.9623985,0.1188168
24,1.3903962,1.3351265,"('dishonest', 'honest')",1.3903962,1.3351265,-0.0552697
25,0.31766796,0.25964087,"('egoistic', 'altruistic')",0.317668,0.2596409,-0.0580271
26,0.82811403,0.610187,"('hardhearted', 'benevolent')",0.828114,0.610187,-0.217927
27,1.6304079,1.352537,"('hardhearted', 'softhearted')",1.6304079,1.352537,-0.2778709
28,0.9574968,0.8634421,"('disloyal', 'loyal')",0.9574968,0.8634421,-0.0940547
29,-0.4251549,-0.52437437,"('unfair', 'fair')",-0.4251549,-0.5243744,-0.0992195
30,1.08304,1.1012671,"('intolerant', 'tolerant')",1.08304,1.1012671,0.0182271
31,-1.1620625,-1.3110904,"('evil', 'good')",-1.1620625,-1.3110904,-0.1490279
