,cruise_male,cruise_female,tuple,average_male,average_female,female-male
0,0.09768909,0.0747039,"('unsociable', 'sociable')",0.0976891,0.0747039,-0.0229852
1,2.0059547,2.040313,"('unfriendly', 'friendly')",2.0059547,2.040313,0.0343583
2,0.8811729,1.027179,"('unlikable', 'likable')",0.8811729,1.027179,0.1460061
3,0.2156411,0.09246522,"('repellent', 'pleasant')",0.2156411,0.0924652,-0.1231759
4,-6.6592135,-6.772929,"('disliked', 'liked')",-6.6592135,-6.7729292,-0.1137157
5,0.4188151,0.44079962,"('distant', 'outgoing')",0.4188151,0.4407996,0.0219845
6,0.67876124,0.7430857,"('distant', 'open')",0.6787612,0.7430857,0.0643245
7,0.4117706,0.56481034,"('insensitive', 'sensitive')",0.4117706,0.5648103,0.1530397
8,1.8209742,1.848406,"('unaffectionate', 'affectionate')",1.8209742,1.848406,0.0274318
9,2.285171,2.3993065,"('unaffectionate', 'caring')",2.285171,2.3993065,0.1141355
10,0.5066544,0.5124779,"('unsympathetic', 'sympathetic')",0.5066544,0.5124779,0.0058235
11,1.5995963,1.6460273,"('unhelpful', 'helpful')",1.5995963,1.6460273,0.046431
12,-1.3837538,-1.343931,"('unsupportive', 'supportive')",-1.3837538,-1.343931,0.0398228
13,0.09076587,0.053801477,"('impolite', 'polite')",0.0907659,0.0538015,-0.0369644
14,-0.45923606,-0.46538252,"('antisocial', 'social')",-0.4592361,-0.4653825,-0.0061464
15,0.79827964,0.74841833,"('boring', 'funny')",0.7982796,0.7484183,-0.0498613
16,0.21475372,0.26454937,"('unpopular', 'popular')",0.2147537,0.2645494,0.0497957
17,0.019577995,-0.03065148,"('nasty', 'nice')",0.019578,-0.0306515,-0.0502295
18,-0.23853195,-0.28388506,"('disagreeable', 'welcoming')",-0.2385319,-0.2838851,-0.0453532
19,-0.27526674,-0.14011683,"('inhospitable', 'hospitable')",-0.2752667,-0.1401168,0.1351499
20,0.38889912,0.2593305,"('rough', 'thoughtful')",0.3888991,0.2593305,-0.1295686
