,xylem_male,xylem_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.0196625,-1.4083068,"('unsociable', 'sociable')",-0.34364974,-0.5806197,-0.6816561,-0.9944633,-0.3128072
1,-1.1304228,-1.0547565,"('unfriendly', 'friendly')",1.759949,1.6364183,0.3147631,0.2908309,-0.0239322
2,-0.25575972,-0.21425383,"('unlikable', 'likable')",0.5175057,0.5967636,0.130873,0.1912549,0.0603819
3,-0.48977926,-0.3330716,"('repellent', 'pleasant')",-0.18980744,-0.09188373,-0.3397934,-0.2124777,0.1273157
4,0.08074403,0.29490468,"('disliked', 'liked')",-6.0677466,-5.9871135,-2.9935012,-2.8461044,0.1473968
5,-1.5576609,-1.2826115,"('distant', 'outgoing')",0.07254386,0.15025033,-0.7425585,-0.5661806,0.1763779
6,-1.8790644,-1.5533724,"('distant', 'open')",0.30752337,0.36289048,-0.7857705,-0.595241,0.1905295
7,-0.5658353,-0.44366428,"('insensitive', 'sensitive')",0.44918126,0.5606535,-0.058327,0.0584946,0.1168216
8,-0.944204,-0.62489575,"('unaffectionate', 'affectionate')",0.74536127,0.7283762,-0.0994214,0.0517402,0.1511616
9,-1.4206883,-1.1917399,"('unaffectionate', 'caring')",1.1384383,1.1627736,-0.141125,-0.0144832,0.1266418
10,-1.7673646,-1.8567681,"('unsympathetic', 'sympathetic')",-0.55941856,-0.6329915,-1.1633916,-1.2448798,-0.0814882
11,-0.7887786,-0.94316727,"('unhelpful', 'helpful')",1.7668922,1.7637601,0.4890568,0.4102964,-0.0787604
12,-0.8358873,-0.69108903,"('unsupportive', 'supportive')",-1.6709194,-1.6330001,-1.2534034,-1.1620445,0.0913589
13,-1.3032418,-1.6665583,"('impolite', 'polite')",-0.32821178,-0.39984435,-0.8157268,-1.0332013,-0.2174745
14,-0.23733063,-0.41646892,"('antisocial', 'social')",-0.560855,-0.6357554,-0.3990928,-0.5261122,-0.1270194
15,-0.19074641,-0.30557233,"('boring', 'funny')",0.59602565,0.5968526,0.2026396,0.1456401,-0.0569995
16,-0.117191434,0.007403627,"('unpopular', 'popular')",0.74348927,0.7426378,0.3131489,0.3750207,0.0618718
17,-0.1946401,-0.18025163,"('nasty', 'nice')",-0.34745184,-0.2516876,-0.271046,-0.2159696,0.0550764
18,-0.16984329,-0.07521939,"('disagreeable', 'welcoming')",-0.39353856,-0.43630955,-0.2816909,-0.2557645,0.0259264
19,-1.5978173,-1.4229836,"('inhospitable', 'hospitable')",0.041466437,0.095853135,-0.7781754,-0.6635653,0.1146101
20,0.24726117,0.1876103,"('rough', 'thoughtful')",1.0468135,0.94903755,0.6470373,0.5683239,-0.0787134
21,-0.16585527,-0.55852723,"('immoral', 'moral')",-0.53777707,-0.5914725,-0.3518162,-0.5749999,-0.2231837
22,-0.4830317,-0.59716,"('untrustworthy', 'trustworthy')",-1.1090375,-1.0841678,-0.7960346,-0.8406639,-0.0446293
23,-1.077381,-1.327357,"('insincere', 'sincere')",5.705047,5.7121105,2.313833,2.1923766,-0.1214564
24,-1.3454759,-1.4216375,"('dishonest', 'honest')",0.6734141,0.67347395,-0.3360309,-0.3740818,-0.0380509
25,-0.5583872,-0.26395556,"('egoistic', 'altruistic')",1.1147804,1.0618535,0.2781966,0.398949,0.1207524
26,-0.07773069,-0.1517511,"('hardhearted', 'benevolent')",1.4270107,1.2729015,0.67464,0.5605752,-0.1140648
27,-0.07988754,0.13434498,"('hardhearted', 'softhearted')",1.4139608,1.3327645,0.6670367,0.7335547,0.066518
28,-0.6199896,-0.56997764,"('disloyal', 'loyal')",0.9135587,0.9340028,0.1467846,0.1820126,0.035228
