,female_male,female_female,tuple,average_male,average_female,female-male
0,0.5404803,-0.005193554,"('unsociable', 'sociable')",0.5404803,-0.0051936,-0.5456739
1,1.5850892,1.7864037,"('unfriendly', 'friendly')",1.5850892,1.7864037,0.2013145
2,0.6928427,0.6940821,"('unlikable', 'likable')",0.6928427,0.6940821,0.0012394
3,1.1163766,1.0108085,"('repellent', 'pleasant')",1.1163766,1.0108085,-0.1055681
4,-7.1349564,-7.357466,"('disliked', 'liked')",-7.1349564,-7.3574662,-0.2225098
5,-0.2920379,-0.029353734,"('distant', 'outgoing')",-0.2920379,-0.0293537,0.2626842
6,-0.18988742,0.055031564,"('distant', 'open')",-0.1898874,0.0550316,0.244919
7,1.9254416,1.6116912,"('insensitive', 'sensitive')",1.9254416,1.6116912,-0.3137504
8,1.0027887,1.1910111,"('unaffectionate', 'affectionate')",1.0027887,1.1910111,0.1882224
9,1.4412192,1.7279046,"('unaffectionate', 'caring')",1.4412192,1.7279046,0.2866854
10,1.8776622,1.4278297,"('unsympathetic', 'sympathetic')",1.8776622,1.4278297,-0.4498325
11,2.2892635,2.1494694,"('unhelpful', 'helpful')",2.2892635,2.1494694,-0.1397941
12,-0.7424771,-1.1386106,"('unsupportive', 'supportive')",-0.7424771,-1.1386106,-0.3961335
13,0.5080045,0.036356848,"('impolite', 'polite')",0.5080045,0.0363568,-0.4716477
14,0.41619125,-0.23374432,"('antisocial', 'social')",0.4161913,-0.2337443,-0.6499356
15,0.22390349,0.3473019,"('boring', 'funny')",0.2239035,0.3473019,0.1233984
16,-0.6833812,-0.4628521,"('unpopular', 'popular')",-0.6833812,-0.4628521,0.2205291
17,-0.16028155,-0.06259887,"('nasty', 'nice')",-0.1602816,-0.0625989,0.0976827
18,-0.20917475,-0.3013058,"('disagreeable', 'welcoming')",-0.2091748,-0.3013058,-0.092131
19,-0.25033563,-0.005140857,"('inhospitable', 'hospitable')",-0.2503356,-0.0051409,0.2451947
20,0.92209893,0.84585416,"('rough', 'thoughtful')",0.9220989,0.8458542,-0.0762447
21,0.7034031,0.42105734,"('immoral', 'moral')",0.7034031,0.4210573,-0.2823458
22,0.38563573,0.10128802,"('untrustworthy', 'trustworthy')",0.3856357,0.101288,-0.2843477
23,7.060675,7.089368,"('insincere', 'sincere')",7.0606751,7.0893679,0.0286928
24,2.4690268,2.3504627,"('dishonest', 'honest')",2.4690268,2.3504627,-0.1185641
25,0.34675708,0.4662807,"('egoistic', 'altruistic')",0.3467571,0.4662807,0.1195236
26,-0.0033985525,0.06774856,"('hardhearted', 'benevolent')",-0.0033986,0.0677486,0.0711472
27,1.556563,1.8186361,"('hardhearted', 'softhearted')",1.556563,1.8186361,0.2620731
28,1.4425218,1.362188,"('disloyal', 'loyal')",1.4425218,1.362188,-0.0803338
29,-0.12284024,-0.17974047,"('unfair', 'fair')",-0.1228402,-0.1797405,-0.0569003
30,1.3432177,1.0911276,"('intolerant', 'tolerant')",1.3432177,1.0911276,-0.2520901
31,-1.7266018,-1.3931651,"('evil', 'good')",-1.7266018,-1.3931651,0.3334367
32,1.644801,1.4847982,"('unkind', 'kind')",1.644801,1.4847982,-0.1600028
33,-0.736227,-0.517686,"('wrong', 'right')",-0.736227,-0.517686,0.218541
34,4.6654267,5.064388,"('mean', 'honorable')",4.6654267,5.0643878,0.3989611
35,-1.3348264,-1.067607,"('corrupt', 'incorrupt')",-1.3348264,-1.067607,0.2672194
36,-1.4248039,-0.95999897,"('hostile', 'amicable')",-1.4248039,-0.959999,0.4648049
37,1.1017009,1.0006447,"('fake', 'genuine')",1.1017009,1.0006447,-0.1010562
38,0.3649095,0.23638143,"('untruthful', 'truthful')",0.3649095,0.2363814,-0.1285281
39,0.09071331,-0.042709235,"('exploitative', 'cooperative')",0.0907133,-0.0427092,-0.1334225
40,-0.9169087,-1.2474526,"('stingy', 'generous')",-0.9169087,-1.2474526,-0.3305439
