,corporal_male,corporal_female,tuple,average_male,average_female,female-male
0,-0.13533853,-0.030451689,"('unsociable', 'sociable')",-0.1353385,-0.0304517,0.1048868
1,1.6167599,1.5558078,"('unfriendly', 'friendly')",1.6167599,1.5558078,-0.0609521
2,0.5990213,0.7234847,"('unlikable', 'likable')",0.5990213,0.7234847,0.1244634
3,0.44207597,0.8317553,"('repellent', 'pleasant')",0.442076,0.8317553,0.3896793
4,-7.2795277,-7.282845,"('disliked', 'liked')",-7.2795277,-7.282845,-0.0033173
5,0.2786622,0.19121206,"('distant', 'outgoing')",0.2786622,0.1912121,-0.0874501
6,0.6429536,0.5536785,"('distant', 'open')",0.6429536,0.5536785,-0.0892751
7,1.0305326,1.3386623,"('insensitive', 'sensitive')",1.0305326,1.3386623,0.3081297
8,1.5729369,1.3802725,"('unaffectionate', 'affectionate')",1.5729369,1.3802725,-0.1926644
9,2.0037715,1.917157,"('unaffectionate', 'caring')",2.0037715,1.9171571,-0.0866144
10,0.8420742,1.2134061,"('unsympathetic', 'sympathetic')",0.8420742,1.2134061,0.3713319
11,1.936687,2.0409267,"('unhelpful', 'helpful')",1.936687,2.0409267,0.1042397
12,-1.2117755,-1.0330384,"('unsupportive', 'supportive')",-1.2117755,-1.0330384,0.1787371
13,-0.10091987,0.062410444,"('impolite', 'polite')",-0.1009199,0.0624104,0.1633303
14,-0.21360546,0.047892846,"('antisocial', 'social')",-0.2136055,0.0478928,0.2614983
15,0.620444,0.56418765,"('boring', 'funny')",0.620444,0.5641876,-0.0562564
16,-0.590469,-0.5761558,"('unpopular', 'popular')",-0.590469,-0.5761558,0.0143132
17,-0.0053218715,-0.032609172,"('nasty', 'nice')",-0.0053219,-0.0326092,-0.0272873
18,-0.23460118,-0.17229983,"('disagreeable', 'welcoming')",-0.2346012,-0.1722998,0.0623014
19,0.04484485,-0.006940702,"('inhospitable', 'hospitable')",0.0448449,-0.0069407,-0.0517856
20,0.4471918,0.4968464,"('rough', 'thoughtful')",0.4471918,0.4968464,0.0496546
21,0.1811535,0.4906034,"('immoral', 'moral')",0.1811535,0.4906034,0.3094499
22,-0.16674112,-0.079213135,"('untrustworthy', 'trustworthy')",-0.1667411,-0.0792131,0.087528
23,6.7706275,6.885897,"('insincere', 'sincere')",6.7706275,6.8858972,0.1152697
24,2.1787772,2.2124226,"('dishonest', 'honest')",2.1787772,2.2124226,0.0336454
25,0.7042215,0.4271538,"('egoistic', 'altruistic')",0.7042215,0.4271538,-0.2770677
26,0.34841636,0.24163863,"('hardhearted', 'benevolent')",0.3484164,0.2416386,-0.1067778
27,1.6140589,1.4955835,"('hardhearted', 'softhearted')",1.6140589,1.4955835,-0.1184754
28,1.5349187,1.4991922,"('disloyal', 'loyal')",1.5349187,1.4991922,-0.0357265
29,-0.29064438,-0.3872781,"('unfair', 'fair')",-0.2906444,-0.3872781,-0.0966337
30,0.71857786,0.91457516,"('intolerant', 'tolerant')",0.7185779,0.9145752,0.1959973
31,-0.7774815,-1.0177732,"('evil', 'good')",-0.7774815,-1.0177732,-0.2402917
32,1.4084494,1.3385462,"('unkind', 'kind')",1.4084494,1.3385462,-0.0699032
33,-0.031219762,-0.15692833,"('wrong', 'right')",-0.0312198,-0.1569283,-0.1257085
34,4.7755156,4.881787,"('mean', 'honorable')",4.7755156,4.8817868,0.1062712
35,0.019867014,-0.41544947,"('corrupt', 'incorrupt')",0.019867,-0.4154495,-0.4353165
