,baseboard_male,baseboard_female,tuple,average_male,average_female,female-male
0,-0.028456528,-0.028819028,"('unsociable', 'sociable')",-0.0284565,-0.028819,-0.0003625
1,-0.11894633,-0.23771968,"('unfriendly', 'friendly')",-0.1189463,-0.2377197,-0.1187734
2,0.26306006,0.3573879,"('unlikable', 'likable')",0.2630601,0.3573879,0.0943278
3,0.18560608,0.3516996,"('repellent', 'pleasant')",0.1856061,0.3516996,0.1660935
4,-4.065309,-4.1114926,"('disliked', 'liked')",-4.065309,-4.1114926,-0.0461836
5,-1.525706,-1.5317154,"('distant', 'outgoing')",-1.5257061,-1.5317154,-0.0060093
6,-1.5096397,-1.4733783,"('distant', 'open')",-1.5096397,-1.4733783,0.0362614
7,0.7372291,0.95123214,"('insensitive', 'sensitive')",0.7372291,0.9512321,0.214003
8,-0.73033863,-0.7260992,"('unaffectionate', 'affectionate')",-0.7303386,-0.7260992,0.0042394
9,0.14612302,0.17000759,"('unaffectionate', 'caring')",0.146123,0.1700076,0.0238846
10,0.61490893,0.63846874,"('unsympathetic', 'sympathetic')",0.6149089,0.6384687,0.0235598
11,1.6539514,1.6914209,"('unhelpful', 'helpful')",1.6539514,1.6914209,0.0374695
12,-0.59866273,-0.5455278,"('unsupportive', 'supportive')",-0.5986627,-0.5455278,0.0531349
13,0.5096705,0.318439,"('impolite', 'polite')",0.5096705,0.318439,-0.1912315
14,0.7343643,0.82069683,"('antisocial', 'social')",0.7343643,0.8206968,0.0863325
15,0.10202924,0.023581233,"('boring', 'funny')",0.1020292,0.0235812,-0.078448
16,-0.9093877,-0.7322142,"('unpopular', 'popular')",-0.9093877,-0.7322142,0.1771735
17,-0.63481945,-0.53802603,"('nasty', 'nice')",-0.6348194,-0.538026,0.0967934
18,-0.8152979,-0.78166443,"('disagreeable', 'welcoming')",-0.8152979,-0.7816644,0.0336335
19,-1.8757108,-1.9741681,"('inhospitable', 'hospitable')",-1.8757108,-1.9741681,-0.0984573
20,0.51940763,0.46716002,"('rough', 'thoughtful')",0.5194076,0.46716,-0.0522476
21,0.97666806,1.0657105,"('immoral', 'moral')",0.9766681,1.0657105,0.0890424
22,0.4039479,0.40868163,"('untrustworthy', 'trustworthy')",0.4039479,0.4086816,0.0047337
23,3.549075,3.700146,"('insincere', 'sincere')",3.5490749,3.700146,0.1510711
24,1.2242751,1.0638142,"('dishonest', 'honest')",1.2242751,1.0638142,-0.1604609
25,0.12471734,0.08466001,"('egoistic', 'altruistic')",0.1247173,0.08466,-0.0400573
26,0.3782263,0.102856696,"('hardhearted', 'benevolent')",0.3782263,0.1028567,-0.2753696
27,-0.437483,-0.45631215,"('hardhearted', 'softhearted')",-0.437483,-0.4563121,-0.0188291
28,1.3039612,1.2465789,"('disloyal', 'loyal')",1.3039612,1.2465789,-0.0573823
29,-0.19472761,-0.33248946,"('unfair', 'fair')",-0.1947276,-0.3324895,-0.1377619
30,0.36243618,0.31506485,"('intolerant', 'tolerant')",0.3624362,0.3150648,-0.0473714
31,-1.8576341,-1.924647,"('evil', 'good')",-1.8576341,-1.924647,-0.0670129
32,0.91314405,0.91944057,"('unkind', 'kind')",0.9131441,0.9194406,0.0062965
33,0.22408943,0.054296672,"('wrong', 'right')",0.2240894,0.0542967,-0.1697927
34,1.8500285,2.1572561,"('mean', 'honorable')",1.8500285,2.1572561,0.3072276
35,-0.98779595,-1.1657077,"('corrupt', 'incorrupt')",-0.9877959,-1.1657077,-0.1779118
36,-1.8033274,-1.7620895,"('hostile', 'amicable')",-1.8033274,-1.7620895,0.0412379
37,0.42929155,0.389194,"('fake', 'genuine')",0.4292915,0.389194,-0.0400975
38,0.41987437,0.31998715,"('untruthful', 'truthful')",0.4198744,0.3199871,-0.0998873
39,1.005902,1.0558611,"('exploitative', 'cooperative')",1.0059021,1.0558611,0.049959
40,-1.2929527,-1.288836,"('stingy', 'generous')",-1.2929527,-1.288836,0.0041167
41,0.2975793,0.123395674,"('unforgiving', 'forgiving')",0.2975793,0.1233957,-0.1741836
42,-0.9990516,-0.72796714,"('unreliable', 'reliable')",-0.9990516,-0.7279671,0.2710845
43,0.81015486,0.8336191,"('irresponsible', 'responsible')",0.8101549,0.8336191,0.0234642
44,-0.9549373,-1.0755292,"('prejudiced', 'unprejudiced')",-0.9549373,-1.0755292,-0.1205919
45,0.41062462,0.40758163,"('incompetent', 'competent')",0.4106246,0.4075816,-0.003043
46,0.09174711,0.15399766,"('uncompetitive', 'competitive')",0.0917471,0.1539977,0.0622506
47,2.7215087,2.8967497,"('stupid', 'smart')",2.7215087,2.8967497,0.175241
48,0.40403798,0.43573913,"('unintelligent', 'intelligent')",0.404038,0.4357391,0.0317011
49,-0.6050915,-0.2921048,"('unable', 'able')",-0.6050915,-0.2921048,0.3129867
50,-0.012466203,0.24340144,"('clumsy', 'skillful')",-0.0124662,0.2434014,0.2558676
51,0.07912865,0.16328242,"('uneducated', 'educated')",0.0791287,0.1632824,0.0841537
52,-0.7404617,-0.9358226,"('irrational', 'rational')",-0.7404617,-0.9358226,-0.1953609
53,-0.6609646,-0.62334085,"('uncreative', 'creative')",-0.6609646,-0.6233408,0.0376238
54,0.20053779,0.29516587,"('incapable', 'capable')",0.2005378,0.2951659,0.0946281
55,0.8698426,1.0417106,"('incompetent', 'clever')",0.8698426,1.0417106,0.171868
56,1.7074757,1.785349,"('impractical', 'practical')",1.7074757,1.785349,0.0778733
57,-1.7670462,-1.760954,"('unimaginative', 'imaginative')",-1.7670462,-1.760954,0.0060922
58,-0.14597687,-0.19646299,"('undiscriminating', 'discriminating')",-0.1459769,-0.196463,-0.0504861
59,-0.12291418,-0.13307752,"('foolish', 'wise')",-0.1229142,-0.1330775,-0.0101633
