,pitch_male,pitch_female,tuple,average_male,average_female,female-male
0,0.31370056,0.26237565,"('unsociable', 'sociable')",0.3137006,0.2623757,-0.0513249
1,1.5249624,1.5400136,"('unfriendly', 'friendly')",1.5249624,1.5400136,0.0150512
2,0.84878045,0.9719209,"('unlikable', 'likable')",0.8487805,0.9719209,0.1231404
3,1.228943,1.425144,"('repellent', 'pleasant')",1.228943,1.425144,0.196201
4,-6.9974504,-6.864675,"('disliked', 'liked')",-6.9974504,-6.864675,0.1327754
5,-0.11299334,0.037272774,"('distant', 'outgoing')",-0.1129933,0.0372728,0.1502661
6,0.0842751,0.23061481,"('distant', 'open')",0.0842751,0.2306148,0.1463397
7,1.6611167,1.7046065,"('insensitive', 'sensitive')",1.6611167,1.7046065,0.0434898
8,1.040829,0.9988092,"('unaffectionate', 'affectionate')",1.0408289,0.9988092,-0.0420197
9,1.3645012,1.4103522,"('unaffectionate', 'caring')",1.3645012,1.4103522,0.045851
10,1.7754827,1.7498587,"('unsympathetic', 'sympathetic')",1.7754827,1.7498587,-0.025624
11,2.183975,2.1533983,"('unhelpful', 'helpful')",2.183975,2.1533983,-0.0305767
12,-0.7293944,-0.6762467,"('unsupportive', 'supportive')",-0.7293944,-0.6762467,0.0531477
13,0.40453815,0.31674972,"('impolite', 'polite')",0.4045382,0.3167497,-0.0877885
14,0.37619424,0.27984467,"('antisocial', 'social')",0.3761942,0.2798447,-0.0963495
15,0.27687562,0.27497345,"('boring', 'funny')",0.2768756,0.2749735,-0.0019021
16,-0.5332817,-0.33474007,"('unpopular', 'popular')",-0.5332817,-0.3347401,0.1985416
17,-0.07926426,-0.06033867,"('nasty', 'nice')",-0.0792643,-0.0603387,0.0189256
18,0.0017422363,0.049510293,"('disagreeable', 'welcoming')",0.0017422,0.0495103,0.0477681
19,-0.094684206,-0.032424398,"('inhospitable', 'hospitable')",-0.0946842,-0.0324244,0.0622598
20,0.87767255,0.81579465,"('rough', 'thoughtful')",0.8776726,0.8157946,-0.061878
21,0.55892783,0.6158434,"('immoral', 'moral')",0.5589278,0.6158434,0.0569156
22,0.29770005,0.25118157,"('untrustworthy', 'trustworthy')",0.2977,0.2511816,-0.0465184
23,6.8407135,6.867757,"('insincere', 'sincere')",6.8407135,6.8677568,0.0270433
24,2.4328258,2.4823043,"('dishonest', 'honest')",2.4328258,2.4823043,0.0494785
25,0.56511414,0.5058799,"('egoistic', 'altruistic')",0.5651141,0.5058799,-0.0592342
26,-0.013742648,-0.02237904,"('hardhearted', 'benevolent')",-0.0137426,-0.022379,-0.0086364
27,1.5709784,1.4977076,"('hardhearted', 'softhearted')",1.5709784,1.4977076,-0.0732708
28,1.2740684,1.2998656,"('disloyal', 'loyal')",1.2740684,1.2998656,0.0257972
29,-0.09953768,-0.15517086,"('unfair', 'fair')",-0.0995377,-0.1551709,-0.0556332
30,1.2043216,1.0335346,"('intolerant', 'tolerant')",1.2043216,1.0335346,-0.170787
31,-1.2962499,-1.1758618,"('evil', 'good')",-1.2962499,-1.1758618,0.1203881
32,1.5558413,1.4883223,"('unkind', 'kind')",1.5558413,1.4883223,-0.067519
33,-0.56227386,-0.48557505,"('wrong', 'right')",-0.5622739,-0.4855751,0.0766988
34,4.4142923,4.5268273,"('mean', 'honorable')",4.4142923,4.5268273,0.112535
35,-1.0343039,-1.0254568,"('corrupt', 'incorrupt')",-1.0343039,-1.0254568,0.0088471
36,-1.1263775,-1.1350847,"('hostile', 'amicable')",-1.1263775,-1.1350847,-0.0087072
37,1.1815578,1.176595,"('fake', 'genuine')",1.1815578,1.176595,-0.0049628
38,0.37684223,0.29355726,"('untruthful', 'truthful')",0.3768422,0.2935573,-0.0832849
39,0.05704767,0.07208495,"('exploitative', 'cooperative')",0.0570477,0.0720849,0.0150372
40,-0.79498583,-0.73234504,"('stingy', 'generous')",-0.7949858,-0.732345,0.0626408
41,0.098273866,0.038016673,"('unforgiving', 'forgiving')",0.0982739,0.0380167,-0.0602572
42,-1.1602669,-1.149101,"('unreliable', 'reliable')",-1.1602669,-1.149101,0.0111659
43,1.6629945,1.556098,"('irresponsible', 'responsible')",1.6629945,1.556098,-0.1068965
44,-1.2441456,-1.4463179,"('prejudiced', 'unprejudiced')",-1.2441456,-1.4463179,-0.2021723
45,0.81936765,0.93203354,"('incompetent', 'competent')",0.8193676,0.9320335,0.1126659
46,-0.034357816,-0.019971974,"('uncompetitive', 'competitive')",-0.0343578,-0.019972,0.0143858
47,5.5086236,5.6722736,"('stupid', 'smart')",5.5086236,5.6722736,0.16365
