,instrumentation_male,instrumentation_female,tuple,average_male,average_female,female-male
0,-0.6098559,-0.7173609,"('unsociable', 'sociable')",-0.6098559,-0.7173609,-0.107505
1,1.7490155,1.6758734,"('unfriendly', 'friendly')",1.7490155,1.6758734,-0.0731421
2,0.2262789,0.40579122,"('unlikable', 'likable')",0.2262789,0.4057912,0.1795123
3,0.09441321,0.27994865,"('repellent', 'pleasant')",0.0944132,0.2799487,0.1855355
4,-7.622365,-7.7332025,"('disliked', 'liked')",-7.622365,-7.7332025,-0.1108375
5,-0.14915957,-0.07031123,"('distant', 'outgoing')",-0.1491596,-0.0703112,0.0788484
6,0.099509865,0.18494113,"('distant', 'open')",0.0995099,0.1849411,0.0854312
7,0.34192228,0.39541215,"('insensitive', 'sensitive')",0.3419223,0.3954121,0.0534898
8,1.6304525,1.5715774,"('unaffectionate', 'affectionate')",1.6304525,1.5715774,-0.0588751
9,1.9710397,2.0556774,"('unaffectionate', 'caring')",1.9710397,2.0556774,0.0846377
10,0.030754663,0.25386164,"('unsympathetic', 'sympathetic')",0.0307547,0.2538616,0.2231069
11,2.0562797,2.0277774,"('unhelpful', 'helpful')",2.0562797,2.0277774,-0.0285023
12,-1.5683957,-1.6005453,"('unsupportive', 'supportive')",-1.5683957,-1.6005453,-0.0321496
13,-0.4105343,-0.35984167,"('impolite', 'polite')",-0.4105343,-0.3598417,0.0506926
14,-0.5535947,-0.7270103,"('antisocial', 'social')",-0.5535947,-0.7270103,-0.1734156
15,0.1965004,0.23397028,"('boring', 'funny')",0.1965004,0.2339703,0.0374699
16,-0.24978301,-0.26282316,"('unpopular', 'popular')",-0.249783,-0.2628232,-0.0130402
17,-0.47161114,-0.36902526,"('nasty', 'nice')",-0.4716111,-0.3690253,0.1025858
18,-0.42941839,-0.5778265,"('disagreeable', 'welcoming')",-0.4294184,-0.5778265,-0.1484081
19,-0.63487506,-0.50280017,"('inhospitable', 'hospitable')",-0.6348751,-0.5028002,0.1320749
20,1.1099269,1.0057234,"('rough', 'thoughtful')",1.1099269,1.0057234,-0.1042035
21,-0.7203355,-0.51898277,"('immoral', 'moral')",-0.7203355,-0.5189828,0.2013527
22,-1.3981811,-1.285094,"('untrustworthy', 'trustworthy')",-1.3981811,-1.285094,0.1130871
23,6.484254,6.488637,"('insincere', 'sincere')",6.4842539,6.488637,0.0043831
24,1.3163909,1.3278431,"('dishonest', 'honest')",1.3163909,1.3278431,0.0114522
25,1.0760255,0.940539,"('egoistic', 'altruistic')",1.0760255,0.940539,-0.1354865
26,1.0440282,0.70457816,"('hardhearted', 'benevolent')",1.0440282,0.7045782,-0.33945
27,1.6323195,1.5201241,"('hardhearted', 'softhearted')",1.6323195,1.5201241,-0.1121954
28,1.5525017,1.4409707,"('disloyal', 'loyal')",1.5525017,1.4409707,-0.111531
29,-0.6333306,-0.7706659,"('unfair', 'fair')",-0.6333306,-0.7706659,-0.1373353
30,0.44645637,0.54453623,"('intolerant', 'tolerant')",0.4464564,0.5445362,0.0980798
31,-0.94821244,-1.0348964,"('evil', 'good')",-0.9482124,-1.0348964,-0.086684
32,1.2241291,1.1262231,"('unkind', 'kind')",1.2241291,1.1262231,-0.097906
33,0.28972358,0.106906645,"('wrong', 'right')",0.2897236,0.1069066,-0.182817
34,4.9998,5.1262994,"('mean', 'honorable')",4.9998002,5.1262994,0.1264992
35,-0.50239706,-0.6959824,"('corrupt', 'incorrupt')",-0.5023971,-0.6959824,-0.1935853
36,0.011686649,-0.15618843,"('hostile', 'amicable')",0.0116866,-0.1561884,-0.167875
37,0.646322,0.71519303,"('fake', 'genuine')",0.646322,0.715193,0.068871
38,0.386925,0.29048154,"('untruthful', 'truthful')",0.386925,0.2904815,-0.0964435
39,0.04160264,0.011752864,"('exploitative', 'cooperative')",0.0416026,0.0117529,-0.0298497
40,-1.9558314,-2.1309745,"('stingy', 'generous')",-1.9558314,-2.1309745,-0.1751431
41,0.08930338,-0.021531,"('unforgiving', 'forgiving')",0.0893034,-0.021531,-0.1108344
42,-3.392549,-3.1802905,"('unreliable', 'reliable')",-3.392549,-3.1802905,0.2122585
43,0.76268023,0.8897611,"('irresponsible', 'responsible')",0.7626802,0.8897611,0.1270809
44,-1.5278559,-1.4630383,"('prejudiced', 'unprejudiced')",-1.5278559,-1.4630383,0.0648176
45,-0.35412863,-0.33965516,"('incompetent', 'competent')",-0.3541286,-0.3396552,0.0144734
46,-1.3719686,-1.280188,"('uncompetitive', 'competitive')",-1.3719686,-1.280188,0.0917806
47,5.287268,5.416229,"('stupid', 'smart')",5.2872682,5.4162288,0.1289606
48,0.7342454,0.68721026,"('unintelligent', 'intelligent')",0.7342454,0.6872103,-0.0470351
49,0.0039387457,0.26572102,"('unable', 'able')",0.0039387,0.265721,0.2617823
50,-0.030197414,-0.076725945,"('clumsy', 'skillful')",-0.0301974,-0.0767259,-0.0465285
51,0.031187795,-0.048493154,"('uneducated', 'educated')",0.0311878,-0.0484932,-0.079681
52,0.09561097,-0.056685187,"('irrational', 'rational')",0.095611,-0.0566852,-0.1522962
53,0.6202048,0.61469996,"('uncreative', 'creative')",0.6202048,0.6147,-0.0055048
54,1.0087192,1.2484472,"('incapable', 'capable')",1.0087192,1.2484472,0.239728
55,0.102402344,0.19479156,"('incompetent', 'clever')",0.1024023,0.1947916,0.0923893
56,0.28967053,0.29318798,"('impractical', 'practical')",0.2896705,0.293188,0.0035175
57,-3.3573365,-3.2211604,"('unimaginative', 'imaginative')",-3.3573365,-3.2211604,0.1361761
58,0.51381373,0.39239776,"('undiscriminating', 'discriminating')",0.5138137,0.3923978,-0.1214159
59,0.039046198,0.04487127,"('foolish', 'wise')",0.0390462,0.0448713,0.0058251
60,0.43340865,0.6200008,"('inefficient', 'efficient')",0.4334086,0.6200008,0.1865922
61,0.39364368,0.15002647,"('illogical', 'logical')",0.3936437,0.1500265,-0.2436172
62,0.31871647,0.58336204,"('incompetent', 'brilliant')",0.3187165,0.583362,0.2646455
63,0.035751007,0.0878039,"('unperceptive', 'insightful')",0.035751,0.0878039,0.0520529
64,-6.997446,-6.937137,"('shy', 'confident')",-6.9974461,-6.9371371,0.060309
65,-0.2888631,-0.21677743,"('insecure', 'secure')",-0.2888631,-0.2167774,0.0720857
66,-0.17147967,-0.24536657,"('inactive', 'active')",-0.1714797,-0.2453666,-0.0738869
67,-0.28474092,-0.34144387,"('doubtful', 'determined')",-0.2847409,-0.3414439,-0.056703
68,-0.68285173,-0.6422225,"('dependent', 'independent')",-0.6828517,-0.6422225,0.0406292
69,-1.3249879,-1.5098499,"('lazy', 'industrious')",-1.3249879,-1.5098499,-0.184862
70,-0.14153273,0.050624553,"('lethargic', 'energetic')",-0.1415327,0.0506246,0.1921573
71,0.6208481,0.5259273,"('diffident', 'self-confident')",0.6208481,0.5259273,-0.0949208
72,1.0158751,1.1289945,"('unambitious', 'ambitious')",1.0158751,1.1289945,0.1131194
73,-3.4488132,-3.341013,"('helpless', 'self-reliant')",-3.4488132,-3.341013,0.1078002
74,0.10459477,-0.041380018,"('undedicated', 'dedicated')",0.1045948,-0.04138,-0.1459748
75,-0.88946134,-0.7316358,"('meek', 'impulsive')",-0.8894613,-0.7316358,0.1578255
76,-0.20366524,-0.095007114,"('anxious', 'daring')",-0.2036652,-0.0950071,0.1086581
77,-1.4894502,-1.3488752,"('unmotivated', 'motivated')",-1.4894502,-1.3488752,0.140575
78,-0.496911,-0.4865021,"('nonresilient', 'resilient')",-0.496911,-0.4865021,0.0104089
79,-0.09214108,-0.09108651,"('wavering', 'unwavering')",-0.0921411,-0.0910865,0.0010546
80,-0.73480326,-0.85840905,"('dominated', 'dominating')",-0.7348033,-0.858409,-0.1236057
81,-0.82355565,-0.5772172,"('submissive', 'aggressive')",-0.8235556,-0.5772172,0.2463384
82,6.2784414,6.6496,"('poor', 'rich')",6.2784414,6.6496,0.3711586
83,-0.38119918,-0.47107428,"('powerless', 'powerful')",-0.3811992,-0.4710743,-0.0898751
84,0.6745252,0.65986794,"('inferior', 'superior')",0.6745252,0.6598679,-0.0146573
85,0.088578634,-0.248281,"('insignificant', 'prestigious')",0.0885786,-0.248281,-0.3368596
86,0.10147855,0.041512072,"('uninfluential', 'influential')",0.1014785,0.0415121,-0.0599664
87,-0.43800002,-0.4381783,"('unsuccessful', 'successful')",-0.438,-0.4381783,-0.0001783
88,0.38441756,0.34023368,"('low', 'eminent')",0.3844176,0.3402337,-0.0441839
