,basil_male,basil_female,tuple,average_male,average_female,female-male
0,0.3034803,0.21996877,"('unsociable', 'sociable')",0.3034803,0.2199688,-0.0835115
1,1.4332106,1.2255156,"('unfriendly', 'friendly')",1.4332106,1.2255156,-0.207695
2,0.3661932,0.60724443,"('unlikable', 'likable')",0.3661932,0.6072444,0.2410512
3,0.5986673,0.85056317,"('repellent', 'pleasant')",0.5986673,0.8505632,0.2518959
4,-7.069985,-7.015811,"('disliked', 'liked')",-7.0699849,-7.015811,0.0541739
5,-0.13948669,-0.13356441,"('distant', 'outgoing')",-0.1394867,-0.1335644,0.0059223
6,0.2655769,0.20635691,"('distant', 'open')",0.2655769,0.2063569,-0.05922
7,0.59998,0.6025506,"('insensitive', 'sensitive')",0.59998,0.6025506,0.0025706
8,1.3044631,1.1589537,"('unaffectionate', 'affectionate')",1.3044631,1.1589537,-0.1455094
9,1.71673,1.6947321,"('unaffectionate', 'caring')",1.71673,1.6947321,-0.0219979
10,1.0880815,1.3092451,"('unsympathetic', 'sympathetic')",1.0880815,1.3092451,0.2211636
11,1.6822963,1.8429391,"('unhelpful', 'helpful')",1.6822963,1.8429391,0.1606428
12,-1.4916478,-1.4841005,"('unsupportive', 'supportive')",-1.4916478,-1.4841005,0.0075473
13,0.2422035,0.34594104,"('impolite', 'polite')",0.2422035,0.345941,0.1037375
14,-0.46123508,-0.48782393,"('antisocial', 'social')",-0.4612351,-0.4878239,-0.0265888
15,0.48089066,0.42412212,"('boring', 'funny')",0.4808907,0.4241221,-0.0567686
16,-0.27035627,-0.30381995,"('unpopular', 'popular')",-0.2703563,-0.30382,-0.0334637
17,0.14361957,0.10519566,"('nasty', 'nice')",0.1436196,0.1051957,-0.0384239
18,-0.54713786,-0.7492617,"('disagreeable', 'welcoming')",-0.5471379,-0.7492617,-0.2021238
19,-0.42651457,-0.4068377,"('inhospitable', 'hospitable')",-0.4265146,-0.4068377,0.0196769
20,0.81803524,0.6405531,"('rough', 'thoughtful')",0.8180352,0.6405531,-0.1774821
21,-0.3438115,0.059908103,"('immoral', 'moral')",-0.3438115,0.0599081,0.4037196
22,-0.57080185,-0.5018551,"('untrustworthy', 'trustworthy')",-0.5708019,-0.5018551,0.0689468
23,6.144027,6.1091475,"('insincere', 'sincere')",6.1440272,6.1091475,-0.0348797
24,1.5480837,1.4843299,"('dishonest', 'honest')",1.5480837,1.4843299,-0.0637538
25,0.34864214,0.25252828,"('egoistic', 'altruistic')",0.3486421,0.2525283,-0.0961138
26,0.6062851,0.20010129,"('hardhearted', 'benevolent')",0.6062851,0.2001013,-0.4061838
27,1.9027247,1.6279585,"('hardhearted', 'softhearted')",1.9027247,1.6279585,-0.2747662
28,1.1059933,1.0492984,"('disloyal', 'loyal')",1.1059933,1.0492984,-0.0566949
29,-0.3235971,-0.53867704,"('unfair', 'fair')",-0.3235971,-0.538677,-0.2150799
30,0.76635,0.83923453,"('intolerant', 'tolerant')",0.76635,0.8392345,0.0728845
31,-1.3288479,-1.4978852,"('evil', 'good')",-1.3288479,-1.4978852,-0.1690373
32,1.192839,1.1463815,"('unkind', 'kind')",1.192839,1.1463815,-0.0464575
33,-0.48347187,-0.52806497,"('wrong', 'right')",-0.4834719,-0.528065,-0.0445931
34,4.705063,4.8871465,"('mean', 'honorable')",4.7050629,4.8871465,0.1820836
35,-1.0080209,-1.3187741,"('corrupt', 'incorrupt')",-1.0080209,-1.3187741,-0.3107532
36,-0.7342494,-0.9564995,"('hostile', 'amicable')",-0.7342494,-0.9564995,-0.2222501
37,0.95763123,1.0448978,"('fake', 'genuine')",0.9576312,1.0448978,0.0872666
38,-0.14667323,-0.03382404,"('untruthful', 'truthful')",-0.1466732,-0.033824,0.1128492
39,-0.14666119,-0.13765533,"('exploitative', 'cooperative')",-0.1466612,-0.1376553,0.0090059
40,-1.524118,-1.7848474,"('stingy', 'generous')",-1.5241179,-1.7848474,-0.2607295
41,0.0766161,0.032837633,"('unforgiving', 'forgiving')",0.0766161,0.0328376,-0.0437785
42,-2.2658265,-2.1037714,"('unreliable', 'reliable')",-2.2658265,-2.1037714,0.1620551
43,0.9936099,1.0960593,"('irresponsible', 'responsible')",0.9936099,1.0960593,0.1024494
44,-1.3788626,-1.3532885,"('prejudiced', 'unprejudiced')",-1.3788626,-1.3532885,0.0255741
45,0.37607762,0.38478914,"('incompetent', 'competent')",0.3760776,0.3847891,0.0087115
46,-0.65635675,-0.47241306,"('uncompetitive', 'competitive')",-0.6563568,-0.4724131,0.1839437
47,5.1645374,5.272601,"('stupid', 'smart')",5.1645374,5.2726011,0.1080637
48,0.50656325,0.5047696,"('unintelligent', 'intelligent')",0.5065632,0.5047696,-0.0017936
49,0.34783134,0.62870157,"('unable', 'able')",0.3478313,0.6287016,0.2808703
50,-0.29850948,-0.22680302,"('clumsy', 'skillful')",-0.2985095,-0.226803,0.0717065
51,0.50277084,0.6502497,"('uneducated', 'educated')",0.5027708,0.6502497,0.1474789
52,-0.18790916,-0.28672004,"('irrational', 'rational')",-0.1879092,-0.28672,-0.0988108
53,0.29506963,0.17475626,"('uncreative', 'creative')",0.2950696,0.1747563,-0.1203133
54,1.259783,1.4603672,"('incapable', 'capable')",1.259783,1.4603672,0.2005842
55,0.5850484,0.70233154,"('incompetent', 'clever')",0.5850484,0.7023315,0.1172831
56,0.47751948,0.5977888,"('impractical', 'practical')",0.4775195,0.5977888,0.1202693
57,-2.5718975,-2.3988228,"('unimaginative', 'imaginative')",-2.5718975,-2.3988228,0.1730747
58,0.08087627,-0.03570647,"('undiscriminating', 'discriminating')",0.0808763,-0.0357065,-0.1165828
59,0.062456306,0.109710574,"('foolish', 'wise')",0.0624563,0.1097106,0.0472543
60,0.5951198,0.87071127,"('inefficient', 'efficient')",0.5951198,0.8707113,0.2755915
61,0.24330066,0.044071604,"('illogical', 'logical')",0.2433007,0.0440716,-0.1992291
62,0.9981346,1.2907492,"('incompetent', 'brilliant')",0.9981346,1.2907492,0.2926146
63,0.2696345,0.47673833,"('unperceptive', 'insightful')",0.2696345,0.4767383,0.2071038
64,-6.1526957,-5.808388,"('shy', 'confident')",-6.1526957,-5.8083882,0.3443075
65,0.22009934,0.35631824,"('insecure', 'secure')",0.2200993,0.3563182,0.1362189
66,0.19082087,0.058859024,"('inactive', 'active')",0.1908209,0.058859,-0.1319619
67,-0.4259054,-0.3394361,"('doubtful', 'determined')",-0.4259054,-0.3394361,0.0864693
68,-0.65222704,-0.5122771,"('dependent', 'independent')",-0.652227,-0.5122771,0.1399499
69,-1.9770402,-1.9593545,"('lazy', 'industrious')",-1.9770402,-1.9593545,0.0176857
70,1.1058507,1.2341086,"('lethargic', 'energetic')",1.1058507,1.2341086,0.1282579
71,0.5733775,0.4349179,"('diffident', 'self-confident')",0.5733775,0.4349179,-0.1384596
72,0.75117,0.85636616,"('unambitious', 'ambitious')",0.75117,0.8563662,0.1051962
73,-3.0521932,-2.9547222,"('helpless', 'self-reliant')",-3.0521932,-2.9547222,0.097471
74,0.31774724,0.16463232,"('undedicated', 'dedicated')",0.3177472,0.1646323,-0.1531149
75,-0.7010515,-0.5873683,"('meek', 'impulsive')",-0.7010515,-0.5873683,0.1136832
76,0.63454777,0.6305032,"('anxious', 'daring')",0.6345478,0.6305032,-0.0040446
77,-1.2625897,-1.0158974,"('unmotivated', 'motivated')",-1.2625897,-1.0158974,0.2466923
78,-0.6782538,-0.697862,"('nonresilient', 'resilient')",-0.6782538,-0.697862,-0.0196082
79,-0.442201,-0.3895129,"('wavering', 'unwavering')",-0.442201,-0.3895129,0.0526881
80,-0.38993463,-0.43636632,"('dominated', 'dominating')",-0.3899346,-0.4363663,-0.0464317
81,-0.27672786,0.03868193,"('submissive', 'aggressive')",-0.2767279,0.0386819,0.3154098
