,zombie_male,zombie_female,tuple,average_male,average_female,female-male
0,0.03252504,0.075590506,"('unsociable', 'sociable')",0.032525,0.0755905,0.0430655
1,0.6143954,0.5466528,"('unfriendly', 'friendly')",0.6143954,0.5466528,-0.0677426
2,-0.26555228,-0.18168436,"('unlikable', 'likable')",-0.2655523,-0.1816844,0.0838679
3,0.9249685,0.9957148,"('repellent', 'pleasant')",0.9249685,0.9957148,0.0707463
4,-7.440187,-7.6123786,"('disliked', 'liked')",-7.440187,-7.6123786,-0.1721916
5,-0.8800353,-0.9354193,"('distant', 'outgoing')",-0.8800353,-0.9354193,-0.055384
6,-0.32158175,-0.43110305,"('distant', 'open')",-0.3215818,-0.4311031,-0.1095213
7,0.70192647,0.82406586,"('insensitive', 'sensitive')",0.7019265,0.8240659,0.1221394
8,0.6090191,0.48161888,"('unaffectionate', 'affectionate')",0.6090191,0.4816189,-0.1274002
9,0.8847724,0.89713234,"('unaffectionate', 'caring')",0.8847724,0.8971323,0.0123599
10,1.233582,1.3346235,"('unsympathetic', 'sympathetic')",1.233582,1.3346235,0.1010415
11,1.2605584,1.356529,"('unhelpful', 'helpful')",1.2605584,1.356529,0.0959706
12,-1.9621278,-1.9477509,"('unsupportive', 'supportive')",-1.9621278,-1.9477509,0.0143769
13,0.008361444,0.097028114,"('impolite', 'polite')",0.0083614,0.0970281,0.0886667
14,0.54868495,0.58410305,"('antisocial', 'social')",0.548685,0.584103,0.035418
15,-0.08686845,-0.19870177,"('boring', 'funny')",-0.0868685,-0.1987018,-0.1118333
16,-0.83714217,-0.8375792,"('unpopular', 'popular')",-0.8371422,-0.8375792,-0.000437
17,-0.4389271,-0.3594608,"('nasty', 'nice')",-0.4389271,-0.3594608,0.0794663
18,-0.27747968,-0.32445562,"('disagreeable', 'welcoming')",-0.2774797,-0.3244556,-0.0469759
19,-1.0142086,-1.0677016,"('inhospitable', 'hospitable')",-1.0142086,-1.0677016,-0.053493
20,0.9683052,0.92173404,"('rough', 'thoughtful')",0.9683052,0.921734,-0.0465712
21,-0.25883457,-0.12726061,"('immoral', 'moral')",-0.2588346,-0.1272606,0.131574
22,-0.15418561,-0.15620182,"('untrustworthy', 'trustworthy')",-0.1541856,-0.1562018,-0.0020162
23,5.8281236,5.9443727,"('insincere', 'sincere')",5.8281236,5.9443727,0.1162491
24,1.2788459,1.2083902,"('dishonest', 'honest')",1.2788459,1.2083902,-0.0704557
25,0.48441133,0.38033798,"('egoistic', 'altruistic')",0.4844113,0.380338,-0.1040733
26,0.5425977,0.46033904,"('hardhearted', 'benevolent')",0.5425977,0.460339,-0.0822587
27,1.5675851,1.3958548,"('hardhearted', 'softhearted')",1.5675851,1.3958548,-0.1717303
28,0.80468947,0.7991005,"('disloyal', 'loyal')",0.8046895,0.7991005,-0.005589
29,-0.649312,-0.74370694,"('unfair', 'fair')",-0.649312,-0.7437069,-0.0943949
30,0.9404179,1.0348918,"('intolerant', 'tolerant')",0.9404179,1.0348918,0.0944739
31,-1.6656338,-1.7381301,"('evil', 'good')",-1.6656338,-1.7381301,-0.0724963
32,0.7051068,0.6994982,"('unkind', 'kind')",0.7051068,0.6994982,-0.0056086
33,-0.71616787,-0.7864826,"('wrong', 'right')",-0.7161679,-0.7864826,-0.0703147
34,4.104809,4.281359,"('mean', 'honorable')",4.1048088,4.2813592,0.1765504
35,-0.7268339,-1.0011735,"('corrupt', 'incorrupt')",-0.7268339,-1.0011735,-0.2743396
36,-1.0985116,-1.238842,"('hostile', 'amicable')",-1.0985116,-1.238842,-0.1403304
37,0.68806326,0.6928977,"('fake', 'genuine')",0.6880633,0.6928977,0.0048344
38,-0.66964954,-0.60817754,"('untruthful', 'truthful')",-0.6696495,-0.6081775,0.061472
39,0.67847013,0.6912918,"('exploitative', 'cooperative')",0.6784701,0.6912918,0.0128217
40,-1.2754631,-1.4347973,"('stingy', 'generous')",-1.2754631,-1.4347973,-0.1593342
41,0.072335094,0.07158008,"('unforgiving', 'forgiving')",0.0723351,0.0715801,-0.000755
42,-1.9976164,-2.0511377,"('unreliable', 'reliable')",-1.9976164,-2.0511377,-0.0535213
43,0.9080888,0.98292124,"('irresponsible', 'responsible')",0.9080888,0.9829212,0.0748324
44,-0.35894883,-0.3606233,"('prejudiced', 'unprejudiced')",-0.3589488,-0.3606233,-0.0016745
45,-0.11614618,-0.08685325,"('incompetent', 'competent')",-0.1161462,-0.0868533,0.0292929
46,-0.29005423,-0.25028214,"('uncompetitive', 'competitive')",-0.2900542,-0.2502821,0.0397721
47,4.8331223,5.0350833,"('stupid', 'smart')",4.8331223,5.0350833,0.201961
48,0.23432392,0.25952062,"('unintelligent', 'intelligent')",0.2343239,0.2595206,0.0251967
49,-0.007996511,0.023955248,"('unable', 'able')",-0.0079965,0.0239552,0.0319517
50,-0.75545204,-0.80850244,"('clumsy', 'skillful')",-0.755452,-0.8085024,-0.0530504
51,0.3850329,0.3662837,"('uneducated', 'educated')",0.3850329,0.3662837,-0.0187492
52,-0.6187479,-0.7488556,"('irrational', 'rational')",-0.6187479,-0.7488556,-0.1301077
53,-0.5400732,-0.60256565,"('uncreative', 'creative')",-0.5400732,-0.6025656,-0.0624924
54,0.6721605,0.72463423,"('incapable', 'capable')",0.6721605,0.7246342,0.0524737
55,0.7428445,0.8373877,"('incompetent', 'clever')",0.7428445,0.8373877,0.0945432
56,0.5540236,0.60217696,"('impractical', 'practical')",0.5540236,0.602177,0.0481534
57,-2.5217772,-2.501423,"('unimaginative', 'imaginative')",-2.5217772,-2.5014229,0.0203543
58,-0.15715268,-0.17365271,"('undiscriminating', 'discriminating')",-0.1571527,-0.1736527,-0.0165
59,-0.47242045,-0.5311481,"('foolish', 'wise')",-0.4724205,-0.5311481,-0.0587276
60,0.64640856,0.8884679,"('inefficient', 'efficient')",0.6464086,0.8884679,0.2420593
61,0.14879954,0.020815818,"('illogical', 'logical')",0.1487995,0.0208158,-0.1279837
62,0.26008216,0.4272275,"('incompetent', 'brilliant')",0.2600822,0.4272275,0.1671453
63,-0.2963537,-0.2380766,"('unperceptive', 'insightful')",-0.2963537,-0.2380766,0.0582771
64,-5.5274405,-5.50634,"('shy', 'confident')",-5.5274405,-5.50634,0.0211005
65,0.510215,0.625099,"('insecure', 'secure')",0.510215,0.625099,0.114884
66,-0.12279622,-0.24610375,"('inactive', 'active')",-0.1227962,-0.2461037,-0.1233075
67,-0.36123717,-0.27485555,"('doubtful', 'determined')",-0.3612372,-0.2748556,0.0863816
68,-0.69765776,-0.74360645,"('dependent', 'independent')",-0.6976578,-0.7436064,-0.0459486
69,-2.129334,-2.1760974,"('lazy', 'industrious')",-2.129334,-2.1760974,-0.0467634
70,1.4346348,1.4292614,"('lethargic', 'energetic')",1.4346348,1.4292614,-0.0053734
71,0.53189504,0.55305403,"('diffident', 'self-confident')",0.531895,0.553054,0.021159
72,0.5994807,0.74574846,"('unambitious', 'ambitious')",0.5994807,0.7457485,0.1462678
73,-2.922825,-2.9454844,"('helpless', 'self-reliant')",-2.9228251,-2.9454844,-0.0226593
74,-0.036932778,-0.15402272,"('undedicated', 'dedicated')",-0.0369328,-0.1540227,-0.1170899
75,-0.80916077,-0.76485157,"('meek', 'impulsive')",-0.8091608,-0.7648516,0.0443092
76,0.9306478,0.98838985,"('anxious', 'daring')",0.9306478,0.9883898,0.057742
77,-1.4509572,-1.234501,"('unmotivated', 'motivated')",-1.4509572,-1.234501,0.2164562
78,-0.7879135,-0.79302657,"('nonresilient', 'resilient')",-0.7879135,-0.7930266,-0.0051131
79,-0.5724248,-0.6526168,"('wavering', 'unwavering')",-0.5724248,-0.6526168,-0.080192
80,0.059373505,0.025275342,"('dominated', 'dominating')",0.0593735,0.0252753,-0.0340982
81,0.41797426,0.5472069,"('submissive', 'aggressive')",0.4179743,0.5472069,0.1292326
82,5.7906446,5.929432,"('poor', 'rich')",5.7906446,5.9294319,0.1387873
83,-0.3224813,-0.2700363,"('powerless', 'powerful')",-0.3224813,-0.2700363,0.052445
84,0.49865335,0.49896237,"('inferior', 'superior')",0.4986534,0.4989624,0.000309
85,-0.9254104,-1.1040752,"('insignificant', 'prestigious')",-0.9254104,-1.1040752,-0.1786648
86,0.120006986,0.120379485,"('uninfluential', 'influential')",0.120007,0.1203795,0.0003725
87,-0.7765289,-0.7064133,"('unsuccessful', 'successful')",-0.7765289,-0.7064133,0.0701156
88,0.045602255,0.06421178,"('low', 'eminent')",0.0456023,0.0642118,0.0186095
