,sectional_male,sectional_female,tuple,average_male,average_female,female-male
0,0.19835675,-0.06743856,"('unsociable', 'sociable')",0.1983567,-0.0674386,-0.2657953
1,1.2397119,1.3062493,"('unfriendly', 'friendly')",1.2397119,1.3062493,0.0665374
2,0.23533489,0.43088436,"('unlikable', 'likable')",0.2353349,0.4308844,0.1955495
3,0.9187257,0.92805946,"('repellent', 'pleasant')",0.9187257,0.9280595,0.0093338
4,-7.64687,-7.621558,"('disliked', 'liked')",-7.6468701,-7.6215582,0.0253119
5,-0.4373341,-0.13320823,"('distant', 'outgoing')",-0.4373341,-0.1332082,0.3041259
6,-0.19251257,0.11180662,"('distant', 'open')",-0.1925126,0.1118066,0.3043192
7,0.93607867,0.8781148,"('insensitive', 'sensitive')",0.9360787,0.8781148,-0.0579639
8,1.15765,1.2488317,"('unaffectionate', 'affectionate')",1.15765,1.2488317,0.0911817
9,1.8527405,1.9873327,"('unaffectionate', 'caring')",1.8527405,1.9873327,0.1345922
10,1.0567175,1.0090258,"('unsympathetic', 'sympathetic')",1.0567175,1.0090258,-0.0476917
11,2.0866256,2.1008046,"('unhelpful', 'helpful')",2.0866256,2.1008046,0.014179
12,-1.2215781,-1.2600371,"('unsupportive', 'supportive')",-1.2215781,-1.2600371,-0.038459
13,0.364783,0.2384195,"('impolite', 'polite')",0.364783,0.2384195,-0.1263635
14,0.12654567,-0.21127982,"('antisocial', 'social')",0.1265457,-0.2112798,-0.3378255
15,0.3314977,0.3479406,"('boring', 'funny')",0.3314977,0.3479406,0.0164429
16,-0.023990117,-0.014463425,"('unpopular', 'popular')",-0.0239901,-0.0144634,0.0095267
17,-0.15002576,-0.16505085,"('nasty', 'nice')",-0.1500258,-0.1650508,-0.015025
18,-0.48758537,-0.52266836,"('disagreeable', 'welcoming')",-0.4875854,-0.5226684,-0.035083
19,-0.65534425,-0.34176973,"('inhospitable', 'hospitable')",-0.6553442,-0.3417697,0.3135745
20,0.7739481,0.671772,"('rough', 'thoughtful')",0.7739481,0.671772,-0.1021761
