,linguistics_male,linguistics_female,tuple,average_male,average_female,female-male
0,-0.8224749,-0.9441044,"('unsociable', 'sociable')",-0.8224749,-0.9441044,-0.1216295
1,2.0509315,2.0027308,"('unfriendly', 'friendly')",2.0509315,2.0027308,-0.0482007
2,-0.18958429,-0.10187878,"('unlikable', 'likable')",-0.1895843,-0.1018788,0.0877055
3,-0.4381498,-0.36520824,"('repellent', 'pleasant')",-0.4381498,-0.3652082,0.0729416
4,-7.087224,-7.2732244,"('disliked', 'liked')",-7.087224,-7.2732244,-0.1860004
5,0.26182508,0.2936707,"('distant', 'outgoing')",0.2618251,0.2936707,0.0318456
6,0.6423326,0.71603185,"('distant', 'open')",0.6423326,0.7160318,0.0736992
7,-0.18787295,-0.11610609,"('insensitive', 'sensitive')",-0.1878729,-0.1161061,0.0717668
8,1.6538918,1.6665347,"('unaffectionate', 'affectionate')",1.6538918,1.6665347,0.0126429
9,1.8639657,1.9224471,"('unaffectionate', 'caring')",1.8639657,1.9224471,0.0584814
10,0.1493573,0.1355609,"('unsympathetic', 'sympathetic')",0.1493573,0.1355609,-0.0137964
11,1.7124149,1.72813,"('unhelpful', 'helpful')",1.7124149,1.72813,0.0157151
12,-1.4426551,-1.4589093,"('unsupportive', 'supportive')",-1.4426551,-1.4589093,-0.0162542
13,-0.8058602,-0.8982135,"('impolite', 'polite')",-0.8058602,-0.8982135,-0.0923533
14,-0.8360215,-0.9190332,"('antisocial', 'social')",-0.8360215,-0.9190332,-0.0830117
15,-0.26609415,-0.29034132,"('boring', 'funny')",-0.2660941,-0.2903413,-0.0242472
16,-0.05181698,-0.034082457,"('unpopular', 'popular')",-0.051817,-0.0340825,0.0177345
17,-0.0807697,-0.05856535,"('nasty', 'nice')",-0.0807697,-0.0585653,0.0222044
18,-0.07712376,-0.123920955,"('disagreeable', 'welcoming')",-0.0771238,-0.123921,-0.0467972
19,-0.11430974,-0.047942966,"('inhospitable', 'hospitable')",-0.1143097,-0.047943,0.0663667
20,0.71365607,0.7562854,"('rough', 'thoughtful')",0.7136561,0.7562854,0.0426293
21,-0.76149124,-0.818895,"('immoral', 'moral')",-0.7614912,-0.818895,-0.0574038
22,-0.7993744,-0.89506215,"('untrustworthy', 'trustworthy')",-0.7993744,-0.8950621,-0.0956877
23,6.038497,6.141717,"('insincere', 'sincere')",6.038497,6.141717,0.10322
24,1.5216807,1.4375201,"('dishonest', 'honest')",1.5216807,1.4375201,-0.0841606
25,1.1829343,1.142086,"('egoistic', 'altruistic')",1.1829343,1.142086,-0.0408483
26,1.4999809,1.3633807,"('hardhearted', 'benevolent')",1.4999809,1.3633807,-0.1366002
27,1.4550773,1.417518,"('hardhearted', 'softhearted')",1.4550773,1.417518,-0.0375593
28,1.3296527,1.2284013,"('disloyal', 'loyal')",1.3296527,1.2284013,-0.1012514
29,-0.624594,-0.6744917,"('unfair', 'fair')",-0.624594,-0.6744917,-0.0498977
30,0.91666275,0.8575061,"('intolerant', 'tolerant')",0.9166628,0.8575061,-0.0591567
31,-0.38272756,-0.3034562,"('evil', 'good')",-0.3827276,-0.3034562,0.0792714
32,1.0020678,0.9457042,"('unkind', 'kind')",1.0020678,0.9457042,-0.0563636
33,0.21559897,0.1016489,"('wrong', 'right')",0.215599,0.1016489,-0.1139501
34,5.0256553,5.168885,"('mean', 'honorable')",5.0256553,5.1688852,0.1432299
35,0.17787956,0.13544247,"('corrupt', 'incorrupt')",0.1778796,0.1354425,-0.0424371
36,0.3439789,0.34841236,"('hostile', 'amicable')",0.3439789,0.3484124,0.0044335
37,0.12905383,0.19994386,"('fake', 'genuine')",0.1290538,0.1999439,0.0708901
38,0.69522387,0.67420536,"('untruthful', 'truthful')",0.6952239,0.6742054,-0.0210185
39,0.07679426,0.07814371,"('exploitative', 'cooperative')",0.0767943,0.0781437,0.0013494
40,-1.9001259,-2.0480206,"('stingy', 'generous')",-1.9001259,-2.0480206,-0.1478947
41,0.06262307,-0.03279355,"('unforgiving', 'forgiving')",0.0626231,-0.0327936,-0.0954167
42,-3.7499275,-3.7320752,"('unreliable', 'reliable')",-3.7499275,-3.7320752,0.0178523
43,0.42433137,0.4356678,"('irresponsible', 'responsible')",0.4243314,0.4356678,0.0113364
44,-2.004275,-1.9108177,"('prejudiced', 'unprejudiced')",-2.0042751,-1.9108177,0.0934574
45,-0.4330015,-0.49426374,"('incompetent', 'competent')",-0.4330015,-0.4942637,-0.0612622
46,-1.7800872,-1.8812219,"('uncompetitive', 'competitive')",-1.7800872,-1.8812219,-0.1011347
47,5.409913,5.552404,"('stupid', 'smart')",5.4099131,5.5524039,0.1424908
48,0.64546674,0.566086,"('unintelligent', 'intelligent')",0.6454667,0.566086,-0.0793807
49,-0.20721792,-0.071046904,"('unable', 'able')",-0.2072179,-0.0710469,0.136171
50,-0.75856644,-0.7207421,"('clumsy', 'skillful')",-0.7585664,-0.7207421,0.0378243
51,-0.4403243,-0.4597106,"('uneducated', 'educated')",-0.4403243,-0.4597106,-0.0193863
52,0.2656932,0.18196948,"('irrational', 'rational')",0.2656932,0.1819695,-0.0837237
53,0.71474385,0.708703,"('uncreative', 'creative')",0.7147439,0.708703,-0.0060409
54,0.7761754,0.94406974,"('incapable', 'capable')",0.7761754,0.9440697,0.1678943
55,-0.24009618,-0.301261,"('incompetent', 'clever')",-0.2400962,-0.301261,-0.0611648
56,-0.10829218,-0.08936413,"('impractical', 'practical')",-0.1082922,-0.0893641,0.0189281
57,-3.3283772,-3.3841388,"('unimaginative', 'imaginative')",-3.3283772,-3.3841388,-0.0557616
58,0.08007825,0.040407132,"('undiscriminating', 'discriminating')",0.0800783,0.0404071,-0.0396712
59,0.77676475,0.82535887,"('foolish', 'wise')",0.7767648,0.8253589,0.0485941
60,-0.2746431,-0.25379565,"('inefficient', 'efficient')",-0.2746431,-0.2537957,0.0208474
61,0.739387,0.55788666,"('illogical', 'logical')",0.739387,0.5578867,-0.1815003
62,-0.2758175,-0.22155611,"('incompetent', 'brilliant')",-0.2758175,-0.2215561,0.0542614
63,0.16059497,0.1475838,"('unperceptive', 'insightful')",0.160595,0.1475838,-0.0130112
64,-7.1526904,-7.205589,"('shy', 'confident')",-7.1526904,-7.2055888,-0.0528984
65,-0.88869315,-0.93407786,"('insecure', 'secure')",-0.8886932,-0.9340779,-0.0453847
66,-0.19000888,-0.11013065,"('inactive', 'active')",-0.1900089,-0.1101307,0.0798782
67,-0.1626016,-0.13031973,"('doubtful', 'determined')",-0.1626016,-0.1303197,0.0322819
68,-0.9449387,-0.9512524,"('dependent', 'independent')",-0.9449387,-0.9512524,-0.0063137
69,-0.9853822,-0.95511043,"('lazy', 'industrious')",-0.9853822,-0.9551104,0.0302718
70,-0.7164114,-0.65205383,"('lethargic', 'energetic')",-0.7164114,-0.6520538,0.0643576
71,0.9429738,0.96985495,"('diffident', 'self-confident')",0.9429738,0.969855,0.0268812
72,-0.053753074,-0.016538031,"('unambitious', 'ambitious')",-0.0537531,-0.016538,0.0372151
73,-3.0328183,-3.057844,"('helpless', 'self-reliant')",-3.0328183,-3.0578439,-0.0250256
74,-0.3141577,-0.3627922,"('undedicated', 'dedicated')",-0.3141577,-0.3627922,-0.0486345
75,-0.96340823,-0.8273472,"('meek', 'impulsive')",-0.9634082,-0.8273472,0.136061
76,-0.7677318,-0.7197089,"('anxious', 'daring')",-0.7677318,-0.7197089,0.0480229
77,-1.3932486,-1.3452234,"('unmotivated', 'motivated')",-1.3932486,-1.3452234,0.0480252
78,-0.6278872,-0.6586188,"('nonresilient', 'resilient')",-0.6278872,-0.6586188,-0.0307316
79,0.46655333,0.5401691,"('wavering', 'unwavering')",0.4665533,0.5401691,0.0736158
80,-1.2737309,-1.3014863,"('dominated', 'dominating')",-1.2737309,-1.3014863,-0.0277554
81,-1.1917448,-1.224245,"('submissive', 'aggressive')",-1.1917448,-1.224245,-0.0325002
82,5.5960298,5.8690615,"('poor', 'rich')",5.5960298,5.8690615,0.2730317
83,-0.022512782,-0.122278444,"('powerless', 'powerful')",-0.0225128,-0.1222784,-0.0997656
84,0.6600926,0.6092531,"('inferior', 'superior')",0.6600926,0.6092531,-0.0508395
85,1.441414,1.4391887,"('insignificant', 'prestigious')",1.441414,1.4391887,-0.0022253
86,0.24639946,0.08245367,"('uninfluential', 'influential')",0.2463995,0.0824537,-0.1639458
87,-0.7631094,-0.6762202,"('unsuccessful', 'successful')",-0.7631094,-0.6762202,0.0868892
88,0.3894967,0.412735,"('low', 'eminent')",0.3894967,0.412735,0.0232383
