,altera_male,altera_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.43272322,-0.45912415,"('unsociable', 'sociable')",-0.28063726,-0.41820222,-0.3566802,-0.4386632,-0.081983
1,-1.7497172,-1.6662265,"('unfriendly', 'friendly')",1.1163939,0.88740635,-0.3166617,-0.3894101,-0.0727484
2,-0.08944982,-0.16231512,"('unlikable', 'likable')",0.67332107,0.6825969,0.2919356,0.2601409,-0.0317947
3,-0.11027678,0.11577642,"('repellent', 'pleasant')",0.86489505,0.90987194,0.3773091,0.5128242,0.1355151
4,-0.7331792,-0.66832286,"('disliked', 'liked')",-6.437384,-6.4345336,-3.5852816,-3.5514283,0.0338533
5,-1.1940745,-1.1867105,"('distant', 'outgoing')",-0.63344806,-0.739387,-0.9137613,-0.9630487,-0.0492874
6,-1.350706,-1.2825866,"('distant', 'open')",-0.6564208,-0.81687033,-1.0035634,-1.0497284,-0.046165
7,-0.25489882,-0.16600019,"('insensitive', 'sensitive')",-0.045230832,-0.017548624,-0.1500648,-0.0917744,0.0582904
8,-0.6525451,-0.6626424,"('unaffectionate', 'affectionate')",0.4549449,0.32179636,-0.0988001,-0.170423,-0.0716229
9,-1.1288364,-1.0615312,"('unaffectionate', 'caring')",0.705423,0.6102395,-0.2117067,-0.2256458,-0.0139391
10,-0.42685738,-0.2590708,"('unsympathetic', 'sympathetic')",-1.0434306,-1.0582685,-0.735144,-0.6586697,0.0764743
11,0.04639931,0.07979684,"('unhelpful', 'helpful')",1.128413,1.2056329,0.5874062,0.6427149,0.0553087
12,-0.2973869,-0.06491614,"('unsupportive', 'supportive')",-2.3009846,-2.289553,-1.2991858,-1.1772345,0.1219513
13,-0.5963067,-0.7423377,"('impolite', 'polite')",-1.2297957,-1.1825252,-0.9130512,-0.9624314,-0.0493802
14,0.9826652,0.9933909,"('antisocial', 'social')",0.3774296,0.34433213,0.6800474,0.6688615,-0.0111859
15,-0.3207522,-0.47875336,"('boring', 'funny')",0.23908827,0.21941997,-0.040832,-0.1296667,-0.0888347
16,-1.4625798,-1.3901925,"('unpopular', 'popular')",0.46377474,0.3780812,-0.4994026,-0.5060557,-0.0066531
17,-1.2921393,-1.2117245,"('nasty', 'nice')",-0.4692186,-0.42805037,-0.880679,-0.8198875,0.0607915
18,-0.7601565,-0.6079953,"('disagreeable', 'welcoming')",-0.5085999,-0.59968835,-0.6343782,-0.6038418,0.0305364
19,-2.0470667,-1.9715501,"('inhospitable', 'hospitable')",-0.8629358,-0.88560706,-1.4550012,-1.4285786,0.0264226
20,0.6100852,0.6425852,"('rough', 'thoughtful')",0.92083037,0.8746487,0.7654577,0.7586169,-0.0068408
21,0.26743236,0.24596205,"('immoral', 'moral')",-0.20614186,-0.1340931,0.0306453,0.0559345,0.0252892
22,0.002474574,0.008327911,"('untrustworthy', 'trustworthy')",-1.0080239,-1.0707937,-0.5027747,-0.5312329,-0.0284582
23,-0.6485343,-0.5369492,"('insincere', 'sincere')",5.078439,5.0039434,2.2149525,2.2334971,0.0185446
24,-0.9415021,-1.0574043,"('dishonest', 'honest')",0.29428676,0.25916475,-0.3236077,-0.3991198,-0.0755121
25,-0.6327281,-0.7304684,"('egoistic', 'altruistic')",1.6110648,1.4920852,0.4891683,0.3808084,-0.1083599
26,-0.0715467,-0.11070777,"('hardhearted', 'benevolent')",1.8935323,1.7486951,0.9109928,0.8189937,-0.0919991
27,0.020577114,-0.006896727,"('hardhearted', 'softhearted')",0.97848284,0.83888215,0.49953,0.4159927,-0.0835373
28,-0.78408885,-0.8323778,"('disloyal', 'loyal')",1.0250349,0.96012866,0.120473,0.0638754,-0.0565976
29,-0.7511461,-0.83064514,"('unfair', 'fair')",-0.50133264,-0.6562501,-0.6262394,-0.7434477,-0.1172083
30,0.20926976,0.22616202,"('intolerant', 'tolerant')",1.0177293,1.028349,0.6134995,0.6272556,0.0137561
31,-1.8631663,-1.7061622,"('evil', 'good')",-0.6315156,-0.75991505,-1.2473409,-1.2330387,0.0143022
32,-0.3463312,-0.41401815,"('unkind', 'kind')",0.39838985,0.25194705,0.0260293,-0.0810356,-0.1070649
33,-0.47696862,-0.5238279,"('wrong', 'right')",-0.6371495,-0.6907495,-0.557059,-0.6072887,-0.0502297
34,-0.40653217,-0.2620616,"('mean', 'honorable')",5.025627,5.1177864,2.3095474,2.4278624,0.118315
35,-0.88088316,-1.0485978,"('corrupt', 'incorrupt')",-0.34077433,-0.4207293,-0.6108288,-0.7346635,-0.1238347
36,-1.4322029,-1.3501294,"('hostile', 'amicable')",-0.10643124,-0.26675695,-0.7693171,-0.8084432,-0.0391261
37,0.04649861,0.014891781,"('fake', 'genuine')",-0.20307174,-0.20020045,-0.0782866,-0.0926543,-0.0143677
38,-0.6594547,-0.54580325,"('untruthful', 'truthful')",-0.6749123,-0.5954369,-0.6671835,-0.5706201,0.0965634
39,-0.32500738,-0.37106186,"('exploitative', 'cooperative')",0.33219415,0.3522096,0.0035934,-0.0094261,-0.0130195
40,-0.12962677,-0.089083314,"('stingy', 'generous')",-1.7970904,-1.9561993,-0.9633586,-1.0226413,-0.0592827
41,-0.08112196,0.05769943,"('unforgiving', 'forgiving')",-0.027615793,-0.07437082,-0.0543689,-0.0083357,0.0460332
42,0.3703385,0.5254722,"('unreliable', 'reliable')",-3.118273,-3.1408832,-1.3739673,-1.3077055,0.0662618
43,0.11394596,0.17329803,"('irresponsible', 'responsible')",0.15022454,0.13053136,0.1320852,0.1519147,0.0198295
44,0.14090784,-0.06546112,"('prejudiced', 'unprejudiced')",-1.2499863,-1.3005776,-0.5545392,-0.6830194,-0.1284802
45,-0.73574823,-0.47078717,"('incompetent', 'competent')",-0.06825441,-0.08914992,-0.4020013,-0.2799686,0.1220327
46,-0.030041102,0.13159207,"('uncompetitive', 'competitive')",-1.1415347,-1.0575377,-0.5857879,-0.4629728,0.1228151
47,-0.2729039,-0.25458565,"('stupid', 'smart')",5.055987,5.007058,2.3915415,2.3762362,-0.0153053
48,0.42509094,0.45999178,"('unintelligent', 'intelligent')",0.86681896,0.901015,0.645955,0.6805034,0.0345484
49,-0.063097216,0.13837522,"('unable', 'able')",-0.2866693,-0.19892655,-0.1748833,-0.0302757,0.1446076
50,-0.7163466,-0.5973277,"('clumsy', 'skillful')",-0.2283473,-0.28801182,-0.472347,-0.4426697,0.0296773
51,-0.35363218,-0.3954115,"('uneducated', 'educated')",-0.15645725,-0.22104304,-0.2550447,-0.3082273,-0.0531826
52,-1.3779714,-1.5631666,"('irrational', 'rational')",0.27937728,0.10514781,-0.5492971,-0.7290094,-0.1797123
53,-1.8670353,-1.7499578,"('uncreative', 'creative')",0.25351775,0.10916703,-0.8067588,-0.8203954,-0.0136366
54,-1.0197622,-1.0457609,"('incapable', 'capable')",0.51336414,0.52176857,-0.253199,-0.2619962,-0.0087972
55,0.24266061,0.42218035,"('incompetent', 'clever')",0.44154167,0.46515077,0.3421012,0.4436656,0.1015644
56,0.61590105,0.71683013,"('impractical', 'practical')",-0.4537355,-0.43391278,0.0810828,0.1414587,0.0603759
57,-0.23426898,-0.07656819,"('unimaginative', 'imaginative')",-3.0252464,-3.0615306,-1.6297576,-1.5690494,0.0607082
58,-0.14015624,-0.004269665,"('undiscriminating', 'discriminating')",0.22608094,0.15480416,0.0429623,0.0752672,0.0323049
59,-0.631979,-0.66098195,"('foolish', 'wise')",0.11058712,0.07841951,-0.2606959,-0.2912812,-0.0305853
60,0.98971295,1.1645584,"('inefficient', 'efficient')",-0.15665486,0.026380144,0.4165291,0.5954693,0.1789402
61,-0.9548975,-1.066472,"('illogical', 'logical')",0.45105624,0.26932123,-0.2519206,-0.3985754,-0.1466548
62,0.1271107,0.2801516,"('incompetent', 'brilliant')",0.30304527,0.43304306,0.215078,0.3565973,0.1415193
63,0.023615085,0.24500236,"('unperceptive', 'insightful')",0.038452495,0.08715378,0.0310338,0.1660781,0.1350443
64,0.100751825,0.039685383,"('shy', 'confident')",-6.135653,-6.081245,-3.0174506,-3.0207798,-0.0033292
65,0.4125557,0.26426342,"('insecure', 'secure')",-0.21452491,-0.14489335,0.0990154,0.059685,-0.0393304
66,-1.6102107,-1.696166,"('inactive', 'active')",-0.1240803,-0.19651626,-0.8671455,-0.9463412,-0.0791957
67,0.63144493,0.54504,"('doubtful', 'determined')",-0.23399132,-0.21576832,0.1987268,0.1646358,-0.034091
68,0.17624994,0.12750986,"('dependent', 'independent')",-0.92896235,-0.9351562,-0.3763562,-0.4038232,-0.027467
69,-0.7442224,-0.79022974,"('lazy', 'industrious')",-0.5080759,-0.52928406,-0.6261492,-0.6597569,-0.0336077
70,0.31968424,0.4639244,"('lethargic', 'energetic')",-0.1973028,-0.19139092,0.0611907,0.1362667,0.075076
71,-0.49833736,-0.5009172,"('diffident', 'self-confident')",0.28973955,0.2214911,-0.1042989,-0.139713,-0.0354141
72,0.68274736,0.5987343,"('unambitious', 'ambitious')",-0.44432902,-0.3969708,0.1192092,0.1008818,-0.0183274
73,0.6972165,0.65015054,"('helpless', 'self-reliant')",-2.8502219,-2.8349578,-1.0765027,-1.0924037,-0.015901
74,0.23438933,0.45843583,"('undedicated', 'dedicated')",-0.26623923,-0.36090422,-0.0159249,0.0487658,0.0646907
75,-0.26619494,-0.22325557,"('meek', 'impulsive')",-0.77095443,-0.7173429,-0.5185747,-0.4702992,0.0482755
76,0.6078538,0.70984817,"('anxious', 'daring')",-0.2733916,-0.18483087,0.1672311,0.2625086,0.0952775
77,-0.7724339,-0.63314235,"('unmotivated', 'motivated')",-1.1786765,-1.0191557,-0.9755552,-0.826149,0.1494062
78,-0.13775991,0.044631824,"('nonresilient', 'resilient')",-0.17159717,-0.15969774,-0.1546785,-0.057533,0.0971455
79,-1.8399186,-1.7623022,"('wavering', 'unwavering')",-0.7434299,-0.74011314,-1.2916743,-1.2512076,0.0404667
80,0.34320498,0.17167315,"('dominated', 'dominating')",-0.9961699,-0.8761299,-0.3264825,-0.3522284,-0.0257459
81,1.3254329,1.1715099,"('submissive', 'aggressive')",-0.5184355,-0.35327965,0.4034987,0.4091151,0.0056164
82,-0.83982766,-0.7692119,"('poor', 'rich')",5.7702985,5.6724,2.4652355,2.4515941,-0.0136414
83,0.03078635,-0.013892755,"('powerless', 'powerful')",-0.88533205,-0.8750252,-0.4272729,-0.444459,-0.0171861
84,0.7893629,0.58529663,"('inferior', 'superior')",1.038184,1.0775164,0.9137735,0.8314065,-0.082367
85,-1.2212286,-1.2489558,"('insignificant', 'prestigious')",0.25976425,0.11955194,-0.4807322,-0.564702,-0.0839698
86,-0.6802732,-0.57309663,"('uninfluential', 'influential')",-0.6104813,-0.72819746,-0.6453773,-0.650647,-0.0052697
87,-0.6737486,-0.8061533,"('unsuccessful', 'successful')",0.80404997,0.8326504,0.0651507,0.0132486,-0.0519021
88,-0.4231812,-0.44465885,"('low', 'eminent')",-0.3658089,-0.4123658,-0.3944951,-0.4285123,-0.0340172
