,berkley_male,berkley_female,tuple,w_male,w_female,r_male,r_female,corp_male,corp_female,average_male,average_female,female-male
0,-2.0408068,-2.1007445,"('unsociable', 'sociable')",1.012723,0.82396454,0.98632383,0.9190358,0.51663977,0.4560525,0.11872,0.0245771,-0.0941429
1,-1.4291053,-1.5054247,"('unfriendly', 'friendly')",-0.79376656,-0.9049339,-1.1133635,-1.1973581,1.2758802,1.1017488,-0.5150888,-0.626492,-0.1114032
2,0.629321,0.7051453,"('unlikable', 'likable')",1.381449,1.4684864,1.2661818,1.2877362,0.81010884,0.7726331,1.0217651,1.0585003,0.0367352
3,-1.1791298,-1.0230514,"('repellent', 'pleasant')",1.0162897,1.0423044,1.1618199,1.2558576,1.3202468,1.3449,0.5798067,0.6550027,0.075196
4,0.8069344,0.61257225,"('disliked', 'liked')",-0.8526968,-1.0904536,0.1157544,-0.083930954,-6.718965,-6.8176517,-1.6622432,-1.844866,-0.1826228
5,0.70554566,0.64265484,"('distant', 'outgoing')",-1.0949367,-1.0087769,-0.32639557,-0.28917807,-0.5099998,-0.43625256,-0.3064466,-0.2728882,0.0335584
6,0.43270463,0.44757766,"('distant', 'open')",-1.1645594,-1.0288622,-0.8830281,-0.8056115,-0.41231328,-0.31259185,-0.506799,-0.424872,0.081927
7,-1.0832264,-1.0681288,"('insensitive', 'sensitive')",1.0323639,0.93665034,0.16344884,0.25800666,0.7311316,0.7615228,0.2109295,0.2220128,0.0110833
8,-0.139856,-0.2737689,"('unaffectionate', 'affectionate')",-0.5221868,-0.43981934,-0.25496006,-0.28587455,0.688308,0.5996983,-0.0571737,-0.0999411,-0.0427674
9,-0.56160426,-0.64531595,"('unaffectionate', 'caring')",0.5415028,0.52365434,0.9147861,0.9338276,1.8304358,1.7921813,0.6812801,0.6510868,-0.0301933
10,-1.8426939,-1.8427632,"('unsympathetic', 'sympathetic')",1.6692184,1.4631866,0.3304761,0.44958812,0.46340004,0.440972,0.1551002,0.1277459,-0.0273543
11,-1.5225954,-1.5663443,"('unhelpful', 'helpful')",0.58701587,0.368729,0.255918,0.30836058,2.4097006,2.3956563,0.4325098,0.3766004,-0.0559094
12,-1.2145469,-1.1314493,"('unsupportive', 'supportive')",0.9578724,0.95700324,-0.291269,-0.20837519,-1.7096037,-1.7153243,-0.5643868,-0.5245364,0.0398504
13,-1.5632873,-1.5625547,"('impolite', 'polite')",0.6953272,0.5747922,0.745799,0.7499326,-0.015520845,0.05359724,-0.0344205,-0.0460582,-0.0116377
14,-1.2141671,-1.2149373,"('antisocial', 'social')",1.6425484,1.4849772,0.98495466,0.9230139,-0.106807664,-0.16917051,0.3266321,0.2559708,-0.0706613
15,0.030396365,-0.12826768,"('boring', 'funny')",0.28983492,0.16327968,0.8070268,0.8043782,-0.21751423,-0.09671391,0.227436,0.1856691,-0.0417669
16,-0.3957392,-0.264894,"('unpopular', 'popular')",-0.52254134,-0.36371052,0.4976284,0.5736782,0.5323039,0.67492455,0.0279129,0.1549996,0.1270867
17,-0.21732152,-0.26471674,"('nasty', 'nice')",-0.049600307,-0.029657686,-0.25125736,-0.2396904,-0.43301785,-0.2974491,-0.2377993,-0.2078785,0.0299208
18,-0.8287414,-0.60620385,"('disagreeable', 'welcoming')",-0.89736533,-0.61568093,-1.0194284,-0.8055669,-0.936775,-0.9008018,-0.9205775,-0.7320633,0.1885142
19,0.26412803,0.26699287,"('inhospitable', 'hospitable')",0.19795889,0.3338267,0.2621282,0.49515688,-0.46420836,-0.26292044,0.0650017,0.208264,0.1432623
20,-0.11535576,-0.19200546,"('rough', 'thoughtful')",0.36037663,0.32822156,-0.33802202,-0.45845047,0.5714368,0.5552258,0.1196089,0.0582479,-0.061361
21,-1.1701951,-1.0520554,"('immoral', 'moral')",2.2066228,2.1489332,1.139165,1.3761508,-0.26989156,-0.12038836,0.4764253,0.5881601,0.1117348
22,-0.6322679,-0.71808815,"('untrustworthy', 'trustworthy')",1.27818,0.9899477,0.73109406,0.52690387,-0.39750353,-0.5236424,0.2448757,0.0687802,-0.1760955
23,-1.9489027,-1.9859678,"('insincere', 'sincere')",1.5523423,1.4355733,0.82568926,0.9083799,6.6803794,6.662136,1.777377,1.7550304,-0.0223466
24,-0.44195345,-0.50882745,"('dishonest', 'honest')",0.70979416,0.6756224,0.17549433,0.14630087,1.371994,1.31533,0.4538323,0.4071065,-0.0467258
25,0.66255987,0.67542183,"('egoistic', 'altruistic')",-0.9469462,-0.69480306,-0.442284,-0.3022732,0.40033618,0.42782104,-0.0815835,0.0265417,0.1081252
26,-0.21272683,-0.41452223,"('hardhearted', 'benevolent')",0.062126845,-0.1548305,0.029752925,-0.29996204,1.0645964,0.8220821,0.2359373,-0.0118082,-0.2477455
27,-0.13765126,-0.054625478,"('hardhearted', 'softhearted')",-0.350694,-0.15910116,-0.7020171,-0.53326154,0.89785826,0.962912,-0.073126,0.053981,0.127107
28,-1.0956788,-1.2889285,"('disloyal', 'loyal')",0.42304826,0.15275013,-0.24020132,-0.41271126,1.9066966,1.6447392,0.2484662,0.0239624,-0.2245038
29,-0.68756324,-0.76087856,"('unfair', 'fair')",0.91558814,0.7991373,1.2548417,1.2698967,0.32970387,0.21530566,0.4531426,0.3808653,-0.0722773
30,-1.0287352,-1.0136284,"('intolerant', 'tolerant')",0.603924,0.62665933,0.30421257,0.37480778,0.73574597,0.8578038,0.1537868,0.2114106,0.0576238
31,0.32642648,0.3843743,"('evil', 'good')",-1.4122021,-1.2217443,-0.83903354,-0.86964273,-1.0578754,-1.0811688,-0.7456712,-0.6970454,0.0486258
32,-1.2152604,-1.2535766,"('unkind', 'kind')",1.0173438,0.8084935,0.50183356,0.44148022,0.94333315,0.789943,0.3118125,0.196585,-0.1152275
33,0.9314005,0.9304701,"('wrong', 'right')",-0.65416455,-0.57483095,-0.056463905,0.00070509315,-0.77817947,-0.8637015,-0.1393519,-0.1268393,0.0125126
34,-0.37341273,-0.2256636,"('mean', 'honorable')",0.478029,0.5822203,0.0119762495,0.201639,6.0092545,6.2537355,1.5314617,1.7029828,0.1715211
35,2.5344026,2.3550355,"('corrupt', 'incorrupt')",-1.8925333,-1.8238658,-1.2799572,-1.3637784,-1.1098585,-1.1123081,-0.4369866,-0.4862292,-0.0492426
36,1.1945267,1.0855991,"('hostile', 'amicable')",-1.8626176,-1.864701,-1.2585399,-1.4174895,-0.2713919,-0.32251844,-0.5495057,-0.6297774,-0.0802717
37,-0.055587813,-0.057127677,"('fake', 'genuine')",1.3779182,1.3299327,-0.2621665,-0.22075263,0.5357089,0.5960301,0.3989682,0.4120206,0.0130524
38,-0.52834857,-0.63536805,"('untruthful', 'truthful')",-0.08161987,-0.20040658,-0.49928865,-0.6216947,0.3084979,0.2632663,-0.2001898,-0.2985508,-0.098361
39,-0.27576184,-0.25549212,"('exploitative', 'cooperative')",0.80116814,0.83764887,-0.10815953,-0.11434926,0.15475538,0.17321065,0.1430005,0.1602545,0.017254
40,-0.06658598,-0.053495917,"('stingy', 'generous')",-0.4837991,-0.4360302,-0.55325294,-0.55050933,-1.9335815,-1.9820632,-0.7593049,-0.7555246,0.0037803
41,-0.91473114,-0.9365108,"('unforgiving', 'forgiving')",-0.25137144,-0.3353316,-0.47386006,-0.48274705,0.34503704,0.33201504,-0.3237314,-0.3556436,-0.0319122
42,-0.02387048,0.12682605,"('unreliable', 'reliable')",0.42239344,0.48368883,0.27040955,0.47136638,-3.0229347,-2.9566412,-0.5885005,-0.46869,0.1198105
43,-1.7180984,-1.6634684,"('irresponsible', 'responsible')",1.213026,1.2282748,0.3675932,0.48596108,1.2770607,1.335788,0.2848954,0.3466389,0.0617435
44,0.8753369,0.8567268,"('prejudiced', 'unprejudiced')",-1.6339203,-1.4268956,-1.7805914,-1.6267055,-1.9155052,-1.9053292,-1.11367,-1.0255508,0.0881192
45,-0.95527786,-1.1092476,"('incompetent', 'competent')",2.3621836,2.1696086,1.7771406,1.700095,0.9308144,0.798197,1.0287151,0.8896633,-0.1390518
46,-1.3954055,-1.3846226,"('uncompetitive', 'competitive')",2.4383838,2.2421746,0.9988655,1.0352402,0.0067690406,0.03877929,0.5121532,0.4828929,-0.0292603
47,-0.4697205,-0.44797516,"('stupid', 'smart')",0.6756326,0.57309926,0.5776901,0.42538553,5.6687026,5.642591,1.6130762,1.5482751,-0.0648011
48,-1.6402369,-1.6134002,"('unintelligent', 'intelligent')",-0.45935786,-0.40571266,-1.5012916,-1.4427937,0.3540623,0.35528195,-0.811706,-0.7766562,0.0350498
49,-0.26860332,-0.2790261,"('unable', 'able')",0.100486085,0.20744616,-0.35945857,-0.3028609,-0.19290149,-0.01831926,-0.1801193,-0.09819,0.0819293
50,0.70042,0.77304095,"('clumsy', 'skillful')",-0.11744865,-0.13530809,0.84597474,0.8004353,0.3989277,0.31760153,0.4569685,0.4389424,-0.0180261
51,-0.6123127,-0.6378193,"('uneducated', 'educated')",1.7499776,1.4681151,0.52570456,0.5602415,0.48663926,0.4544528,0.5375022,0.4612475,-0.0762547
52,-0.27499244,-0.33164948,"('irrational', 'rational')",-0.45550346,-0.42894965,0.5659479,0.55536324,0.4434908,0.4465059,0.0697357,0.0603175,-0.0094182
53,-0.7870835,-0.8682925,"('uncreative', 'creative')",0.22331998,0.16506898,0.32655543,0.3445287,0.69173,0.6543517,0.1136305,0.0739142,-0.0397163
54,-0.2828896,-0.3130721,"('incapable', 'capable')",-0.3692838,-0.33074299,-0.43237478,-0.361413,0.5627057,0.65952814,-0.1304606,-0.086425,0.0440356
