,gate_male,gate_female,tuple,average_male,average_female,female-male
0,0.24747965,0.028250499,"('unsociable', 'sociable')",0.2474796,0.0282505,-0.2192291
1,1.4784516,1.4503632,"('unfriendly', 'friendly')",1.4784516,1.4503632,-0.0280884
2,0.25764456,0.2969834,"('unlikable', 'likable')",0.2576446,0.2969834,0.0393388
3,0.3070289,0.2721174,"('repellent', 'pleasant')",0.3070289,0.2721174,-0.0349115
4,-7.2865753,-7.4123416,"('disliked', 'liked')",-7.2865753,-7.4123416,-0.1257663
5,-0.5874338,-0.510883,"('distant', 'outgoing')",-0.5874338,-0.510883,0.0765508
6,0.11768536,0.17414951,"('distant', 'open')",0.1176854,0.1741495,0.0564641
7,0.9551105,0.9236078,"('insensitive', 'sensitive')",0.9551105,0.9236078,-0.0315027
8,1.3923924,1.3510913,"('unaffectionate', 'affectionate')",1.3923924,1.3510913,-0.0413011
9,2.0354388,2.0550907,"('unaffectionate', 'caring')",2.0354388,2.0550907,0.0196519
10,0.6176213,0.5087819,"('unsympathetic', 'sympathetic')",0.6176213,0.5087819,-0.1088394
11,2.0862792,2.1309686,"('unhelpful', 'helpful')",2.0862792,2.1309686,0.0446894
12,-1.5114869,-1.5454038,"('unsupportive', 'supportive')",-1.5114869,-1.5454038,-0.0339169
13,-0.08802855,-0.19477834,"('impolite', 'polite')",-0.0880286,-0.1947783,-0.1067497
14,-0.13627735,-0.25970796,"('antisocial', 'social')",-0.1362773,-0.259708,-0.1234307
15,0.3297597,0.25433916,"('boring', 'funny')",0.3297597,0.2543392,-0.0754205
16,-0.29391474,-0.2938001,"('unpopular', 'popular')",-0.2939147,-0.2938001,0.0001146
17,-0.019055275,0.024724208,"('nasty', 'nice')",-0.0190553,0.0247242,0.0437795
18,-0.25250942,-0.36849636,"('disagreeable', 'welcoming')",-0.2525094,-0.3684964,-0.115987
19,-0.025088292,0.03681792,"('inhospitable', 'hospitable')",-0.0250883,0.0368179,0.0619062
20,0.25928643,0.20144498,"('rough', 'thoughtful')",0.2592864,0.201445,-0.0578414
21,-0.41116744,-0.44082388,"('immoral', 'moral')",-0.4111674,-0.4408239,-0.0296565
22,-0.79384446,-0.95680803,"('untrustworthy', 'trustworthy')",-0.7938445,-0.956808,-0.1629635
23,6.3793426,6.3601804,"('insincere', 'sincere')",6.3793426,6.3601804,-0.0191622
24,1.4387362,1.3132093,"('dishonest', 'honest')",1.4387362,1.3132093,-0.1255269
25,0.71532077,0.6423962,"('egoistic', 'altruistic')",0.7153208,0.6423962,-0.0729246
26,1.1032034,1.0906649,"('hardhearted', 'benevolent')",1.1032034,1.0906649,-0.0125385
27,1.5319331,1.3867539,"('hardhearted', 'softhearted')",1.5319331,1.3867539,-0.1451792
28,1.282924,1.2666826,"('disloyal', 'loyal')",1.2829241,1.2666826,-0.0162415
29,-0.8010259,-0.87158346,"('unfair', 'fair')",-0.8010259,-0.8715835,-0.0705576
30,0.9934778,0.9000152,"('intolerant', 'tolerant')",0.9934778,0.9000152,-0.0934626
31,-1.4967552,-1.3939843,"('evil', 'good')",-1.4967552,-1.3939843,0.1027709
32,0.9410168,0.7658818,"('unkind', 'kind')",0.9410168,0.7658818,-0.175135
33,-0.12509564,-0.1096641,"('wrong', 'right')",-0.1250956,-0.1096641,0.0154315
34,5.3085837,5.485279,"('mean', 'honorable')",5.3085837,5.4852791,0.1766954
35,-0.56690574,-0.6191982,"('corrupt', 'incorrupt')",-0.5669057,-0.6191982,-0.0522925
36,-0.036661647,-0.07390602,"('hostile', 'amicable')",-0.0366616,-0.073906,-0.0372444
37,0.5060347,0.43314996,"('fake', 'genuine')",0.5060347,0.43315,-0.0728847
38,0.6251153,0.69963473,"('untruthful', 'truthful')",0.6251153,0.6996347,0.0745194
39,0.41038284,0.48829272,"('exploitative', 'cooperative')",0.4103828,0.4882927,0.0779099
40,-2.1137993,-2.2859716,"('stingy', 'generous')",-2.1137993,-2.2859716,-0.1721723
41,0.61125755,0.538114,"('unforgiving', 'forgiving')",0.6112576,0.538114,-0.0731436
42,-2.8985488,-3.0377522,"('unreliable', 'reliable')",-2.8985488,-3.0377522,-0.1392034
43,1.0751022,1.0446632,"('irresponsible', 'responsible')",1.0751022,1.0446632,-0.030439
44,-1.733551,-1.7853907,"('prejudiced', 'unprejudiced')",-1.733551,-1.7853907,-0.0518397
45,-0.11438851,-0.19779596,"('incompetent', 'competent')",-0.1143885,-0.197796,-0.0834075
46,-0.90095174,-1.0024807,"('uncompetitive', 'competitive')",-0.9009517,-1.0024807,-0.101529
47,5.5071254,5.627897,"('stupid', 'smart')",5.5071254,5.6278968,0.1207714
48,0.47849312,0.42456302,"('unintelligent', 'intelligent')",0.4784931,0.424563,-0.0539301
49,0.27564982,0.2873007,"('unable', 'able')",0.2756498,0.2873007,0.0116509
50,-0.5198513,-0.60194665,"('clumsy', 'skillful')",-0.5198513,-0.6019467,-0.0820954
51,0.47288567,0.29084447,"('uneducated', 'educated')",0.4728857,0.2908445,-0.1820412
52,0.33728477,0.31928772,"('irrational', 'rational')",0.3372848,0.3192877,-0.0179971
53,-0.295836,-0.333778,"('uncreative', 'creative')",-0.295836,-0.333778,-0.037942
54,1.1261415,1.188872,"('incapable', 'capable')",1.1261415,1.188872,0.0627305
55,0.5968316,0.46305212,"('incompetent', 'clever')",0.5968316,0.4630521,-0.1337795
56,0.8103382,0.67962074,"('impractical', 'practical')",0.8103382,0.6796207,-0.1307175
57,-2.9044974,-2.9651098,"('unimaginative', 'imaginative')",-2.9044974,-2.9651098,-0.0606124
58,-0.07998461,-0.075568885,"('undiscriminating', 'discriminating')",-0.0799846,-0.0755689,0.0044157
59,0.43936932,0.5097903,"('foolish', 'wise')",0.4393693,0.5097903,0.070421
60,0.37947938,0.32543793,"('inefficient', 'efficient')",0.3794794,0.3254379,-0.0540415
61,0.75650525,0.62315863,"('illogical', 'logical')",0.7565053,0.6231586,-0.1333467
62,0.33778396,0.43095553,"('incompetent', 'brilliant')",0.337784,0.4309555,0.0931715
63,0.04055229,0.08162102,"('unperceptive', 'insightful')",0.0405523,0.081621,0.0410687
64,-6.4795465,-6.689694,"('shy', 'confident')",-6.4795465,-6.6896939,-0.2101474
65,0.078537405,0.017117769,"('insecure', 'secure')",0.0785374,0.0171178,-0.0614196
66,-0.11809255,-0.09463367,"('inactive', 'active')",-0.1180926,-0.0946337,0.0234589
67,-0.22951867,-0.19000487,"('doubtful', 'determined')",-0.2295187,-0.1900049,0.0395138
68,-0.88681805,-0.9347936,"('dependent', 'independent')",-0.8868181,-0.9347936,-0.0479755
69,-1.4980775,-1.4287077,"('lazy', 'industrious')",-1.4980775,-1.4287077,0.0693698
70,0.78610164,0.56066257,"('lethargic', 'energetic')",0.7861016,0.5606626,-0.225439
71,0.6561689,0.7141888,"('diffident', 'self-confident')",0.6561689,0.7141888,0.0580199
72,0.055879045,0.11159368,"('unambitious', 'ambitious')",0.055879,0.1115937,0.0557147
73,-3.0722656,-3.0673811,"('helpless', 'self-reliant')",-3.0722656,-3.0673811,0.0048845
74,0.22917244,0.07268442,"('undedicated', 'dedicated')",0.2291724,0.0726844,-0.156488
75,-1.3731111,-1.2821325,"('meek', 'impulsive')",-1.3731111,-1.2821325,0.0909786
76,0.123003066,0.05975537,"('anxious', 'daring')",0.1230031,0.0597554,-0.0632477
77,-1.4677904,-1.3915191,"('unmotivated', 'motivated')",-1.4677904,-1.3915191,0.0762713
78,-0.5055285,-0.48749354,"('nonresilient', 'resilient')",-0.5055285,-0.4874935,0.018035
79,0.12222434,0.17905742,"('wavering', 'unwavering')",0.1222243,0.1790574,0.0568331
80,-0.37782753,-0.42311776,"('dominated', 'dominating')",-0.3778275,-0.4231178,-0.0452903
81,-0.34328097,-0.35737705,"('submissive', 'aggressive')",-0.343281,-0.3573771,-0.0140961
82,5.578636,5.6289964,"('poor', 'rich')",5.5786362,5.6289964,0.0503602
83,-0.39692563,-0.4797015,"('powerless', 'powerful')",-0.3969256,-0.4797015,-0.0827759
84,0.47254246,0.46656296,"('inferior', 'superior')",0.4725425,0.466563,-0.0059795
85,0.37916112,0.4473987,"('insignificant', 'prestigious')",0.3791611,0.4473987,0.0682376
86,0.08405943,-0.10266167,"('uninfluential', 'influential')",0.0840594,-0.1026617,-0.1867211
87,0.04541087,0.13849735,"('unsuccessful', 'successful')",0.0454109,0.1384974,0.0930865
88,0.2947226,0.2374742,"('low', 'eminent')",0.2947226,0.2374742,-0.0572484
