,plane_male,plane_female,tuple,average_male,average_female,female-male
0,0.35816386,0.27187145,"('unsociable', 'sociable')",0.3581639,0.2718714,-0.0862925
1,1.7928522,1.7834461,"('unfriendly', 'friendly')",1.7928522,1.7834461,-0.0094061
2,0.82725984,0.99093443,"('unlikable', 'likable')",0.8272598,0.9909344,0.1636746
3,1.0649806,1.2227297,"('repellent', 'pleasant')",1.0649806,1.2227297,0.1577491
4,-7.0499244,-6.848636,"('disliked', 'liked')",-7.0499244,-6.8486362,0.2012882
5,-0.018295202,0.061627876,"('distant', 'outgoing')",-0.0182952,0.0616279,0.0799231
6,0.18754897,0.29391629,"('distant', 'open')",0.187549,0.2939163,0.1063673
7,1.8772146,1.8482999,"('insensitive', 'sensitive')",1.8772146,1.8482999,-0.0289147
8,1.1594671,1.150808,"('unaffectionate', 'affectionate')",1.1594671,1.150808,-0.0086591
9,1.5891808,1.6339524,"('unaffectionate', 'caring')",1.5891808,1.6339524,0.0447716
10,1.6437143,1.6430546,"('unsympathetic', 'sympathetic')",1.6437143,1.6430546,-0.0006597
11,2.2455778,2.2131011,"('unhelpful', 'helpful')",2.2455778,2.2131011,-0.0324767
12,-0.8593101,-0.7986944,"('unsupportive', 'supportive')",-0.8593101,-0.7986944,0.0606157
13,0.5190698,0.415357,"('impolite', 'polite')",0.5190698,0.415357,-0.1037128
14,0.15332146,0.05368746,"('antisocial', 'social')",0.1533215,0.0536875,-0.099634
15,0.37465283,0.37038898,"('boring', 'funny')",0.3746528,0.370389,-0.0042638
16,-0.4412292,-0.27091995,"('unpopular', 'popular')",-0.4412292,-0.2709199,0.1703093
17,-0.11465425,-0.021748882,"('nasty', 'nice')",-0.1146543,-0.0217489,0.0929054
18,-0.12524468,-0.051607452,"('disagreeable', 'welcoming')",-0.1252447,-0.0516075,0.0736372
19,0.021764077,0.097176425,"('inhospitable', 'hospitable')",0.0217641,0.0971764,0.0754123
20,0.88300794,0.7671243,"('rough', 'thoughtful')",0.8830079,0.7671243,-0.1158836
21,0.61170244,0.6212289,"('immoral', 'moral')",0.6117024,0.6212289,0.0095265
22,0.21694237,0.18953423,"('untrustworthy', 'trustworthy')",0.2169424,0.1895342,-0.0274082
23,6.9946823,6.9170914,"('insincere', 'sincere')",6.9946823,6.9170914,-0.0775909
24,2.4271088,2.4170377,"('dishonest', 'honest')",2.4271088,2.4170377,-0.0100711
25,0.5168236,0.48849636,"('egoistic', 'altruistic')",0.5168236,0.4884964,-0.0283272
26,0.3110805,0.24371395,"('hardhearted', 'benevolent')",0.3110805,0.2437139,-0.0673666
27,1.6051692,1.5602156,"('hardhearted', 'softhearted')",1.6051692,1.5602156,-0.0449536
28,1.5490541,1.5255393,"('disloyal', 'loyal')",1.5490541,1.5255393,-0.0235148
29,0.19410087,0.093275584,"('unfair', 'fair')",0.1941009,0.0932756,-0.1008253
30,1.2609991,1.1184082,"('intolerant', 'tolerant')",1.2609991,1.1184082,-0.1425909
31,-1.3054204,-1.18397,"('evil', 'good')",-1.3054204,-1.18397,0.1214504
32,1.5085614,1.4472506,"('unkind', 'kind')",1.5085614,1.4472506,-0.0613108
33,-0.3784602,-0.3649416,"('wrong', 'right')",-0.3784602,-0.3649416,0.0135186
34,4.790586,4.8089833,"('mean', 'honorable')",4.790586,4.8089833,0.0183973
35,-0.9764837,-0.97816867,"('corrupt', 'incorrupt')",-0.9764837,-0.9781687,-0.001685
36,-0.8962014,-0.84810793,"('hostile', 'amicable')",-0.8962014,-0.8481079,0.0480935
37,1.2207481,1.1828128,"('fake', 'genuine')",1.2207481,1.1828128,-0.0379353
38,0.37861454,0.27863634,"('untruthful', 'truthful')",0.3786145,0.2786363,-0.0999782
39,0.076978445,0.028304785,"('exploitative', 'cooperative')",0.0769784,0.0283048,-0.0486736
40,-0.91075546,-0.841521,"('stingy', 'generous')",-0.9107555,-0.841521,0.0692345
41,0.026724406,0.016496208,"('unforgiving', 'forgiving')",0.0267244,0.0164962,-0.0102282
42,-1.5401473,-1.4536486,"('unreliable', 'reliable')",-1.5401473,-1.4536486,0.0864987
43,1.6205591,1.4939337,"('irresponsible', 'responsible')",1.6205591,1.4939337,-0.1266254
44,-1.3556877,-1.4628282,"('prejudiced', 'unprejudiced')",-1.3556877,-1.4628282,-0.1071405
45,0.6910074,0.74463624,"('incompetent', 'competent')",0.6910074,0.7446362,0.0536288
46,-0.25907022,-0.22172533,"('uncompetitive', 'competitive')",-0.2590702,-0.2217253,0.0373449
47,5.5095162,5.6174,"('stupid', 'smart')",5.5095162,5.6174002,0.107884
48,1.1456531,1.0675623,"('unintelligent', 'intelligent')",1.1456531,1.0675623,-0.0780908
49,0.5170753,0.669737,"('unable', 'able')",0.5170753,0.669737,0.1526617
50,0.30694062,0.4857999,"('clumsy', 'skillful')",0.3069406,0.4857999,0.1788593
51,1.2283447,1.201379,"('uneducated', 'educated')",1.2283447,1.2013789,-0.0269658
52,-0.21420714,-0.17248958,"('irrational', 'rational')",-0.2142071,-0.1724896,0.0417175
53,0.81219697,0.82777464,"('uncreative', 'creative')",0.812197,0.8277746,0.0155776
54,1.5714496,1.7043679,"('incapable', 'capable')",1.5714496,1.7043679,0.1329183
55,1.4095557,1.3320931,"('incompetent', 'clever')",1.4095557,1.3320931,-0.0774626
56,0.9088485,0.8270165,"('impractical', 'practical')",0.9088485,0.8270165,-0.081832
57,-2.3767157,-2.2497244,"('unimaginative', 'imaginative')",-2.3767157,-2.2497244,0.1269913
58,0.13556911,0.11208886,"('undiscriminating', 'discriminating')",0.1355691,0.1120889,-0.0234802
59,0.274865,0.4600112,"('foolish', 'wise')",0.274865,0.4600112,0.1851462
60,1.0924993,0.9285061,"('inefficient', 'efficient')",1.0924993,0.9285061,-0.1639932
61,0.7690928,0.6557548,"('illogical', 'logical')",0.7690928,0.6557548,-0.113338
62,1.90627,1.9479278,"('incompetent', 'brilliant')",1.90627,1.9479278,0.0416578
63,1.2555,1.3870376,"('unperceptive', 'insightful')",1.2555,1.3870376,0.1315376
64,-5.2684445,-5.1660447,"('shy', 'confident')",-5.2684445,-5.1660447,0.1023998
65,1.2857484,1.2313625,"('insecure', 'secure')",1.2857484,1.2313625,-0.0543859
66,0.07786681,0.16036646,"('inactive', 'active')",0.0778668,0.1603665,0.0824997
67,-0.7179118,-0.78983796,"('doubtful', 'determined')",-0.7179118,-0.789838,-0.0719262
68,-0.056237265,-0.039022285,"('dependent', 'independent')",-0.0562373,-0.0390223,0.017215
69,-1.6807388,-1.5886656,"('lazy', 'industrious')",-1.6807388,-1.5886656,0.0920732
70,1.8926299,1.907383,"('lethargic', 'energetic')",1.8926299,1.907383,0.0147531
71,0.79645413,0.91078705,"('diffident', 'self-confident')",0.7964541,0.910787,0.1143329
72,1.1531502,1.141308,"('unambitious', 'ambitious')",1.1531502,1.141308,-0.0118422
73,-2.8074331,-2.6933856,"('helpless', 'self-reliant')",-2.8074331,-2.6933856,0.1140475
74,0.24704228,0.20944756,"('undedicated', 'dedicated')",0.2470423,0.2094476,-0.0375947
75,-0.8548509,-0.68819654,"('meek', 'impulsive')",-0.8548509,-0.6881965,0.1666544
76,1.125042,1.0474164,"('anxious', 'daring')",1.125042,1.0474164,-0.0776256
77,-0.7282841,-0.73237556,"('unmotivated', 'motivated')",-0.7282841,-0.7323756,-0.0040915
78,-0.24037644,-0.19572608,"('nonresilient', 'resilient')",-0.2403764,-0.1957261,0.0446503
79,-0.12923527,0.01528302,"('wavering', 'unwavering')",-0.1292353,0.015283,0.1445183
80,0.30053714,0.20969893,"('dominated', 'dominating')",0.3005371,0.2096989,-0.0908382
81,0.38804442,0.43989384,"('submissive', 'aggressive')",0.3880444,0.4398938,0.0518494
82,6.488328,6.653827,"('poor', 'rich')",6.488328,6.6538272,0.1654992
83,-0.13765325,-0.26880482,"('powerless', 'powerful')",-0.1376532,-0.2688048,-0.1311516
84,0.18683213,0.17366576,"('inferior', 'superior')",0.1868321,0.1736658,-0.0131663
85,-1.319666,-1.2220436,"('insignificant', 'prestigious')",-1.319666,-1.2220436,0.0976224
86,0.96058375,0.9642793,"('uninfluential', 'influential')",0.9605837,0.9642793,0.0036956
87,0.39566278,0.6128467,"('unsuccessful', 'successful')",0.3956628,0.6128467,0.2171839
88,0.048797168,0.21665713,"('low', 'eminent')",0.0487972,0.2166571,0.1678599
