,volcano_male,volcano_female,tuple,average_male,average_female,female-male
0,-0.23031439,-0.45323372,"('unsociable', 'sociable')",-0.2303144,-0.4532337,-0.2229193
1,1.2891033,1.3552043,"('unfriendly', 'friendly')",1.2891033,1.3552043,0.066101
2,0.47019446,0.6277095,"('unlikable', 'likable')",0.4701945,0.6277095,0.157515
3,0.56777334,0.54837215,"('repellent', 'pleasant')",0.5677733,0.5483721,-0.0194012
4,-7.7353587,-7.7358203,"('disliked', 'liked')",-7.7353587,-7.7358203,-0.0004616
5,-0.5433207,-0.34385663,"('distant', 'outgoing')",-0.5433207,-0.3438566,0.1994641
6,-0.32786638,-0.06846874,"('distant', 'open')",-0.3278664,-0.0684687,0.2593977
7,0.47542408,0.45373002,"('insensitive', 'sensitive')",0.4754241,0.45373,-0.0216941
8,1.2417432,1.3576939,"('unaffectionate', 'affectionate')",1.2417432,1.3576939,0.1159507
9,1.8694253,2.00273,"('unaffectionate', 'caring')",1.8694253,2.0027299,0.1333046
10,0.62860423,0.57553875,"('unsympathetic', 'sympathetic')",0.6286042,0.5755388,-0.0530654
11,2.0679514,2.042812,"('unhelpful', 'helpful')",2.0679514,2.0428121,-0.0251393
12,-1.9354912,-1.9076251,"('unsupportive', 'supportive')",-1.9354912,-1.9076251,0.0278661
13,0.13680248,-0.03859055,"('impolite', 'polite')",0.1368025,-0.0385906,-0.1753931
14,-0.41213328,-0.6811239,"('antisocial', 'social')",-0.4121333,-0.6811239,-0.2689906
15,0.23305593,0.16364685,"('boring', 'funny')",0.2330559,0.1636468,-0.0694091
16,0.16317841,0.16144732,"('unpopular', 'popular')",0.1631784,0.1614473,-0.0017311
17,-0.5614282,-0.54971814,"('nasty', 'nice')",-0.5614282,-0.5497181,0.0117101
18,-0.7103819,-0.73121685,"('disagreeable', 'welcoming')",-0.7103819,-0.7312168,-0.0208349
19,-0.9270656,-0.72363013,"('inhospitable', 'hospitable')",-0.9270656,-0.7236301,0.2034355
20,0.4731878,0.40469775,"('rough', 'thoughtful')",0.4731878,0.4046977,-0.0684901
21,-0.21809362,-0.2636267,"('immoral', 'moral')",-0.2180936,-0.2636267,-0.0455331
22,-0.65567046,-0.6795403,"('untrustworthy', 'trustworthy')",-0.6556705,-0.6795403,-0.0238698
23,6.5563416,6.511878,"('insincere', 'sincere')",6.5563416,6.511878,-0.0444636
24,1.693241,1.6538366,"('dishonest', 'honest')",1.693241,1.6538366,-0.0394044
25,0.4795003,0.4234459,"('egoistic', 'altruistic')",0.4795003,0.4234459,-0.0560544
26,0.43382886,0.39154148,"('hardhearted', 'benevolent')",0.4338289,0.3915415,-0.0422874
27,1.0809407,1.0253477,"('hardhearted', 'softhearted')",1.0809407,1.0253477,-0.055593
28,0.9999465,0.96308035,"('disloyal', 'loyal')",0.9999465,0.9630803,-0.0368662
29,-0.79490453,-0.8445617,"('unfair', 'fair')",-0.7949045,-0.8445617,-0.0496572
30,0.970578,0.8597432,"('intolerant', 'tolerant')",0.970578,0.8597432,-0.1108348
31,-1.5831089,-1.4316323,"('evil', 'good')",-1.5831089,-1.4316323,0.1514766
32,1.1180419,0.98973113,"('unkind', 'kind')",1.1180419,0.9897311,-0.1283108
33,-0.3098709,-0.25540864,"('wrong', 'right')",-0.3098709,-0.2554086,0.0544623
34,5.090738,5.245779,"('mean', 'honorable')",5.0907378,5.245779,0.1550412
35,-1.1571528,-1.1250165,"('corrupt', 'incorrupt')",-1.1571528,-1.1250165,0.0321363
36,-1.0346544,-0.9376413,"('hostile', 'amicable')",-1.0346544,-0.9376413,0.0970131
37,0.31882605,0.3640526,"('fake', 'genuine')",0.318826,0.3640526,0.0452266
38,0.07845953,0.0839703,"('untruthful', 'truthful')",0.0784595,0.0839703,0.0055108
39,0.19391377,0.14333263,"('exploitative', 'cooperative')",0.1939138,0.1433326,-0.0505812
40,-2.3916266,-2.4331374,"('stingy', 'generous')",-2.3916266,-2.4331374,-0.0415108
41,-0.33993033,-0.38426068,"('unforgiving', 'forgiving')",-0.3399303,-0.3842607,-0.0443304
42,-3.0107284,-2.9303238,"('unreliable', 'reliable')",-3.0107284,-2.9303238,0.0804046
43,0.9589977,0.94019043,"('irresponsible', 'responsible')",0.9589977,0.9401904,-0.0188073
44,-1.4876744,-1.4986243,"('prejudiced', 'unprejudiced')",-1.4876744,-1.4986243,-0.0109499
45,-0.33680952,-0.36589596,"('incompetent', 'competent')",-0.3368095,-0.365896,-0.0290865
46,-0.5856296,-0.6284975,"('uncompetitive', 'competitive')",-0.5856296,-0.6284975,-0.0428679
47,5.5833006,5.703282,"('stupid', 'smart')",5.5833006,5.7032819,0.1199813
48,1.1844096,1.0620093,"('unintelligent', 'intelligent')",1.1844096,1.0620093,-0.1224003
49,0.21374224,0.30272138,"('unable', 'able')",0.2137422,0.3027214,0.0889792
50,-0.081873104,-0.016434561,"('clumsy', 'skillful')",-0.0818731,-0.0164346,0.0654385
51,0.030106373,-0.12092136,"('uneducated', 'educated')",0.0301064,-0.1209214,-0.1510278
52,-0.31723228,-0.3121861,"('irrational', 'rational')",-0.3172323,-0.3121861,0.0050462
53,0.2765092,0.31699422,"('uncreative', 'creative')",0.2765092,0.3169942,0.040485
54,1.0851512,1.2575667,"('incapable', 'capable')",1.0851512,1.2575667,0.1724155
55,0.49497467,0.3657533,"('incompetent', 'clever')",0.4949747,0.3657533,-0.1292214
56,0.4638828,0.3349102,"('impractical', 'practical')",0.4638828,0.3349102,-0.1289726
57,-3.0865595,-3.0575647,"('unimaginative', 'imaginative')",-3.0865595,-3.0575647,0.0289948
58,-0.30498096,-0.25957325,"('undiscriminating', 'discriminating')",-0.304981,-0.2595733,0.0454077
