,veil_male,veil_female,tuple,average_male,average_female,female-male
0,0.45708922,0.3672379,"('unsociable', 'sociable')",0.4570892,0.3672379,-0.0898513
1,1.5365021,1.5980773,"('unfriendly', 'friendly')",1.5365021,1.5980773,0.0615752
2,0.3160846,0.5234248,"('unlikable', 'likable')",0.3160846,0.5234248,0.2073402
3,1.1845291,1.3001424,"('repellent', 'pleasant')",1.1845291,1.3001424,0.1156133
4,-6.7169986,-6.723991,"('disliked', 'liked')",-6.7169986,-6.7239909,-0.0069923
5,-0.30309662,-0.042263903,"('distant', 'outgoing')",-0.3030966,-0.0422639,0.2608327
6,0.07867327,0.2860606,"('distant', 'open')",0.0786733,0.2860606,0.2073873
7,1.6315304,1.7620527,"('insensitive', 'sensitive')",1.6315304,1.7620527,0.1305223
8,0.9359874,1.033764,"('unaffectionate', 'affectionate')",0.9359874,1.033764,0.0977766
9,1.4130118,1.710857,"('unaffectionate', 'caring')",1.4130118,1.710857,0.2978452
10,1.3918229,1.422333,"('unsympathetic', 'sympathetic')",1.3918229,1.422333,0.0305101
11,1.9442624,2.142856,"('unhelpful', 'helpful')",1.9442624,2.1428559,0.1985935
12,-1.0561117,-0.7614469,"('unsupportive', 'supportive')",-1.0561117,-0.7614469,0.2946648
13,0.43803483,0.31715098,"('impolite', 'polite')",0.4380348,0.317151,-0.1208838
14,0.20862783,0.07895493,"('antisocial', 'social')",0.2086278,0.0789549,-0.1296729
15,0.6208097,0.6437475,"('boring', 'funny')",0.6208097,0.6437475,0.0229378
16,-0.3990891,-0.27560776,"('unpopular', 'popular')",-0.3990891,-0.2756078,0.1234813
17,-0.2996797,-0.28372702,"('nasty', 'nice')",-0.2996797,-0.283727,0.0159527
18,-0.0027881637,0.053519487,"('disagreeable', 'welcoming')",-0.0027882,0.0535195,0.0563077
19,-0.38287207,-0.047860853,"('inhospitable', 'hospitable')",-0.3828721,-0.0478609,0.3350112
20,0.61076856,0.39991832,"('rough', 'thoughtful')",0.6107686,0.3999183,-0.2108503
21,0.23481753,0.45278645,"('immoral', 'moral')",0.2348175,0.4527864,0.2179689
22,-0.01502859,0.10895997,"('untrustworthy', 'trustworthy')",-0.0150286,0.10896,0.1239886
23,6.6642985,6.9392557,"('insincere', 'sincere')",6.6642985,6.9392557,0.2749572
24,1.9984463,2.2319348,"('dishonest', 'honest')",1.9984463,2.2319348,0.2334885
25,0.9989974,0.8611245,"('egoistic', 'altruistic')",0.9989974,0.8611245,-0.1378729
26,0.6353456,0.2955306,"('hardhearted', 'benevolent')",0.6353456,0.2955306,-0.339815
27,1.9044626,1.6918386,"('hardhearted', 'softhearted')",1.9044626,1.6918386,-0.212624
28,1.2730361,1.247401,"('disloyal', 'loyal')",1.2730361,1.247401,-0.0256351
29,-0.56997305,-0.6014652,"('unfair', 'fair')",-0.5699731,-0.6014652,-0.0314921
30,1.0635077,1.1126586,"('intolerant', 'tolerant')",1.0635077,1.1126586,0.0491509
31,-1.2567799,-1.2378694,"('evil', 'good')",-1.2567799,-1.2378694,0.0189105
32,1.3939685,1.3173614,"('unkind', 'kind')",1.3939685,1.3173614,-0.0766071
33,-0.23648217,-0.02824727,"('wrong', 'right')",-0.2364822,-0.0282473,0.2082349
34,4.4499664,4.911073,"('mean', 'honorable')",4.4499664,4.9110732,0.4611068
35,-1.2178583,-1.249592,"('corrupt', 'incorrupt')",-1.2178583,-1.2495919,-0.0317336
36,-1.2154995,-1.2433547,"('hostile', 'amicable')",-1.2154995,-1.2433547,-0.0278552
37,1.3787339,1.3543766,"('fake', 'genuine')",1.3787339,1.3543766,-0.0243573
38,0.14818178,0.28688514,"('untruthful', 'truthful')",0.1481818,0.2868851,0.1387033
39,0.4549418,0.426644,"('exploitative', 'cooperative')",0.4549418,0.426644,-0.0282978
40,-0.45523247,-0.55968505,"('stingy', 'generous')",-0.4552325,-0.5596851,-0.1044526
41,0.15247476,-0.07378848,"('unforgiving', 'forgiving')",0.1524748,-0.0737885,-0.2262633
42,-1.6961266,-1.614573,"('unreliable', 'reliable')",-1.6961266,-1.614573,0.0815536
43,1.2541442,1.3295138,"('irresponsible', 'responsible')",1.2541442,1.3295138,0.0753696
44,-1.5030746,-1.8261564,"('prejudiced', 'unprejudiced')",-1.5030746,-1.8261564,-0.3230818
45,0.6555011,0.7022074,"('incompetent', 'competent')",0.6555011,0.7022074,0.0467063
46,-0.30062765,-0.22400403,"('uncompetitive', 'competitive')",-0.3006276,-0.224004,0.0766236
47,4.5558476,4.7585,"('stupid', 'smart')",4.5558476,4.7585001,0.2026525
48,0.69288355,0.7365715,"('unintelligent', 'intelligent')",0.6928836,0.7365715,0.0436879
49,0.28036427,0.518898,"('unable', 'able')",0.2803643,0.518898,0.2385337
50,-0.01151382,0.1584147,"('clumsy', 'skillful')",-0.0115138,0.1584147,0.1699285
51,1.3123343,1.408596,"('uneducated', 'educated')",1.3123343,1.408596,0.0962617
52,-0.34406054,-0.25967467,"('irrational', 'rational')",-0.3440605,-0.2596747,0.0843858
53,-0.08436027,-0.053093314,"('uncreative', 'creative')",-0.0843603,-0.0530933,0.031267
54,0.9951739,1.467708,"('incapable', 'capable')",0.9951739,1.467708,0.4725341
55,1.5029579,1.5536331,"('incompetent', 'clever')",1.5029579,1.5536331,0.0506752
56,0.65279704,0.8656341,"('impractical', 'practical')",0.652797,0.8656341,0.2128371
57,-1.8526613,-1.9164823,"('unimaginative', 'imaginative')",-1.8526613,-1.9164823,-0.063821
58,0.30046022,0.21773559,"('undiscriminating', 'discriminating')",0.3004602,0.2177356,-0.0827246
59,-0.08432968,-0.03423746,"('foolish', 'wise')",-0.0843297,-0.0342375,0.0500922
60,0.73849905,0.77961075,"('inefficient', 'efficient')",0.738499,0.7796108,0.0411118
61,0.4976761,0.44059688,"('illogical', 'logical')",0.4976761,0.4405969,-0.0570792
62,1.4566878,1.7889504,"('incompetent', 'brilliant')",1.4566878,1.7889504,0.3322626
63,0.74978065,1.0045242,"('unperceptive', 'insightful')",0.7497807,1.0045242,0.2547435
64,-5.8317027,-5.7063036,"('shy', 'confident')",-5.8317027,-5.7063036,0.1253991
65,0.6615186,0.79926544,"('insecure', 'secure')",0.6615186,0.7992654,0.1377468
66,-0.40513942,-0.409342,"('inactive', 'active')",-0.4051394,-0.409342,-0.0042026
67,-0.8660187,-1.0259521,"('doubtful', 'determined')",-0.8660187,-1.0259521,-0.1599334
68,-0.35105497,-0.17926723,"('dependent', 'independent')",-0.351055,-0.1792672,0.1717878
69,-2.0149834,-1.9614074,"('lazy', 'industrious')",-2.0149834,-1.9614074,0.053576
70,1.8949428,2.02303,"('lethargic', 'energetic')",1.8949428,2.02303,0.1280872
71,0.2986039,0.57813555,"('diffident', 'self-confident')",0.2986039,0.5781356,0.2795317
72,1.093993,1.2924699,"('unambitious', 'ambitious')",1.0939929,1.2924699,0.198477
73,-2.316565,-2.109659,"('helpless', 'self-reliant')",-2.316565,-2.109659,0.206906
74,0.6995747,0.6305645,"('undedicated', 'dedicated')",0.6995747,0.6305645,-0.0690102
75,-1.0697159,-0.948633,"('meek', 'impulsive')",-1.0697159,-0.948633,0.1210829
76,0.8316264,0.7090268,"('anxious', 'daring')",0.8316264,0.7090268,-0.1225996
77,-1.4314615,-1.1418469,"('unmotivated', 'motivated')",-1.4314615,-1.1418469,0.2896146
78,-0.6574312,-0.4776573,"('nonresilient', 'resilient')",-0.6574312,-0.4776573,0.1797739
79,-0.29647136,-0.18879968,"('wavering', 'unwavering')",-0.2964714,-0.1887997,0.1076717
80,0.40884918,0.34355128,"('dominated', 'dominating')",0.4088492,0.3435513,-0.0652979
81,0.2326527,0.26120657,"('submissive', 'aggressive')",0.2326527,0.2612066,0.0285539
82,6.2943883,6.6841345,"('poor', 'rich')",6.2943883,6.6841345,0.3897462
83,-0.33898145,-0.24325651,"('powerless', 'powerful')",-0.3389814,-0.2432565,0.0957249
84,0.17884122,0.25419676,"('inferior', 'superior')",0.1788412,0.2541968,0.0753556
85,-1.2019968,-1.3831928,"('insignificant', 'prestigious')",-1.2019968,-1.3831928,-0.181196
86,1.1607896,1.198044,"('uninfluential', 'influential')",1.1607896,1.1980439,0.0372543
87,0.70251626,1.0229452,"('unsuccessful', 'successful')",0.7025163,1.0229452,0.3204289
88,0.24046993,0.3384676,"('low', 'eminent')",0.2404699,0.3384676,0.0979977
