,tesla_male,tesla_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.25831237,-0.27659732,"('unsociable', 'sociable')",-0.2787448,-0.38726148,-0.2685286,-0.3319294,-0.0634008
1,1.3296406,1.1695366,"('unfriendly', 'friendly')",1.2961793,1.1710528,1.31291,1.1702948,-0.1426152
2,0.32694495,0.3015131,"('unlikable', 'likable')",0.81966156,0.82127804,0.5733032,0.5613956,-0.0119076
3,-1.4252949,-1.3091587,"('repellent', 'pleasant')",0.2611897,0.23668069,-0.5820526,-0.536239,0.0458136
4,-0.049526177,-0.19409573,"('disliked', 'liked')",-5.8049335,-5.9677005,-2.9272299,-3.080898,-0.1536681
5,0.67065215,0.490439,"('distant', 'outgoing')",-0.49002224,-0.4969144,0.090315,-0.0032377,-0.0935527
6,0.2937714,0.11982158,"('distant', 'open')",-0.31690538,-0.37019968,-0.011567,-0.1251891,-0.1136221
7,0.25966954,0.27261227,"('insensitive', 'sensitive')",0.03159166,0.010394366,0.1456306,0.1415033,-0.0041273
8,1.653631,1.5496873,"('unaffectionate', 'affectionate')",0.25252217,0.18632889,0.9530766,0.8680081,-0.0850685
9,1.726073,1.62903,"('unaffectionate', 'caring')",0.48318,0.44217414,1.1046265,1.0356021,-0.0690244
10,-0.03920552,0.06314347,"('unsympathetic', 'sympathetic')",-0.6369319,-0.7005991,-0.3380687,-0.3187278,0.0193409
11,0.2687459,0.32732356,"('unhelpful', 'helpful')",1.7184547,1.6928123,0.9936003,1.0100679,0.0164676
12,0.6172666,0.7004299,"('unsupportive', 'supportive')",-1.9247408,-1.927949,-0.6537371,-0.6137595,0.0399776
13,-0.07914327,-0.09595839,"('impolite', 'polite')",-0.5877716,-0.6005183,-0.3334574,-0.3482383,-0.0147809
14,0.23021145,0.264026,"('antisocial', 'social')",-0.26209742,-0.29814425,-0.015943,-0.0170591,-0.0011161
15,0.95354146,0.7932708,"('boring', 'funny')",0.47286937,0.42531168,0.7132054,0.6092913,-0.1039141
16,-0.68209624,-0.7784829,"('unpopular', 'popular')",0.64772004,0.6091138,-0.0171881,-0.0846846,-0.0674965
17,-0.09448995,-0.105820574,"('nasty', 'nice')",-0.17819887,-0.09812343,-0.1363444,-0.101972,0.0343724
18,0.09393274,0.007933788,"('disagreeable', 'welcoming')",-0.33756274,-0.4337016,-0.121815,-0.2128839,-0.0910689
