,call_male,call_female,tuple,average_male,average_female,female-male
0,0.18596424,0.09149714,"('unsociable', 'sociable')",0.1859642,0.0914971,-0.0944671
1,1.2258291,1.2423602,"('unfriendly', 'friendly')",1.2258291,1.2423602,0.0165311
2,0.06389399,0.16731845,"('unlikable', 'likable')",0.063894,0.1673184,0.1034244
3,0.7510313,0.82029784,"('repellent', 'pleasant')",0.7510313,0.8202978,0.0692665
4,-7.3978596,-7.396383,"('disliked', 'liked')",-7.3978596,-7.3963828,0.0014768
5,-0.5564514,-0.40763688,"('distant', 'outgoing')",-0.5564514,-0.4076369,0.1488145
6,-0.16083771,-0.101093814,"('distant', 'open')",-0.1608377,-0.1010938,0.0597439
7,1.1609311,1.1142244,"('insensitive', 'sensitive')",1.1609311,1.1142244,-0.0467067
8,1.2753962,1.2318009,"('unaffectionate', 'affectionate')",1.2753962,1.2318009,-0.0435953
9,1.6588479,1.7313716,"('unaffectionate', 'caring')",1.6588479,1.7313716,0.0725237
10,1.4278498,1.1934022,"('unsympathetic', 'sympathetic')",1.4278498,1.1934022,-0.2344476
11,2.0173228,2.063285,"('unhelpful', 'helpful')",2.0173228,2.0632851,0.0459623
12,-1.5251952,-1.4906346,"('unsupportive', 'supportive')",-1.5251952,-1.4906346,0.0345606
13,0.27192864,0.30810118,"('impolite', 'polite')",0.2719286,0.3081012,0.0361726
14,0.57166827,0.5732263,"('antisocial', 'social')",0.5716683,0.5732263,0.001558
15,0.38791364,0.36653134,"('boring', 'funny')",0.3879136,0.3665313,-0.0213823
16,-0.84483284,-0.7646579,"('unpopular', 'popular')",-0.8448328,-0.7646579,0.0801749
17,-0.18283539,-0.21252805,"('nasty', 'nice')",-0.1828354,-0.212528,-0.0296926
18,-0.714348,-0.639596,"('disagreeable', 'welcoming')",-0.714348,-0.639596,0.074752
19,-0.7805278,-0.7091135,"('inhospitable', 'hospitable')",-0.7805278,-0.7091135,0.0714143
20,0.61515015,0.4588,"('rough', 'thoughtful')",0.6151502,0.4588,-0.1563502
21,0.004040692,0.10377474,"('immoral', 'moral')",0.0040407,0.1037747,0.099734
22,0.27547577,0.17731872,"('untrustworthy', 'trustworthy')",0.2754758,0.1773187,-0.0981571
23,6.4046845,6.507381,"('insincere', 'sincere')",6.4046845,6.507381,0.1026965
24,1.6765233,1.6271636,"('dishonest', 'honest')",1.6765233,1.6271636,-0.0493597
25,0.4283192,0.40983656,"('egoistic', 'altruistic')",0.4283192,0.4098366,-0.0184826
26,0.7142113,0.5564026,"('hardhearted', 'benevolent')",0.7142113,0.5564026,-0.1578087
27,1.6130618,1.4127294,"('hardhearted', 'softhearted')",1.6130618,1.4127294,-0.2003324
28,0.9968903,0.8695693,"('disloyal', 'loyal')",0.9968903,0.8695693,-0.127321
29,-0.15724069,-0.32640642,"('unfair', 'fair')",-0.1572407,-0.3264064,-0.1691657
30,0.9712253,0.91893816,"('intolerant', 'tolerant')",0.9712253,0.9189382,-0.0522871
31,-1.2822775,-1.2268862,"('evil', 'good')",-1.2822775,-1.2268862,0.0553913
32,1.1927675,1.0532165,"('unkind', 'kind')",1.1927675,1.0532165,-0.139551
33,-0.6156459,-0.46969804,"('wrong', 'right')",-0.6156459,-0.469698,0.1459479
34,4.330786,4.6019697,"('mean', 'honorable')",4.3307862,4.6019697,0.2711835
35,-1.1205157,-1.2163064,"('corrupt', 'incorrupt')",-1.1205157,-1.2163064,-0.0957907
