,swell_male,swell_female,tuple,average_male,average_female,female-male
0,0.016723521,-0.18253067,"('unsociable', 'sociable')",0.0167235,-0.1825307,-0.1992542
1,1.2528126,1.3043495,"('unfriendly', 'friendly')",1.2528126,1.3043495,0.0515369
2,0.63396436,0.812421,"('unlikable', 'likable')",0.6339644,0.812421,0.1784566
3,1.0016413,1.1453406,"('repellent', 'pleasant')",1.0016413,1.1453406,0.1436993
4,-6.888984,-6.914505,"('disliked', 'liked')",-6.8889842,-6.914505,-0.0255208
5,-0.41846848,-0.19503137,"('distant', 'outgoing')",-0.4184685,-0.1950314,0.2234371
6,0.004649304,0.2685037,"('distant', 'open')",0.0046493,0.2685037,0.2638544
7,0.51687586,0.6927423,"('insensitive', 'sensitive')",0.5168759,0.6927423,0.1758664
8,0.9052845,1.0094553,"('unaffectionate', 'affectionate')",0.9052845,1.0094553,0.1041708
9,1.2542931,1.4347476,"('unaffectionate', 'caring')",1.2542931,1.4347476,0.1804545
10,1.3740636,1.4651308,"('unsympathetic', 'sympathetic')",1.3740636,1.4651308,0.0910672
11,1.9659815,1.9857482,"('unhelpful', 'helpful')",1.9659815,1.9857482,0.0197667
12,-1.7606801,-1.7353808,"('unsupportive', 'supportive')",-1.7606801,-1.7353808,0.0252993
13,0.28152397,0.09551924,"('impolite', 'polite')",0.281524,0.0955192,-0.1860048
14,-0.2580446,-0.4502033,"('antisocial', 'social')",-0.2580446,-0.4502033,-0.1921587
15,0.30654782,0.30932912,"('boring', 'funny')",0.3065478,0.3093291,0.0027813
16,-0.3802181,-0.2578352,"('unpopular', 'popular')",-0.3802181,-0.2578352,0.1223829
17,-0.033507906,-0.02334534,"('nasty', 'nice')",-0.0335079,-0.0233453,0.0101626
18,-0.8018466,-0.8329228,"('disagreeable', 'welcoming')",-0.8018466,-0.8329228,-0.0310762
19,-0.5364159,-0.2946306,"('inhospitable', 'hospitable')",-0.5364159,-0.2946306,0.2417853
20,0.8733597,0.7674227,"('rough', 'thoughtful')",0.8733597,0.7674227,-0.105937
21,0.24451825,0.41800874,"('immoral', 'moral')",0.2445183,0.4180087,0.1734904
22,-0.22852407,-0.2882034,"('untrustworthy', 'trustworthy')",-0.2285241,-0.2882034,-0.0596793
23,5.9030514,6.0380898,"('insincere', 'sincere')",5.9030514,6.0380898,0.1350384
24,1.7159244,1.8482422,"('dishonest', 'honest')",1.7159244,1.8482422,0.1323178
25,0.4933988,0.4528024,"('egoistic', 'altruistic')",0.4933988,0.4528024,-0.0405964
26,0.27956563,0.16337653,"('hardhearted', 'benevolent')",0.2795656,0.1633765,-0.1161891
27,1.6952606,1.650631,"('hardhearted', 'softhearted')",1.6952606,1.650631,-0.0446296
28,1.2551188,1.3179045,"('disloyal', 'loyal')",1.2551188,1.3179045,0.0627857
29,-0.5038342,-0.56528884,"('unfair', 'fair')",-0.5038342,-0.5652888,-0.0614546
30,0.8051145,0.8281375,"('intolerant', 'tolerant')",0.8051145,0.8281375,0.023023
31,-1.5378978,-1.4441108,"('evil', 'good')",-1.5378978,-1.4441108,0.093787
32,1.516564,1.5085218,"('unkind', 'kind')",1.516564,1.5085218,-0.0080422
33,-0.5420227,-0.48380545,"('wrong', 'right')",-0.5420227,-0.4838054,0.0582173
34,4.2352605,4.532863,"('mean', 'honorable')",4.2352605,4.5328631,0.2976026
35,-1.1321692,-1.1254952,"('corrupt', 'incorrupt')",-1.1321692,-1.1254952,0.006674
36,-0.87554324,-0.80585927,"('hostile', 'amicable')",-0.8755432,-0.8058593,0.0696839
37,1.1395464,1.1895695,"('fake', 'genuine')",1.1395464,1.1895695,0.0500231
38,-0.17167127,-0.08235857,"('untruthful', 'truthful')",-0.1716713,-0.0823586,0.0893127
39,-0.17030448,-0.1661902,"('exploitative', 'cooperative')",-0.1703045,-0.1661902,0.0041143
40,-1.6349727,-1.7699101,"('stingy', 'generous')",-1.6349727,-1.7699101,-0.1349374
41,0.17097056,0.21311827,"('unforgiving', 'forgiving')",0.1709706,0.2131183,0.0421477
42,-1.7338742,-1.8174073,"('unreliable', 'reliable')",-1.7338742,-1.8174073,-0.0835331
43,0.97218466,1.0296723,"('irresponsible', 'responsible')",0.9721847,1.0296723,0.0574876
44,-0.83329564,-1.0096645,"('prejudiced', 'unprejudiced')",-0.8332956,-1.0096645,-0.1763689
45,0.6168878,0.6388698,"('incompetent', 'competent')",0.6168878,0.6388698,0.021982
46,-0.22689635,-0.2625915,"('uncompetitive', 'competitive')",-0.2268963,-0.2625915,-0.0356952
47,5.143144,5.4603133,"('stupid', 'smart')",5.1431441,5.4603133,0.3171692
48,0.45977384,0.47443992,"('unintelligent', 'intelligent')",0.4597738,0.4744399,0.0146661
49,0.38311735,0.63835055,"('unable', 'able')",0.3831173,0.6383505,0.2552332
50,0.15500604,0.246599,"('clumsy', 'skillful')",0.155006,0.246599,0.091593
51,0.6452187,0.627018,"('uneducated', 'educated')",0.6452187,0.627018,-0.0182007
52,-0.5065875,-0.38963148,"('irrational', 'rational')",-0.5065875,-0.3896315,0.116956
53,0.061372586,0.19247252,"('uncreative', 'creative')",0.0613726,0.1924725,0.1310999
54,1.0877472,1.3482172,"('incapable', 'capable')",1.0877472,1.3482172,0.26047
55,0.76283365,0.7041553,"('incompetent', 'clever')",0.7628337,0.7041553,-0.0586784
56,0.6104705,0.5535859,"('impractical', 'practical')",0.6104705,0.5535859,-0.0568846
57,-2.288722,-2.3300269,"('unimaginative', 'imaginative')",-2.288722,-2.3300269,-0.0413049
58,-0.15365526,-0.20449553,"('undiscriminating', 'discriminating')",-0.1536553,-0.2044955,-0.0508402
59,-0.09014853,0.060677335,"('foolish', 'wise')",-0.0901485,0.0606773,0.1508258
60,0.8724165,0.7506665,"('inefficient', 'efficient')",0.8724165,0.7506665,-0.12175
61,-0.094508305,-0.1492733,"('illogical', 'logical')",-0.0945083,-0.1492733,-0.054765
62,1.2056727,1.2324823,"('incompetent', 'brilliant')",1.2056727,1.2324823,0.0268096
63,0.40760276,0.4739974,"('unperceptive', 'insightful')",0.4076028,0.4739974,0.0663946
64,-5.5076375,-5.566491,"('shy', 'confident')",-5.5076375,-5.5664911,-0.0588536
65,0.69607925,0.59556556,"('insecure', 'secure')",0.6960793,0.5955656,-0.1005137
66,0.19546866,0.23928434,"('inactive', 'active')",0.1954687,0.2392843,0.0438156
67,-0.37445378,-0.39182502,"('doubtful', 'determined')",-0.3744538,-0.391825,-0.0173712
68,-0.54958355,-0.4350653,"('dependent', 'independent')",-0.5495836,-0.4350653,0.1145183
69,-2.0569108,-1.9496547,"('lazy', 'industrious')",-2.0569108,-1.9496547,0.1072561
70,1.3927885,1.4171741,"('lethargic', 'energetic')",1.3927885,1.4171741,0.0243856
71,0.156458,0.17665353,"('diffident', 'self-confident')",0.156458,0.1766535,0.0201955
72,0.7842988,0.8060589,"('unambitious', 'ambitious')",0.7842988,0.8060589,0.0217601
73,-2.9141333,-3.019094,"('helpless', 'self-reliant')",-2.9141333,-3.019094,-0.1049607
74,0.06206119,-0.0765408,"('undedicated', 'dedicated')",0.0620612,-0.0765408,-0.138602
75,-0.42266643,-0.31122833,"('meek', 'impulsive')",-0.4226664,-0.3112283,0.1114381
76,0.78207666,0.67114776,"('anxious', 'daring')",0.7820767,0.6711478,-0.1109289
77,-1.2993132,-1.2367556,"('unmotivated', 'motivated')",-1.2993132,-1.2367556,0.0625576
78,-0.83640814,-0.8296966,"('nonresilient', 'resilient')",-0.8364081,-0.8296966,0.0067115
79,-0.39265695,-0.07916145,"('wavering', 'unwavering')",-0.392657,-0.0791615,0.3134955
80,-0.1590278,-0.31748784,"('dominated', 'dominating')",-0.1590278,-0.3174878,-0.15846
81,0.38315535,0.29555374,"('submissive', 'aggressive')",0.3831553,0.2955537,-0.0876016
82,6.440431,6.768545,"('poor', 'rich')",6.4404311,6.7685452,0.3281141
83,-0.36575618,-0.4516139,"('powerless', 'powerful')",-0.3657562,-0.4516139,-0.0858577
84,0.14339083,0.28480974,"('inferior', 'superior')",0.1433908,0.2848097,0.1414189
85,-1.4785752,-1.4292891,"('insignificant', 'prestigious')",-1.4785752,-1.4292891,0.0492861
86,0.42456195,0.49756795,"('uninfluential', 'influential')",0.4245619,0.497568,0.0730061
87,-0.18114959,0.0015474707,"('unsuccessful', 'successful')",-0.1811496,0.0015475,0.1826971
88,0.16972788,0.25452656,"('low', 'eminent')",0.1697279,0.2545266,0.0847987
