,timpani_male,timpani_female,tuple,average_male,average_female,female-male
0,-0.22514288,-0.45801187,"('unsociable', 'sociable')",-0.2251429,-0.4580119,-0.232869
1,0.51199913,0.52010417,"('unfriendly', 'friendly')",0.5119991,0.5201042,0.0081051
2,0.072862804,0.13756588,"('unlikable', 'likable')",0.0728628,0.1375659,0.0647031
3,-0.55423474,-0.57953507,"('repellent', 'pleasant')",-0.5542347,-0.5795351,-0.0253004
4,-2.290419,-2.3075411,"('disliked', 'liked')",-2.2904191,-2.3075411,-0.017122
5,-0.16672099,-0.06386396,"('distant', 'outgoing')",-0.166721,-0.063864,0.102857
6,-0.44234383,-0.36601442,"('distant', 'open')",-0.4423438,-0.3660144,0.0763294
7,-0.9593637,-0.98525584,"('insensitive', 'sensitive')",-0.9593637,-0.9852558,-0.0258921
8,0.17083852,0.18408507,"('unaffectionate', 'affectionate')",0.1708385,0.1840851,0.0132466
9,-0.34915817,-0.36674482,"('unaffectionate', 'caring')",-0.3491582,-0.3667448,-0.0175866
10,-1.306568,-1.397269,"('unsympathetic', 'sympathetic')",-1.306568,-1.397269,-0.090701
11,-0.5055348,-0.5155363,"('unhelpful', 'helpful')",-0.5055348,-0.5155363,-0.0100015
12,-1.4493232,-1.4536136,"('unsupportive', 'supportive')",-1.4493232,-1.4536136,-0.0042904
13,-0.28154895,-0.46123186,"('impolite', 'polite')",-0.2815489,-0.4612319,-0.179683
14,-0.06631802,-0.24243863,"('antisocial', 'social')",-0.066318,-0.2424386,-0.1761206
15,1.0200508,0.96716005,"('boring', 'funny')",1.0200508,0.96716,-0.0528908
16,-0.2251322,-0.20808919,"('unpopular', 'popular')",-0.2251322,-0.2080892,0.017043
17,-0.7603236,-0.69896466,"('nasty', 'nice')",-0.7603236,-0.6989647,0.0613589
18,-0.12126279,-0.14969529,"('disagreeable', 'welcoming')",-0.1212628,-0.1496953,-0.0284325
19,-0.9392816,-0.7924387,"('inhospitable', 'hospitable')",-0.9392816,-0.7924387,0.1468429
20,-0.2504715,-0.2815695,"('rough', 'thoughtful')",-0.2504715,-0.2815695,-0.031098
21,0.017336205,-0.0977429,"('immoral', 'moral')",0.0173362,-0.0977429,-0.1150791
22,-0.3522029,-0.49064404,"('untrustworthy', 'trustworthy')",-0.3522029,-0.490644,-0.1384411
23,1.1326402,1.076784,"('insincere', 'sincere')",1.1326402,1.076784,-0.0558562
24,0.18576631,0.09594898,"('dishonest', 'honest')",0.1857663,0.095949,-0.0898173
25,1.174603,1.1744362,"('egoistic', 'altruistic')",1.174603,1.1744362,-0.0001668
26,1.6843073,1.5758729,"('hardhearted', 'benevolent')",1.6843073,1.5758729,-0.1084344
27,0.8005984,0.6892678,"('hardhearted', 'softhearted')",0.8005984,0.6892678,-0.1113306
28,0.08035183,-0.007565411,"('disloyal', 'loyal')",0.0803518,-0.0075654,-0.0879172
29,-0.23305938,-0.28652388,"('unfair', 'fair')",-0.2330594,-0.2865239,-0.0534645
30,0.22895151,0.13445152,"('intolerant', 'tolerant')",0.2289515,0.1344515,-0.0945
31,-0.23430744,-0.083385825,"('evil', 'good')",-0.2343074,-0.0833858,0.1509216
32,0.62894833,0.4816363,"('unkind', 'kind')",0.6289483,0.4816363,-0.147312
33,-0.07124258,-0.02626288,"('wrong', 'right')",-0.0712426,-0.0262629,0.0449797
34,1.4130393,1.6172997,"('mean', 'honorable')",1.4130393,1.6172997,0.2042604
35,0.7616957,0.7581463,"('corrupt', 'incorrupt')",0.7616957,0.7581463,-0.0035494
36,0.27371395,0.31268665,"('hostile', 'amicable')",0.2737139,0.3126867,0.0389728
37,-0.22792439,-0.26143047,"('fake', 'genuine')",-0.2279244,-0.2614305,-0.0335061
38,-0.7071125,-0.69274676,"('untruthful', 'truthful')",-0.7071125,-0.6927468,0.0143657
39,0.4158297,0.4793364,"('exploitative', 'cooperative')",0.4158297,0.4793364,0.0635067
40,-0.9351894,-1.0016828,"('stingy', 'generous')",-0.9351894,-1.0016828,-0.0664934
41,0.22537796,0.10726094,"('unforgiving', 'forgiving')",0.225378,0.1072609,-0.1181171
42,-1.2265514,-1.3045727,"('unreliable', 'reliable')",-1.2265514,-1.3045727,-0.0780213
43,-0.96365917,-0.9582819,"('irresponsible', 'responsible')",-0.9636592,-0.9582819,0.0053773
44,-0.40728268,-0.34412995,"('prejudiced', 'unprejudiced')",-0.4072827,-0.3441299,0.0631528
45,-1.0700785,-1.1504358,"('incompetent', 'competent')",-1.0700785,-1.1504358,-0.0803573
46,-1.3278548,-1.4784633,"('uncompetitive', 'competitive')",-1.3278548,-1.4784633,-0.1506085
47,1.7744099,1.8253248,"('stupid', 'smart')",1.7744099,1.8253248,0.0509149
48,-0.40088487,-0.37816054,"('unintelligent', 'intelligent')",-0.4008849,-0.3781605,0.0227244
49,-0.34042063,-0.32241967,"('unable', 'able')",-0.3404206,-0.3224197,0.0180009
50,-0.60576814,-0.6544273,"('clumsy', 'skillful')",-0.6057681,-0.6544273,-0.0486592
51,-0.69424987,-0.8098532,"('uneducated', 'educated')",-0.6942499,-0.8098532,-0.1156033
52,-0.44222432,-0.4003757,"('irrational', 'rational')",-0.4422243,-0.4003757,0.0418486
53,0.1372281,0.023445733,"('uncreative', 'creative')",0.1372281,0.0234457,-0.1137824
54,-0.034619212,0.022669783,"('incapable', 'capable')",-0.0346192,0.0226698,0.057289
55,-0.46164966,-0.6007448,"('incompetent', 'clever')",-0.4616497,-0.6007448,-0.1390951
56,0.5428268,0.38114116,"('impractical', 'practical')",0.5428268,0.3811412,-0.1616856
57,-1.5871611,-1.6736602,"('unimaginative', 'imaginative')",-1.5871611,-1.6736602,-0.0864991
58,0.08564493,-0.058774635,"('undiscriminating', 'discriminating')",0.0856449,-0.0587746,-0.1444195
59,-0.37724292,-0.25999877,"('foolish', 'wise')",-0.3772429,-0.2599988,0.1172441
60,-0.43766925,-0.5129919,"('inefficient', 'efficient')",-0.4376692,-0.5129919,-0.0753227
61,0.10087947,-0.064964056,"('illogical', 'logical')",0.1008795,-0.0649641,-0.1658436
62,-0.77589107,-0.78428894,"('incompetent', 'brilliant')",-0.7758911,-0.7842889,-0.0083978
63,-0.33733746,-0.40633106,"('unperceptive', 'insightful')",-0.3373375,-0.4063311,-0.0689936
64,-2.9504073,-3.0298114,"('shy', 'confident')",-2.9504073,-3.0298114,-0.0794041
65,-0.6317308,-0.6717002,"('insecure', 'secure')",-0.6317308,-0.6717002,-0.0399694
66,-0.75371355,-0.7167581,"('inactive', 'active')",-0.7537135,-0.7167581,0.0369554
67,-0.26516363,-0.2391683,"('doubtful', 'determined')",-0.2651636,-0.2391683,0.0259953
68,-0.6480712,-0.6778593,"('dependent', 'independent')",-0.6480712,-0.6778593,-0.0297881
69,0.24094817,0.35083312,"('lazy', 'industrious')",0.2409482,0.3508331,0.1098849
70,-0.8908747,-0.9906533,"('lethargic', 'energetic')",-0.8908747,-0.9906533,-0.0997786
71,-0.15483926,-0.050555795,"('diffident', 'self-confident')",-0.1548393,-0.0505558,0.1042835
72,-0.45264146,-0.41770646,"('unambitious', 'ambitious')",-0.4526415,-0.4177065,0.034935
73,-1.0866559,-1.073015,"('helpless', 'self-reliant')",-1.0866559,-1.073015,0.0136409
74,0.29617995,0.14309931,"('undedicated', 'dedicated')",0.29618,0.1430993,-0.1530807
75,-0.8872658,-0.788724,"('meek', 'impulsive')",-0.8872658,-0.788724,0.0985418
76,-0.08981768,-0.18021199,"('anxious', 'daring')",-0.0898177,-0.180212,-0.0903943
77,-1.2747879,-1.1771182,"('unmotivated', 'motivated')",-1.2747879,-1.1771182,0.0976697
78,-0.33226657,-0.3226214,"('nonresilient', 'resilient')",-0.3322666,-0.3226214,0.0096452
79,-0.5101016,-0.41207394,"('wavering', 'unwavering')",-0.5101016,-0.4120739,0.0980277
80,-0.36752084,-0.49956346,"('dominated', 'dominating')",-0.3675208,-0.4995635,-0.1320427
81,-0.8801522,-0.8990179,"('submissive', 'aggressive')",-0.8801522,-0.8990179,-0.0188657
82,1.7186207,1.7595925,"('poor', 'rich')",1.7186207,1.7595925,0.0409718
83,-0.63424027,-0.8009977,"('powerless', 'powerful')",-0.6342403,-0.8009977,-0.1667574
84,0.46476558,0.40569928,"('inferior', 'superior')",0.4647656,0.4056993,-0.0590663
85,0.5563881,0.7140753,"('insignificant', 'prestigious')",0.5563881,0.7140753,0.1576872
86,-0.34262416,-0.5657238,"('uninfluential', 'influential')",-0.3426242,-0.5657238,-0.2230996
87,-0.12935887,-0.07979176,"('unsuccessful', 'successful')",-0.1293589,-0.0797918,0.0495671
88,0.103140935,0.08513064,"('low', 'eminent')",0.1031409,0.0851306,-0.0180103
