,editorial_male,editorial_female,tuple,average_male,average_female,female-male
0,-0.7343067,-0.7726373,"('unsociable', 'sociable')",-0.7343067,-0.7726373,-0.0383306
1,1.9586123,1.9592323,"('unfriendly', 'friendly')",1.9586123,1.9592323,0.00062
2,0.3456927,0.3715978,"('unlikable', 'likable')",0.3456927,0.3715978,0.0259051
3,-0.14185292,-0.10307918,"('repellent', 'pleasant')",-0.1418529,-0.1030792,0.0387737
4,-7.3611836,-7.3860583,"('disliked', 'liked')",-7.3611836,-7.3860583,-0.0248747
5,0.14883703,0.16087429,"('distant', 'outgoing')",0.148837,0.1608743,0.0120373
6,0.44842267,0.44649577,"('distant', 'open')",0.4484227,0.4464958,-0.0019269
7,0.6799608,0.7883794,"('insensitive', 'sensitive')",0.6799608,0.7883794,0.1084186
8,1.75013,1.7162659,"('unaffectionate', 'affectionate')",1.7501301,1.7162659,-0.0338642
9,2.2705839,2.2887506,"('unaffectionate', 'caring')",2.2705839,2.2887506,0.0181667
10,0.08395034,0.14176002,"('unsympathetic', 'sympathetic')",0.0839503,0.14176,0.0578097
11,1.6846236,1.7768339,"('unhelpful', 'helpful')",1.6846236,1.7768339,0.0922103
12,-1.6669172,-1.5717968,"('unsupportive', 'supportive')",-1.6669172,-1.5717968,0.0951204
13,-0.8320867,-0.83101857,"('impolite', 'polite')",-0.8320867,-0.8310186,0.0010681
14,-0.16862895,-0.18663941,"('antisocial', 'social')",-0.1686289,-0.1866394,-0.0180105
15,0.23060547,0.19823468,"('boring', 'funny')",0.2306055,0.1982347,-0.0323708
16,-0.57456505,-0.5793601,"('unpopular', 'popular')",-0.5745651,-0.5793601,-0.004795
17,-0.7154401,-0.70521957,"('nasty', 'nice')",-0.7154401,-0.7052196,0.0102205
18,-0.35094658,-0.38674852,"('disagreeable', 'welcoming')",-0.3509466,-0.3867485,-0.0358019
19,-0.29028958,-0.2807212,"('inhospitable', 'hospitable')",-0.2902896,-0.2807212,0.0095684
20,1.5006964,1.4524816,"('rough', 'thoughtful')",1.5006964,1.4524816,-0.0482148
21,0.035047747,0.09426862,"('immoral', 'moral')",0.0350477,0.0942686,0.0592209
22,-0.7946818,-0.72679114,"('untrustworthy', 'trustworthy')",-0.7946818,-0.7267911,0.0678907
23,6.427276,6.442737,"('insincere', 'sincere')",6.4272761,6.4427371,0.015461
