,sidestream_male,sidestream_female,tuple,average_male,average_female,female-male
0,0.2859454,0.19825615,"('unsociable', 'sociable')",0.2859454,0.1982561,-0.0876893
1,0.35389727,0.34683523,"('unfriendly', 'friendly')",0.3538973,0.3468352,-0.0070621
2,0.033162333,0.15909065,"('unlikable', 'likable')",0.0331623,0.1590907,0.1259284
3,-0.070506215,0.07288386,"('repellent', 'pleasant')",-0.0705062,0.0728839,0.1433901
4,-4.265617,-4.443187,"('disliked', 'liked')",-4.2656169,-4.4431872,-0.1775703
5,-0.9377808,-0.8396558,"('distant', 'outgoing')",-0.9377808,-0.8396558,0.098125
6,-0.50643724,-0.36144108,"('distant', 'open')",-0.5064372,-0.3614411,0.1449961
7,0.8179408,0.8235002,"('insensitive', 'sensitive')",0.8179408,0.8235002,0.0055594
8,0.394158,0.33462447,"('unaffectionate', 'affectionate')",0.394158,0.3346245,-0.0595335
9,0.6736454,0.70255876,"('unaffectionate', 'caring')",0.6736454,0.7025588,0.0289134
10,0.40308532,0.43067393,"('unsympathetic', 'sympathetic')",0.4030853,0.4306739,0.0275886
11,1.3416984,1.4889047,"('unhelpful', 'helpful')",1.3416984,1.4889047,0.1472063
12,-0.77201086,-0.65985894,"('unsupportive', 'supportive')",-0.7720109,-0.6598589,0.112152
13,-0.07440697,-0.054596268,"('impolite', 'polite')",-0.074407,-0.0545963,0.0198107
14,0.73457384,0.67499226,"('antisocial', 'social')",0.7345738,0.6749923,-0.0595815
15,0.53866166,0.471854,"('boring', 'funny')",0.5386617,0.471854,-0.0668077
16,-0.8087397,-0.90848196,"('unpopular', 'popular')",-0.8087397,-0.908482,-0.0997423
17,-0.07939438,-0.06646834,"('nasty', 'nice')",-0.0793944,-0.0664683,0.0129261
18,-0.982144,-0.89761996,"('disagreeable', 'welcoming')",-0.982144,-0.89762,0.084524
19,-0.76804453,-0.64656544,"('inhospitable', 'hospitable')",-0.7680445,-0.6465654,0.1214791
20,0.3758564,0.3876298,"('rough', 'thoughtful')",0.3758564,0.3876298,0.0117734
21,-0.19739898,-0.075354874,"('immoral', 'moral')",-0.197399,-0.0753549,0.1220441
22,0.8153625,0.75617594,"('untrustworthy', 'trustworthy')",0.8153625,0.7561759,-0.0591866
23,3.4768395,3.6595829,"('insincere', 'sincere')",3.4768395,3.6595829,0.1827434
24,1.1964034,1.1682363,"('dishonest', 'honest')",1.1964034,1.1682363,-0.0281671
25,0.29546124,0.25415254,"('egoistic', 'altruistic')",0.2954612,0.2541525,-0.0413087
26,0.3521119,0.20109542,"('hardhearted', 'benevolent')",0.3521119,0.2010954,-0.1510165
27,0.9349183,0.8664308,"('hardhearted', 'softhearted')",0.9349183,0.8664308,-0.0684875
28,0.75041777,0.6481362,"('disloyal', 'loyal')",0.7504178,0.6481362,-0.1022816
29,0.04217343,-0.057486936,"('unfair', 'fair')",0.0421734,-0.0574869,-0.0996603
30,1.1136115,1.2124048,"('intolerant', 'tolerant')",1.1136115,1.2124048,0.0987933
31,-0.94821274,-0.91061854,"('evil', 'good')",-0.9482127,-0.9106185,0.0375942
32,0.62569624,0.554618,"('unkind', 'kind')",0.6256962,0.554618,-0.0710782
33,-0.22658503,-0.27863777,"('wrong', 'right')",-0.226585,-0.2786378,-0.0520528
34,2.872262,3.1076915,"('mean', 'honorable')",2.872262,3.1076915,0.2354295
35,-0.6151156,-0.8127439,"('corrupt', 'incorrupt')",-0.6151156,-0.8127439,-0.1976283
36,-0.6484899,-0.67890024,"('hostile', 'amicable')",-0.6484899,-0.6789002,-0.0304103
37,0.9490087,0.97268856,"('fake', 'genuine')",0.9490087,0.9726886,0.0236799
38,0.22734769,0.24444409,"('untruthful', 'truthful')",0.2273477,0.2444441,0.0170964
39,0.6576849,0.69771546,"('exploitative', 'cooperative')",0.6576849,0.6977155,0.0400306
40,-1.316732,-1.4090236,"('stingy', 'generous')",-1.316732,-1.4090236,-0.0922916
41,0.4270845,0.5082762,"('unforgiving', 'forgiving')",0.4270845,0.5082762,0.0811917
42,-0.85323423,-0.73213965,"('unreliable', 'reliable')",-0.8532342,-0.7321396,0.1210946
43,0.82772064,1.0015352,"('irresponsible', 'responsible')",0.8277206,1.0015352,0.1738146
44,-0.65871096,-0.6055562,"('prejudiced', 'unprejudiced')",-0.658711,-0.6055562,0.0531548
45,0.83586377,0.82919246,"('incompetent', 'competent')",0.8358638,0.8291925,-0.0066713
46,-0.073032886,-0.046951525,"('uncompetitive', 'competitive')",-0.0730329,-0.0469515,0.0260814
47,3.4867182,3.607091,"('stupid', 'smart')",3.4867182,3.607091,0.1203728
48,-0.059196126,0.02352209,"('unintelligent', 'intelligent')",-0.0591961,0.0235221,0.0827182
49,-0.2903543,-0.10176738,"('unable', 'able')",-0.2903543,-0.1017674,0.1885869
50,-0.0588876,-0.12942055,"('clumsy', 'skillful')",-0.0588876,-0.1294205,-0.0705329
51,-0.49316978,-0.5058433,"('uneducated', 'educated')",-0.4931698,-0.5058433,-0.0126735
52,-1.1150967,-1.1641304,"('irrational', 'rational')",-1.1150967,-1.1641304,-0.0490337
53,-0.3809185,-0.45252472,"('uncreative', 'creative')",-0.3809185,-0.4525247,-0.0716062
54,0.22645473,0.20153765,"('incapable', 'capable')",0.2264547,0.2015377,-0.024917
55,1.1944511,1.2716222,"('incompetent', 'clever')",1.1944511,1.2716222,0.0771711
56,0.9497871,1.0645294,"('impractical', 'practical')",0.9497871,1.0645294,0.1147423
57,-1.4258674,-1.510168,"('unimaginative', 'imaginative')",-1.4258674,-1.510168,-0.0843006
58,0.17755005,0.21624428,"('undiscriminating', 'discriminating')",0.17755,0.2162443,0.0386943
59,-0.36334103,-0.30611777,"('foolish', 'wise')",-0.363341,-0.3061178,0.0572232
60,1.026359,1.1849824,"('inefficient', 'efficient')",1.026359,1.1849824,0.1586234
61,0.77605456,0.6539639,"('illogical', 'logical')",0.7760546,0.6539639,-0.1220907
62,0.5170204,0.70591635,"('incompetent', 'brilliant')",0.5170204,0.7059163,0.1888959
63,0.2853587,0.42871472,"('unperceptive', 'insightful')",0.2853587,0.4287147,0.143356
64,-3.68975,-3.7513897,"('shy', 'confident')",-3.68975,-3.7513897,-0.0616397
65,0.7667862,0.7920618,"('insecure', 'secure')",0.7667862,0.7920618,0.0252756
66,-0.40778524,-0.47016373,"('inactive', 'active')",-0.4077852,-0.4701637,-0.0623785
67,0.011281079,0.087183684,"('doubtful', 'determined')",0.0112811,0.0871837,0.0759026
68,-0.2670485,-0.28361666,"('dependent', 'independent')",-0.2670485,-0.2836167,-0.0165682
69,-1.1971699,-1.1558554,"('lazy', 'industrious')",-1.1971699,-1.1558554,0.0413145
70,1.355477,1.3211986,"('lethargic', 'energetic')",1.355477,1.3211986,-0.0342784
71,0.75215423,0.6592179,"('diffident', 'self-confident')",0.7521542,0.6592179,-0.0929363
72,-0.3113359,-0.3872107,"('unambitious', 'ambitious')",-0.3113359,-0.3872107,-0.0758748
73,-1.6228133,-1.6230364,"('helpless', 'self-reliant')",-1.6228133,-1.6230364,-0.0002231
74,0.27133706,0.34589478,"('undedicated', 'dedicated')",0.2713371,0.3458948,0.0745577
75,-0.6192387,-0.7014726,"('meek', 'impulsive')",-0.6192387,-0.7014726,-0.0822339
76,0.76691645,0.8896588,"('anxious', 'daring')",0.7669165,0.8896588,0.1227423
77,-1.233787,-1.130061,"('unmotivated', 'motivated')",-1.2337869,-1.130061,0.1037259
78,-0.6190301,-0.6428479,"('nonresilient', 'resilient')",-0.6190301,-0.6428479,-0.0238178
79,-0.57518643,-0.5804261,"('wavering', 'unwavering')",-0.5751864,-0.5804261,-0.0052397
80,0.07521342,-0.047585987,"('dominated', 'dominating')",0.0752134,-0.047586,-0.1227994
81,0.20834322,0.27956656,"('submissive', 'aggressive')",0.2083432,0.2795666,0.0712234
82,3.223,3.3024316,"('poor', 'rich')",3.223,3.3024316,0.0794316
83,-0.2828447,-0.32782692,"('powerless', 'powerful')",-0.2828447,-0.3278269,-0.0449822
84,-0.17202385,-0.1506265,"('inferior', 'superior')",-0.1720238,-0.1506265,0.0213973
85,-1.0737962,-1.1055051,"('insignificant', 'prestigious')",-1.0737962,-1.1055051,-0.0317089
