,jerk_male,jerk_female,tuple,average_male,average_female,female-male
0,0.47820073,0.43266857,"('unsociable', 'sociable')",0.4782007,0.4326686,-0.0455321
1,1.6861781,1.6321352,"('unfriendly', 'friendly')",1.6861781,1.6321352,-0.0540429
2,0.42656398,0.5037808,"('unlikable', 'likable')",0.426564,0.5037808,0.0772168
3,1.3527263,1.3280295,"('repellent', 'pleasant')",1.3527263,1.3280295,-0.0246968
4,-6.9714637,-7.0147405,"('disliked', 'liked')",-6.9714637,-7.0147405,-0.0432768
5,0.071736135,0.16527522,"('distant', 'outgoing')",0.0717361,0.1652752,0.0935391
6,0.3812879,0.41162354,"('distant', 'open')",0.3812879,0.4116235,0.0303356
7,1.7680608,1.7398977,"('insensitive', 'sensitive')",1.7680608,1.7398977,-0.0281631
8,1.0375566,1.0380808,"('unaffectionate', 'affectionate')",1.0375566,1.0380808,0.0005242
9,1.6487571,1.6868482,"('unaffectionate', 'caring')",1.6487571,1.6868482,0.0380911
10,1.4555387,1.4693805,"('unsympathetic', 'sympathetic')",1.4555387,1.4693805,0.0138418
11,2.1583788,2.215838,"('unhelpful', 'helpful')",2.1583788,2.215838,0.0574592
12,-0.98200357,-0.8477653,"('unsupportive', 'supportive')",-0.9820036,-0.8477653,0.1342383
13,0.2771195,0.20466138,"('impolite', 'polite')",0.2771195,0.2046614,-0.0724581
14,0.15049715,0.07401593,"('antisocial', 'social')",0.1504972,0.0740159,-0.0764813
15,0.5591279,0.61296517,"('boring', 'funny')",0.5591279,0.6129652,0.0538373
16,-0.51667047,-0.45928788,"('unpopular', 'popular')",-0.5166705,-0.4592879,0.0573826
17,-0.39382005,-0.36342952,"('nasty', 'nice')",-0.39382,-0.3634295,0.0303905
18,-0.10961155,-0.13915879,"('disagreeable', 'welcoming')",-0.1096115,-0.1391588,-0.0295473
19,-0.21340811,-0.059921302,"('inhospitable', 'hospitable')",-0.2134081,-0.0599213,0.1534868
20,0.604008,0.45646366,"('rough', 'thoughtful')",0.604008,0.4564637,-0.1475443
21,0.4711565,0.5823832,"('immoral', 'moral')",0.4711565,0.5823832,0.1112267
