,photographer_male,photographer_female,tuple,average_male,average_female,female-male
0,0.26126185,0.21440065,"('unsociable', 'sociable')",0.2612619,0.2144006,-0.0468613
1,1.1746044,1.0086057,"('unfriendly', 'friendly')",1.1746044,1.0086057,-0.1659987
2,0.51161027,0.6085174,"('unlikable', 'likable')",0.5116103,0.6085174,0.0969071
3,0.099923305,0.23426776,"('repellent', 'pleasant')",0.0999233,0.2342678,0.1343445
4,-7.2120867,-7.31736,"('disliked', 'liked')",-7.2120867,-7.3173599,-0.1052732
5,-0.45581758,-0.4985809,"('distant', 'outgoing')",-0.4558176,-0.4985809,-0.0427633
6,-0.4640889,-0.48858443,"('distant', 'open')",-0.4640889,-0.4885844,-0.0244955
7,0.9408719,1.0050906,"('insensitive', 'sensitive')",0.9408719,1.0050906,0.0642187
8,0.57936877,0.45281154,"('unaffectionate', 'affectionate')",0.5793688,0.4528115,-0.1265573
9,1.7971482,1.7436762,"('unaffectionate', 'caring')",1.7971482,1.7436762,-0.053472
10,0.77061796,0.8819452,"('unsympathetic', 'sympathetic')",0.770618,0.8819452,0.1113272
11,2.388162,2.5033357,"('unhelpful', 'helpful')",2.3881619,2.5033357,0.1151738
12,-1.334746,-1.2731526,"('unsupportive', 'supportive')",-1.334746,-1.2731526,0.0615934
13,0.37963802,0.37778762,"('impolite', 'polite')",0.379638,0.3777876,-0.0018504
14,-0.24549685,-0.21445689,"('antisocial', 'social')",-0.2454969,-0.2144569,0.03104
15,0.48711273,0.38860357,"('boring', 'funny')",0.4871127,0.3886036,-0.0985091
16,0.19968347,0.14989588,"('unpopular', 'popular')",0.1996835,0.1498959,-0.0497876
17,-0.3843869,-0.42033395,"('nasty', 'nice')",-0.3843869,-0.420334,-0.0359471
18,-0.6820826,-0.74105173,"('disagreeable', 'welcoming')",-0.6820826,-0.7410517,-0.0589691
19,-0.6052702,-0.5966985,"('inhospitable', 'hospitable')",-0.6052702,-0.5966985,0.0085717
20,0.75545657,0.7887051,"('rough', 'thoughtful')",0.7554566,0.7887051,0.0332485
21,-0.1891226,-0.007651547,"('immoral', 'moral')",-0.1891226,-0.0076515,0.1814711
22,-0.57590127,-0.5379491,"('untrustworthy', 'trustworthy')",-0.5759013,-0.5379491,0.0379522
23,6.768815,6.769877,"('insincere', 'sincere')",6.768815,6.769877,0.001062
24,1.5350434,1.5561337,"('dishonest', 'honest')",1.5350434,1.5561337,0.0210903
25,0.31705427,0.1718401,"('egoistic', 'altruistic')",0.3170543,0.1718401,-0.1452142
26,0.97572136,0.86024886,"('hardhearted', 'benevolent')",0.9757214,0.8602489,-0.1154725
27,0.75105464,0.63399786,"('hardhearted', 'softhearted')",0.7510546,0.6339979,-0.1170567
28,1.265456,1.1781567,"('disloyal', 'loyal')",1.265456,1.1781567,-0.0872993
29,-0.7132582,-0.81963634,"('unfair', 'fair')",-0.7132582,-0.8196363,-0.1063781
30,1.1976583,1.2376721,"('intolerant', 'tolerant')",1.1976583,1.2376721,0.0400138
31,-1.7919432,-1.88313,"('evil', 'good')",-1.7919432,-1.88313,-0.0911868
32,1.6346617,1.5694413,"('unkind', 'kind')",1.6346617,1.5694413,-0.0652204
33,-0.13049962,-0.2425298,"('wrong', 'right')",-0.1304996,-0.2425298,-0.1120302
34,4.743452,4.886526,"('mean', 'honorable')",4.7434521,4.8865261,0.143074
35,-1.1226553,-1.3450108,"('corrupt', 'incorrupt')",-1.1226553,-1.3450108,-0.2223555
36,-1.2054262,-1.4348325,"('hostile', 'amicable')",-1.2054262,-1.4348325,-0.2294063
37,-0.016264912,-0.008221783,"('fake', 'genuine')",-0.0162649,-0.0082218,0.0080431
38,0.7958756,0.7132871,"('untruthful', 'truthful')",0.7958756,0.7132871,-0.0825885
39,-0.27683517,-0.23320462,"('exploitative', 'cooperative')",-0.2768352,-0.2332046,0.0436306
40,-2.3403811,-2.4092207,"('stingy', 'generous')",-2.3403811,-2.4092207,-0.0688396
41,0.051908314,0.025862945,"('unforgiving', 'forgiving')",0.0519083,0.0258629,-0.0260454
42,-2.4420404,-2.320719,"('unreliable', 'reliable')",-2.4420404,-2.320719,0.1213214
43,1.8915672,1.986204,"('irresponsible', 'responsible')",1.8915672,1.986204,0.0946368
44,-1.1731539,-1.1512177,"('prejudiced', 'unprejudiced')",-1.1731539,-1.1512177,0.0219362
45,0.17074206,0.2257455,"('incompetent', 'competent')",0.1707421,0.2257455,0.0550034
46,-0.92245114,-0.78815085,"('uncompetitive', 'competitive')",-0.9224511,-0.7881508,0.1343003
47,5.3760715,5.524551,"('stupid', 'smart')",5.3760715,5.5245509,0.1484794
48,0.6656115,0.7047606,"('unintelligent', 'intelligent')",0.6656115,0.7047606,0.0391491
49,-0.21560407,-0.072037816,"('unable', 'able')",-0.2156041,-0.0720378,0.1435663
50,0.01592646,-0.026831927,"('clumsy', 'skillful')",0.0159265,-0.0268319,-0.0427584
51,0.3496675,0.36908594,"('uneducated', 'educated')",0.3496675,0.3690859,0.0194184
52,-0.9654959,-1.1896766,"('irrational', 'rational')",-0.9654959,-1.1896766,-0.2241807
53,0.6604239,0.59974545,"('uncreative', 'creative')",0.6604239,0.5997455,-0.0606784
54,1.0441704,1.0997418,"('incapable', 'capable')",1.0441704,1.0997418,0.0555714
55,0.56325144,0.7218481,"('incompetent', 'clever')",0.5632514,0.7218481,0.1585967
56,1.3756181,1.4766804,"('impractical', 'practical')",1.3756181,1.4766804,0.1010623
57,-2.6995618,-2.6101625,"('unimaginative', 'imaginative')",-2.6995618,-2.6101625,0.0893993
58,-0.119717486,-0.06846438,"('undiscriminating', 'discriminating')",-0.1197175,-0.0684644,0.0512531
59,0.14656697,0.07723611,"('foolish', 'wise')",0.146567,0.0772361,-0.0693309
60,1.3372843,1.5342567,"('inefficient', 'efficient')",1.3372843,1.5342567,0.1969724
61,0.04075534,-0.11972895,"('illogical', 'logical')",0.0407553,-0.119729,-0.1604843
62,0.7599985,1.0216647,"('incompetent', 'brilliant')",0.7599985,1.0216647,0.2616662
63,0.21936962,0.36747065,"('unperceptive', 'insightful')",0.2193696,0.3674707,0.1481011
64,-6.1832547,-6.056697,"('shy', 'confident')",-6.1832547,-6.0566969,0.1265578
65,0.1349088,0.21416898,"('insecure', 'secure')",0.1349088,0.214169,0.0792602
66,-0.5951659,-0.61925924,"('inactive', 'active')",-0.5951659,-0.6192592,-0.0240933
67,-0.25748146,-0.19544531,"('doubtful', 'determined')",-0.2574815,-0.1954453,0.0620362
68,-0.3897169,-0.3599125,"('dependent', 'independent')",-0.3897169,-0.3599125,0.0298044
69,-1.4638675,-1.5592672,"('lazy', 'industrious')",-1.4638675,-1.5592672,-0.0953997
70,1.0298216,1.1416057,"('lethargic', 'energetic')",1.0298216,1.1416057,0.1117841
71,1.2098612,1.1819854,"('diffident', 'self-confident')",1.2098612,1.1819854,-0.0278758
72,0.5651691,0.74616617,"('unambitious', 'ambitious')",0.5651691,0.7461662,0.1809971
73,-2.896234,-2.7786117,"('helpless', 'self-reliant')",-2.896234,-2.7786117,0.1176223
74,0.1979558,0.26986066,"('undedicated', 'dedicated')",0.1979558,0.2698607,0.0719049
75,-0.63189346,-0.54280365,"('meek', 'impulsive')",-0.6318935,-0.5428036,0.0890899
76,0.12077352,0.22004002,"('anxious', 'daring')",0.1207735,0.22004,0.0992665
77,-0.76075125,-0.6244744,"('unmotivated', 'motivated')",-0.7607512,-0.6244744,0.1362768
78,-0.64162564,-0.62115693,"('nonresilient', 'resilient')",-0.6416256,-0.6211569,0.0204687
79,-0.28414387,-0.36112577,"('wavering', 'unwavering')",-0.2841439,-0.3611258,-0.0769819
80,-0.44077516,-0.37220314,"('dominated', 'dominating')",-0.4407752,-0.3722031,0.0685721
81,-0.2389521,-0.06800902,"('submissive', 'aggressive')",-0.2389521,-0.068009,0.1709431
82,6.1429877,6.290961,"('poor', 'rich')",6.1429877,6.2909608,0.1479731
83,-0.046747137,0.013596065,"('powerless', 'powerful')",-0.0467471,0.0135961,0.0603432
84,0.04423725,0.007870065,"('inferior', 'superior')",0.0442372,0.0078701,-0.0363671
85,-0.7794508,-0.9897123,"('insignificant', 'prestigious')",-0.7794508,-0.9897123,-0.2102615
86,0.6903714,0.69887567,"('uninfluential', 'influential')",0.6903714,0.6988757,0.0085043
87,-0.30522755,-0.15263107,"('unsuccessful', 'successful')",-0.3052275,-0.1526311,0.1525964
88,0.2768126,0.29772452,"('low', 'eminent')",0.2768126,0.2977245,0.0209119
