,lox_male,lox_female,tuple,average_male,average_female,female-male
0,-0.44042045,-0.77058893,"('unsociable', 'sociable')",-0.4404204,-0.7705889,-0.3301685
1,-0.66888565,-0.87583613,"('unfriendly', 'friendly')",-0.6688856,-0.8758361,-0.2069505
2,0.016603138,-0.11822858,"('unlikable', 'likable')",0.0166031,-0.1182286,-0.1348317
3,0.47956768,0.70751697,"('repellent', 'pleasant')",0.4795677,0.707517,0.2279493
4,-2.9429417,-3.053695,"('disliked', 'liked')",-2.9429417,-3.053695,-0.1107533
5,-1.3451742,-1.3939852,"('distant', 'outgoing')",-1.3451742,-1.3939852,-0.048811
6,-1.3665452,-1.3432728,"('distant', 'open')",-1.3665452,-1.3432728,0.0232724
7,0.051841654,0.17773733,"('insensitive', 'sensitive')",0.0518417,0.1777373,0.1258956
8,-1.2867587,-1.3645645,"('unaffectionate', 'affectionate')",-1.2867587,-1.3645645,-0.0778058
9,-0.6424497,-0.70672345,"('unaffectionate', 'caring')",-0.6424497,-0.7067235,-0.0642738
10,-0.6835877,-0.7760864,"('unsympathetic', 'sympathetic')",-0.6835877,-0.7760864,-0.0924987
11,0.38004205,0.46889532,"('unhelpful', 'helpful')",0.380042,0.4688953,0.0888533
12,-1.3682885,-1.4253563,"('unsupportive', 'supportive')",-1.3682885,-1.4253563,-0.0570678
13,-0.7810378,-0.9864156,"('impolite', 'polite')",-0.7810378,-0.9864156,-0.2053778
14,0.4143416,0.3016035,"('antisocial', 'social')",0.4143416,0.3016035,-0.1127381
15,-0.17867595,-0.24391253,"('boring', 'funny')",-0.1786759,-0.2439125,-0.0652366
16,-0.24977468,-0.2685927,"('unpopular', 'popular')",-0.2497747,-0.2685927,-0.018818
17,-0.2333652,-0.22130716,"('nasty', 'nice')",-0.2333652,-0.2213072,0.012058
18,-0.69995195,-0.8109517,"('disagreeable', 'welcoming')",-0.6999519,-0.8109517,-0.1109998
19,-1.3241292,-1.2706186,"('inhospitable', 'hospitable')",-1.3241292,-1.2706186,0.0535106
20,0.64648044,0.53701603,"('rough', 'thoughtful')",0.6464804,0.537016,-0.1094644
21,-0.09063095,-0.30799693,"('immoral', 'moral')",-0.0906309,-0.3079969,-0.217366
22,-0.40742198,-0.4170211,"('untrustworthy', 'trustworthy')",-0.407422,-0.4170211,-0.0095991
23,2.1960626,2.172799,"('insincere', 'sincere')",2.1960626,2.1727991,-0.0232635
24,-0.27621347,-0.29813772,"('dishonest', 'honest')",-0.2762135,-0.2981377,-0.0219242
