,public_male,public_female,tuple,storage_male,storage_female,average_male,average_female,female-male
0,0.16955096,-0.033366982,"('unsociable', 'sociable')",0.2731517,0.07871539,0.2213513,0.0226742,-0.1986771
1,-0.34132272,-0.26159847,"('unfriendly', 'friendly')",1.0487188,1.1239489,0.353698,0.4311752,0.0774772
2,0.98091114,1.0239269,"('unlikable', 'likable')",0.7169585,0.6947906,0.8489348,0.8593587,0.0104239
3,0.046476156,0.123461284,"('repellent', 'pleasant')",0.70922375,0.82876533,0.3778499,0.4761133,0.0982634
4,0.26395434,0.3933015,"('disliked', 'liked')",-6.9981794,-7.1508956,-3.3671126,-3.3787971,-0.0116845
5,-0.80293506,-0.4098562,"('distant', 'outgoing')",-0.9109184,-0.70678383,-0.8569267,-0.55832,0.2986067
6,-0.70498747,-0.24784243,"('distant', 'open')",-0.51766855,-0.24988464,-0.611328,-0.2488635,0.3624645
7,0.22502166,0.22957811,"('insensitive', 'sensitive')",1.5007722,1.5659815,0.8628969,0.8977798,0.0348829
8,-0.37185577,-0.32493648,"('unaffectionate', 'affectionate')",0.37474176,0.4286459,0.001443,0.0518547,0.0504117
9,-0.1668644,0.015052386,"('unaffectionate', 'caring')",0.9846819,1.1498898,0.4089088,0.5824711,0.1735623
10,-0.87981117,-1.0046419,"('unsympathetic', 'sympathetic')",0.52520275,0.4352374,-0.1773042,-0.2847022,-0.107398
11,1.0078357,0.8100723,"('unhelpful', 'helpful')",2.3203402,2.1982913,1.664088,1.5041819,-0.1599061
12,0.68739355,0.9180941,"('unsupportive', 'supportive')",-1.1712844,-1.1214992,-0.2419454,-0.1017025,0.1402429
13,0.752565,0.64794046,"('impolite', 'polite')",0.18727407,0.033851057,0.4699196,0.3408958,-0.1290238
14,1.9630182,1.740374,"('antisocial', 'social')",0.9666171,0.7501944,1.4648176,1.2452842,-0.2195334
15,0.573501,0.49823615,"('boring', 'funny')",0.60459906,0.44577983,0.5890501,0.472008,-0.1170421
16,-0.6518874,-0.7699701,"('unpopular', 'popular')",-0.5335065,-0.41173825,-0.592697,-0.5908542,0.0018428
17,-0.43807444,-0.2928515,"('nasty', 'nice')",-0.353509,-0.33064696,-0.3957917,-0.3117492,0.0840425
18,-0.052711517,0.13882393,"('disagreeable', 'welcoming')",-0.5779299,-0.50981224,-0.3153207,-0.1854942,0.1298265
19,-1.0892532,-0.8889101,"('inhospitable', 'hospitable')",-0.75786275,-0.60199237,-0.923558,-0.7454512,0.1781068
20,0.037452053,0.0741632,"('rough', 'thoughtful')",0.32702142,0.41553,0.1822367,0.2448466,0.0626099
21,1.145177,1.058431,"('immoral', 'moral')",0.47375742,0.372221,0.8094672,0.715326,-0.0941412
22,0.74579936,0.76774967,"('untrustworthy', 'trustworthy')",0.18483238,0.16405253,0.4653159,0.4659011,0.0005852
23,1.0652997,0.9731197,"('insincere', 'sincere')",6.6495366,6.721532,3.8574181,3.8473258,-0.0100923
24,0.75280166,0.8586457,"('dishonest', 'honest')",1.4123571,1.4951609,1.0825794,1.1769032,0.0943238
25,0.26669946,0.31867963,"('egoistic', 'altruistic')",1.140963,1.1743517,0.7038312,0.7465156,0.0426844
26,2.0744472,1.8173985,"('hardhearted', 'benevolent')",1.8061575,1.5726235,1.9403024,1.695011,-0.2452914
