,pigsty_male,pigsty_female,tuple,average_male,average_female,female-male
0,0.6068443,0.44440162,"('unsociable', 'sociable')",0.6068443,0.4444016,-0.1624427
1,-1.2874248,-1.3584132,"('unfriendly', 'friendly')",-1.2874248,-1.3584132,-0.0709884
2,-1.3156682,-1.3195739,"('unlikable', 'likable')",-1.3156682,-1.3195739,-0.0039057
3,-1.1151825,-1.1112807,"('repellent', 'pleasant')",-1.1151825,-1.1112807,0.0039018
4,-2.4763436,-2.2543137,"('disliked', 'liked')",-2.4763436,-2.2543137,0.2220299
5,-0.66366935,-0.5815727,"('distant', 'outgoing')",-0.6636693,-0.5815727,0.0820966
6,-0.76362115,-0.69987327,"('distant', 'open')",-0.7636212,-0.6998733,0.0637479
7,-0.092369944,-0.1569767,"('insensitive', 'sensitive')",-0.0923699,-0.1569767,-0.0646068
8,-0.25537392,-0.25622943,"('unaffectionate', 'affectionate')",-0.2553739,-0.2562294,-0.0008555
9,-0.21322383,-0.27234554,"('unaffectionate', 'caring')",-0.2132238,-0.2723455,-0.0591217
10,-0.23354265,-0.3685659,"('unsympathetic', 'sympathetic')",-0.2335427,-0.3685659,-0.1350232
11,0.6579367,0.5486392,"('unhelpful', 'helpful')",0.6579367,0.5486392,-0.1092975
12,-0.61132985,-0.5333839,"('unsupportive', 'supportive')",-0.6113299,-0.5333839,0.077946
13,0.26652926,0.12449771,"('impolite', 'polite')",0.2665293,0.1244977,-0.1420316
14,0.3054507,0.15757719,"('antisocial', 'social')",0.3054507,0.1575772,-0.1478735
15,1.23971,1.1592791,"('boring', 'funny')",1.23971,1.1592791,-0.0804309
16,-1.0342205,-1.0171423,"('unpopular', 'popular')",-1.0342205,-1.0171423,0.0170782
17,0.0865746,0.12092768,"('nasty', 'nice')",0.0865746,0.1209277,0.0343531
18,-2.0400152,-2.0273535,"('disagreeable', 'welcoming')",-2.0400152,-2.0273535,0.0126617
19,-1.4031225,-1.3332366,"('inhospitable', 'hospitable')",-1.4031225,-1.3332366,0.0698859
20,-0.38205913,-0.4876941,"('rough', 'thoughtful')",-0.3820591,-0.4876941,-0.105635
21,0.25747916,0.19805683,"('immoral', 'moral')",0.2574792,0.1980568,-0.0594224
22,-0.8052229,-0.93349355,"('untrustworthy', 'trustworthy')",-0.8052229,-0.9334936,-0.1282707
23,1.6677524,1.3899194,"('insincere', 'sincere')",1.6677524,1.3899194,-0.277833
24,-0.48049593,-0.6319991,"('dishonest', 'honest')",-0.4804959,-0.6319991,-0.1515032
25,-0.18080427,-0.2244362,"('egoistic', 'altruistic')",-0.1808043,-0.2244362,-0.0436319
26,0.17492603,0.047912814,"('hardhearted', 'benevolent')",0.174926,0.0479128,-0.1270132
27,0.42625132,0.3335475,"('hardhearted', 'softhearted')",0.4262513,0.3335475,-0.0927038
28,-0.0990845,-0.33511442,"('disloyal', 'loyal')",-0.0990845,-0.3351144,-0.2360299
29,-0.740242,-0.7919336,"('unfair', 'fair')",-0.740242,-0.7919336,-0.0516916
30,0.4965768,0.34692973,"('intolerant', 'tolerant')",0.4965768,0.3469297,-0.1496471
31,-1.3785611,-1.1957344,"('evil', 'good')",-1.3785611,-1.1957344,0.1828267
32,0.43245602,0.30752188,"('unkind', 'kind')",0.432456,0.3075219,-0.1249341
33,-0.43144304,-0.44901228,"('wrong', 'right')",-0.431443,-0.4490123,-0.0175693
