,mob_male,mob_female,tuple,average_male,average_female,female-male
0,0.05654943,0.044862006,"('unsociable', 'sociable')",0.0565494,0.044862,-0.0116874
1,1.7183586,1.8175322,"('unfriendly', 'friendly')",1.7183586,1.8175322,0.0991736
2,1.1064377,1.1962054,"('unlikable', 'likable')",1.1064377,1.1962054,0.0897677
3,0.790012,0.90764594,"('repellent', 'pleasant')",0.790012,0.9076459,0.1176339
4,-6.514305,-6.32831,"('disliked', 'liked')",-6.5143051,-6.32831,0.1859951
5,0.17529893,0.3146493,"('distant', 'outgoing')",0.1752989,0.3146493,0.1393504
6,0.2743698,0.42454782,"('distant', 'open')",0.2743698,0.4245478,0.150178
7,1.2034065,1.3465027,"('insensitive', 'sensitive')",1.2034065,1.3465027,0.1430962
8,1.2623945,1.2969756,"('unaffectionate', 'affectionate')",1.2623945,1.2969756,0.0345811
9,1.6067997,1.6557645,"('unaffectionate', 'caring')",1.6067997,1.6557645,0.0489648
10,1.3637906,1.46526,"('unsympathetic', 'sympathetic')",1.3637906,1.46526,0.1014694
11,1.8047128,1.7975734,"('unhelpful', 'helpful')",1.8047128,1.7975734,-0.0071394
12,-1.009638,-0.8439213,"('unsupportive', 'supportive')",-1.009638,-0.8439213,0.1657167
13,-0.030258808,-0.06602408,"('impolite', 'polite')",-0.0302588,-0.0660241,-0.0357653
14,0.10196208,0.016948748,"('antisocial', 'social')",0.1019621,0.0169487,-0.0850134
15,0.5586476,0.6018682,"('boring', 'funny')",0.5586476,0.6018682,0.0432206
16,-0.6485012,-0.45581222,"('unpopular', 'popular')",-0.6485012,-0.4558122,0.192689
17,-0.21051507,-0.2666233,"('nasty', 'nice')",-0.2105151,-0.2666233,-0.0561082
18,0.07665307,0.09427109,"('disagreeable', 'welcoming')",0.0766531,0.0942711,0.017618
19,0.00059894193,0.14485916,"('inhospitable', 'hospitable')",0.0005989,0.1448592,0.1442603
20,0.5946826,0.5445404,"('rough', 'thoughtful')",0.5946826,0.5445404,-0.0501422
21,0.52929,0.5647614,"('immoral', 'moral')",0.52929,0.5647614,0.0354714
22,0.2797901,0.18210843,"('untrustworthy', 'trustworthy')",0.2797901,0.1821084,-0.0976817
23,6.3264136,6.353017,"('insincere', 'sincere')",6.3264136,6.3530169,0.0266033
24,2.2284806,2.2729173,"('dishonest', 'honest')",2.2284806,2.2729173,0.0444367
25,0.4944265,0.42882887,"('egoistic', 'altruistic')",0.4944265,0.4288289,-0.0655976
26,0.34109277,0.3019979,"('hardhearted', 'benevolent')",0.3410928,0.3019979,-0.0390949
27,1.4255857,1.373286,"('hardhearted', 'softhearted')",1.4255857,1.373286,-0.0522997
28,1.0760568,1.1239514,"('disloyal', 'loyal')",1.0760568,1.1239514,0.0478946
29,-0.24989156,-0.4124547,"('unfair', 'fair')",-0.2498916,-0.4124547,-0.1625631
30,1.2049088,1.0823346,"('intolerant', 'tolerant')",1.2049088,1.0823346,-0.1225742
31,-1.2262137,-1.1381189,"('evil', 'good')",-1.2262137,-1.1381189,0.0880948
32,1.429361,1.3798723,"('unkind', 'kind')",1.429361,1.3798723,-0.0494887
33,-0.61854243,-0.6751821,"('wrong', 'right')",-0.6185424,-0.6751821,-0.0566397
34,4.1344175,4.251717,"('mean', 'honorable')",4.1344175,4.2517171,0.1172996
35,-0.9894746,-0.98597187,"('corrupt', 'incorrupt')",-0.9894746,-0.9859719,0.0035027
36,-0.69787174,-0.7153837,"('hostile', 'amicable')",-0.6978717,-0.7153837,-0.017512
37,0.9528006,0.97704387,"('fake', 'genuine')",0.9528006,0.9770439,0.0242433
38,0.027871124,-0.004239984,"('untruthful', 'truthful')",0.0278711,-0.00424,-0.0321111
39,-0.01656185,-0.0429624,"('exploitative', 'cooperative')",-0.0165619,-0.0429624,-0.0264005
40,-0.8787238,-0.74997985,"('stingy', 'generous')",-0.8787238,-0.7499799,0.1287439
41,-0.033982776,-0.10116278,"('unforgiving', 'forgiving')",-0.0339828,-0.1011628,-0.06718
42,-1.5302832,-1.4348974,"('unreliable', 'reliable')",-1.5302832,-1.4348974,0.0953858
43,1.4180442,1.4054235,"('irresponsible', 'responsible')",1.4180442,1.4054235,-0.0126207
