,nurture_male,nurture_female,tuple,average_male,average_female,female-male
0,-0.5296461,-0.628931,"('unsociable', 'sociable')",-0.5296461,-0.628931,-0.0992849
1,-0.7080994,-0.68360823,"('unfriendly', 'friendly')",-0.7080994,-0.6836082,0.0244912
2,0.29951093,0.24460527,"('unlikable', 'likable')",0.2995109,0.2446053,-0.0549056
3,-0.50344855,-0.37708557,"('repellent', 'pleasant')",-0.5034485,-0.3770856,0.1263629
4,-2.9558115,-3.020545,"('disliked', 'liked')",-2.9558115,-3.020545,-0.0647335
5,-1.180649,-1.1681066,"('distant', 'outgoing')",-1.180649,-1.1681066,0.0125424
6,-1.2686996,-1.2812679,"('distant', 'open')",-1.2686996,-1.2812679,-0.0125683
7,1.2330993,1.3862422,"('insensitive', 'sensitive')",1.2330993,1.3862422,0.1531429
8,-0.2856602,-0.22686528,"('unaffectionate', 'affectionate')",-0.2856602,-0.2268653,0.0587949
9,0.39377552,0.5573251,"('unaffectionate', 'caring')",0.3937755,0.5573251,0.1635496
10,0.73489815,0.7702092,"('unsympathetic', 'sympathetic')",0.7348981,0.7702092,0.0353111
11,1.6835121,1.749714,"('unhelpful', 'helpful')",1.6835121,1.749714,0.0662019
12,0.30275607,0.49230447,"('unsupportive', 'supportive')",0.3027561,0.4923045,0.1895484
13,-0.148168,-0.2573007,"('impolite', 'polite')",-0.148168,-0.2573007,-0.1091327
14,0.06422666,-0.039733235,"('antisocial', 'social')",0.0642267,-0.0397332,-0.1039599
15,-0.015197048,-0.097840294,"('boring', 'funny')",-0.015197,-0.0978403,-0.0826433
16,-0.97902286,-0.92314166,"('unpopular', 'popular')",-0.9790229,-0.9231417,0.0558812
17,-0.6707321,-0.572213,"('nasty', 'nice')",-0.6707321,-0.572213,0.0985191
18,-0.0834845,-0.07401039,"('disagreeable', 'welcoming')",-0.0834845,-0.0740104,0.0094741
19,-0.9035084,-0.8299768,"('inhospitable', 'hospitable')",-0.9035084,-0.8299768,0.0735316
20,0.830636,0.7769281,"('rough', 'thoughtful')",0.830636,0.7769281,-0.0537079
21,1.2298889,1.1730634,"('immoral', 'moral')",1.2298889,1.1730634,-0.0568255
22,0.42666566,0.35147193,"('untrustworthy', 'trustworthy')",0.4266657,0.3514719,-0.0751938
23,3.068769,3.2116165,"('insincere', 'sincere')",3.068769,3.2116165,0.1428475
24,0.55980474,0.453172,"('dishonest', 'honest')",0.5598047,0.453172,-0.1066327
25,0.025194477,0.052407213,"('egoistic', 'altruistic')",0.0251945,0.0524072,0.0272127
26,0.38323563,0.22533125,"('hardhearted', 'benevolent')",0.3832356,0.2253312,-0.1579044
27,0.94017303,1.0141493,"('hardhearted', 'softhearted')",0.940173,1.0141493,0.0739763
28,0.5928059,0.4866128,"('disloyal', 'loyal')",0.5928059,0.4866128,-0.1061931
29,-0.5944517,-0.6509949,"('unfair', 'fair')",-0.5944517,-0.6509949,-0.0565432
30,0.5718425,0.4542944,"('intolerant', 'tolerant')",0.5718425,0.4542944,-0.1175481
31,-2.2216048,-2.2598197,"('evil', 'good')",-2.2216048,-2.2598197,-0.0382149
32,1.495513,1.33925,"('unkind', 'kind')",1.495513,1.33925,-0.156263
33,-0.3620082,-0.43422085,"('wrong', 'right')",-0.3620082,-0.4342209,-0.0722127
34,2.403457,2.5604024,"('mean', 'honorable')",2.4034569,2.5604024,0.1569455
35,-1.1442562,-1.2319568,"('corrupt', 'incorrupt')",-1.1442562,-1.2319568,-0.0877006
36,-2.5581272,-2.598531,"('hostile', 'amicable')",-2.5581272,-2.598531,-0.0404038
37,1.0699565,1.0986642,"('fake', 'genuine')",1.0699565,1.0986642,0.0287077
38,0.73521596,0.724027,"('untruthful', 'truthful')",0.735216,0.724027,-0.011189
39,0.14236978,0.024445672,"('exploitative', 'cooperative')",0.1423698,0.0244457,-0.1179241
40,-1.3990836,-1.4274211,"('stingy', 'generous')",-1.3990836,-1.4274211,-0.0283375
41,0.1543095,0.06694217,"('unforgiving', 'forgiving')",0.1543095,0.0669422,-0.0873673
42,-0.18054429,-0.1986658,"('unreliable', 'reliable')",-0.1805443,-0.1986658,-0.0181215
43,1.5295804,1.4836366,"('irresponsible', 'responsible')",1.5295804,1.4836366,-0.0459438
44,-0.166856,-0.33365768,"('prejudiced', 'unprejudiced')",-0.166856,-0.3336577,-0.1668017
45,0.46385384,0.5116629,"('incompetent', 'competent')",0.4638538,0.5116629,0.0478091
46,0.28454715,0.32704636,"('uncompetitive', 'competitive')",0.2845472,0.3270464,0.0424992
47,1.8987527,1.9271579,"('stupid', 'smart')",1.8987527,1.9271579,0.0284052
48,0.9868263,1.0755854,"('unintelligent', 'intelligent')",0.9868263,1.0755854,0.0887591
49,1.2127687,1.4076349,"('unable', 'able')",1.2127687,1.4076349,0.1948662
50,1.0434142,1.1474384,"('clumsy', 'skillful')",1.0434142,1.1474384,0.1040242
51,0.19853976,0.118060686,"('uneducated', 'educated')",0.1985398,0.1180607,-0.0804791
52,-1.4330373,-1.5675913,"('irrational', 'rational')",-1.4330373,-1.5675913,-0.134554
53,-1.2368242,-1.1763258,"('uncreative', 'creative')",-1.2368242,-1.1763258,0.0604984
54,0.48237628,0.5160333,"('incapable', 'capable')",0.4823763,0.5160333,0.033657
