,vibe_male,vibe_female,tuple,average_male,average_female,female-male
0,-0.09897261,-0.095236555,"('unsociable', 'sociable')",-0.0989726,-0.0952366,0.003736
1,0.7168317,0.6983659,"('unfriendly', 'friendly')",0.7168317,0.6983659,-0.0184658
2,-0.07718337,0.033385336,"('unlikable', 'likable')",-0.0771834,0.0333853,0.1105687
3,0.9126146,0.960713,"('repellent', 'pleasant')",0.9126146,0.960713,0.0480984
4,-7.096234,-7.2794185,"('disliked', 'liked')",-7.0962338,-7.2794185,-0.1831847
5,-0.7630476,-0.73880315,"('distant', 'outgoing')",-0.7630476,-0.7388031,0.0242445
6,-0.22465998,-0.27485263,"('distant', 'open')",-0.22466,-0.2748526,-0.0501926
7,0.6681755,0.7781489,"('insensitive', 'sensitive')",0.6681755,0.7781489,0.1099734
8,0.7550785,0.6864493,"('unaffectionate', 'affectionate')",0.7550785,0.6864493,-0.0686292
9,0.86808735,0.91813695,"('unaffectionate', 'caring')",0.8680874,0.918137,0.0500496
10,1.1663028,1.2104113,"('unsympathetic', 'sympathetic')",1.1663028,1.2104113,0.0441085
11,1.2510508,1.2781222,"('unhelpful', 'helpful')",1.2510508,1.2781222,0.0270714
12,-1.870104,-1.8772281,"('unsupportive', 'supportive')",-1.870104,-1.8772281,-0.0071241
13,-0.21372402,-0.13909508,"('impolite', 'polite')",-0.213724,-0.1390951,0.0746289
14,0.49819785,0.45321107,"('antisocial', 'social')",0.4981979,0.4532111,-0.0449868
15,-0.05253715,-0.13709855,"('boring', 'funny')",-0.0525372,-0.1370986,-0.0845614
16,-0.6284377,-0.6210904,"('unpopular', 'popular')",-0.6284377,-0.6210904,0.0073473
17,-0.27365172,-0.19483398,"('nasty', 'nice')",-0.2736517,-0.194834,0.0788177
18,-0.15174727,-0.19546926,"('disagreeable', 'welcoming')",-0.1517473,-0.1954693,-0.043722
19,-0.9153896,-0.96550107,"('inhospitable', 'hospitable')",-0.9153896,-0.9655011,-0.0501115
20,0.7969098,0.7646876,"('rough', 'thoughtful')",0.7969098,0.7646876,-0.0322222
