,cheetah_male,cheetah_female,tuple,average_male,average_female,female-male
0,0.1257228,-0.006959185,"('unsociable', 'sociable')",0.1257228,-0.0069592,-0.132682
1,-0.7185243,-0.95968884,"('unfriendly', 'friendly')",-0.7185243,-0.9596888,-0.2411645
2,0.6967676,0.6714355,"('unlikable', 'likable')",0.6967676,0.6714355,-0.0253321
3,-1.0905155,-0.72562546,"('repellent', 'pleasant')",-1.0905155,-0.7256255,0.36489
4,-0.8989996,-1.2119651,"('disliked', 'liked')",-0.8989996,-1.2119651,-0.3129655
5,-0.25636005,-0.41924042,"('distant', 'outgoing')",-0.2563601,-0.4192404,-0.1628803
6,-0.58361536,-0.7308072,"('distant', 'open')",-0.5836154,-0.7308072,-0.1471918
7,-0.08936061,0.09047933,"('insensitive', 'sensitive')",-0.0893606,0.0904793,0.1798399
8,-0.6302171,-0.7390961,"('unaffectionate', 'affectionate')",-0.6302171,-0.7390961,-0.108879
9,-0.69214994,-0.66975474,"('unaffectionate', 'caring')",-0.6921499,-0.6697547,0.0223952
10,-1.5231258,-1.2424356,"('unsympathetic', 'sympathetic')",-1.5231258,-1.2424356,0.2806902
11,-0.21254867,-0.09980616,"('unhelpful', 'helpful')",-0.2125487,-0.0998062,0.1127425
12,-1.148408,-0.9905617,"('unsupportive', 'supportive')",-1.1484081,-0.9905617,0.1578464
13,-0.31492883,-0.19837171,"('impolite', 'polite')",-0.3149288,-0.1983717,0.1165571
14,0.22128807,0.2564418,"('antisocial', 'social')",0.2212881,0.2564418,0.0351537
15,1.2638183,0.96943057,"('boring', 'funny')",1.2638183,0.9694306,-0.2943877
16,0.64124495,0.64136314,"('unpopular', 'popular')",0.6412449,0.6413631,0.0001182
17,0.09124377,0.13776861,"('nasty', 'nice')",0.0912438,0.1377686,0.0465248
18,-0.32107532,-0.27319112,"('disagreeable', 'welcoming')",-0.3210753,-0.2731911,0.0478842
19,-0.15075085,-0.21070965,"('inhospitable', 'hospitable')",-0.1507508,-0.2107096,-0.0599588
20,-0.39342216,-0.2610522,"('rough', 'thoughtful')",-0.3934222,-0.2610522,0.13237
21,-0.7058037,-0.38050613,"('immoral', 'moral')",-0.7058037,-0.3805061,0.3252976
22,-0.08077193,-0.07745501,"('untrustworthy', 'trustworthy')",-0.0807719,-0.077455,0.0033169
23,0.35970056,0.50250286,"('insincere', 'sincere')",0.3597006,0.5025029,0.1428023
