,nucor_male,nucor_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.84362155,-0.97408164,"('unsociable', 'sociable')",-0.11335634,-0.34201926,-0.478489,-0.6580504,-0.1795614
1,-1.5396072,-1.6196966,"('unfriendly', 'friendly')",1.3248155,1.1170522,-0.1073958,-0.2513222,-0.1439264
2,0.45709068,0.41317374,"('unlikable', 'likable')",0.67637706,0.63714147,0.5667338,0.5251576,-0.0415762
3,-0.33428583,-0.2623738,"('repellent', 'pleasant')",0.71223867,0.7148438,0.1889764,0.226235,0.0372586
4,-0.2786902,-0.31131682,"('disliked', 'liked')",-6.223389,-6.325941,-3.2510397,-3.318629,-0.0675893
5,-1.5046256,-1.5402958,"('distant', 'outgoing')",-0.70861036,-0.7308221,-1.1066179,-1.135559,-0.0289411
6,-1.7692928,-1.8019614,"('distant', 'open')",-0.59567624,-0.67786884,-1.1824845,-1.2399151,-0.0574306
7,-0.36331636,-0.3575411,"('insensitive', 'sensitive')",0.1416283,0.065920025,-0.110844,-0.1458105,-0.0349665
8,-1.0694878,-1.1226261,"('unaffectionate', 'affectionate')",0.6267183,0.53360075,-0.2213848,-0.2945127,-0.0731279
9,-1.4560554,-1.5555301,"('unaffectionate', 'caring')",0.8311145,0.74880016,-0.3124705,-0.403365,-0.0908945
10,-0.9173906,-0.9999128,"('unsympathetic', 'sympathetic')",-0.9029936,-1.0178552,-0.9101921,-1.008884,-0.0986919
11,-0.41700947,-0.4840755,"('unhelpful', 'helpful')",1.1427763,1.2021317,0.3628834,0.3590281,-0.0038553
12,-0.7983989,-0.7967741,"('unsupportive', 'supportive')",-2.2141566,-2.2730591,-1.5062778,-1.5349166,-0.0286388
13,-0.75439745,-0.79098624,"('impolite', 'polite')",-1.137661,-1.1451693,-0.9460292,-0.9680778,-0.0220486
14,0.6804488,0.6505882,"('antisocial', 'social')",0.26543754,0.13141961,0.4729432,0.3910039,-0.0819393
15,0.37817907,0.28527775,"('boring', 'funny')",0.15708263,0.14327899,0.2676308,0.2142784,-0.0533524
16,-0.31885514,-0.29779318,"('unpopular', 'popular')",0.5413151,0.48699096,0.11123,0.0945989,-0.0166311
17,-0.27946082,-0.27113545,"('nasty', 'nice')",-0.5995241,-0.53959894,-0.4394925,-0.4053672,0.0341253
18,-0.53870296,-0.536199,"('disagreeable', 'welcoming')",-0.5301233,-0.65183574,-0.5344131,-0.5940174,-0.0596043
19,-1.8121476,-1.8657002,"('inhospitable', 'hospitable')",-0.6816486,-0.64129084,-1.2468982,-1.2534956,-0.0065974
20,0.3686893,0.43753743,"('rough', 'thoughtful')",1.0488609,1.0246726,0.7087751,0.731105,0.0223299
21,0.19599603,0.10455812,"('immoral', 'moral')",-0.37821335,-0.42921036,-0.0911087,-0.1623261,-0.0712174
22,-0.496946,-0.5029413,"('untrustworthy', 'trustworthy')",-0.90145683,-1.0406603,-0.6992014,-0.7718008,-0.0725994
23,-0.7947934,-0.88946617,"('insincere', 'sincere')",5.1075716,5.0559535,2.156389,2.0832436,-0.0731454
24,-0.29372364,-0.4094194,"('dishonest', 'honest')",0.26758662,0.20422456,-0.0130685,-0.1025974,-0.0895289
25,-0.3300437,-0.31514758,"('egoistic', 'altruistic')",1.2981914,1.2866279,0.4840739,0.4857402,0.0016663
26,-0.09277936,-0.11848493,"('hardhearted', 'benevolent')",1.8618989,1.7721909,0.8845598,0.826853,-0.0577068
27,-0.5150036,-0.42325377,"('hardhearted', 'softhearted')",0.9212015,0.78536576,0.203099,0.181056,-0.022043
28,-0.34965393,-0.4608775,"('disloyal', 'loyal')",1.1582898,1.0652039,0.4043179,0.3021632,-0.1021547
29,-0.30085436,-0.34299436,"('unfair', 'fair')",-0.20834424,-0.38771832,-0.2545993,-0.3653563,-0.110757
30,0.6921565,0.6427732,"('intolerant', 'tolerant')",1.0911995,1.0128747,0.891678,0.827824,-0.063854
31,-1.0285189,-0.91136765,"('evil', 'good')",-0.44033596,-0.492852,-0.7344275,-0.7021098,0.0323177
32,-0.7439575,-0.8663194,"('unkind', 'kind')",0.3548361,0.1389375,-0.1945607,-0.363691,-0.1691303
33,0.28710908,0.17899093,"('wrong', 'right')",-0.636633,-0.629418,-0.174762,-0.2252135,-0.0504515
34,-0.25087428,-0.15605631,"('mean', 'honorable')",5.1707473,5.3467894,2.4599366,2.5953665,0.1354299
35,-0.6103778,-0.67990696,"('corrupt', 'incorrupt')",-0.1319995,-0.112757236,-0.3711886,-0.3963321,-0.0251435
36,-0.8990636,-0.9264116,"('hostile', 'amicable')",0.11742324,-0.027384808,-0.3908202,-0.4768982,-0.086078
37,0.17180346,0.11406864,"('fake', 'genuine')",-0.049903095,-0.07284822,0.0609502,0.0206102,-0.04034
38,-1.1574895,-1.2596813,"('untruthful', 'truthful')",-0.5378752,-0.47508287,-0.8476824,-0.8673821,-0.0196997
39,0.969753,0.98693025,"('exploitative', 'cooperative')",0.39935374,0.45204842,0.6845534,0.7194893,0.0349359
40,0.13614628,0.15380642,"('stingy', 'generous')",-1.663985,-1.8251,-0.7639194,-0.8356467,-0.0717273
41,-0.6016326,-0.57827395,"('unforgiving', 'forgiving')",0.120872855,-0.037056554,-0.2403799,-0.3076653,-0.0672854
42,0.108063936,0.10663833,"('unreliable', 'reliable')",-3.3951087,-3.5022867,-1.6435224,-1.6978241,-0.0543017
43,-0.6990626,-0.6957804,"('irresponsible', 'responsible')",0.10540396,0.05471144,-0.2968293,-0.3205345,-0.0237052
44,1.2886397,1.2623904,"('prejudiced', 'unprejudiced')",-1.3519487,-1.3545998,-0.0316545,-0.0461047,-0.0144502
45,-0.6876478,-0.6208138,"('incompetent', 'competent')",0.11289217,-0.028488915,-0.2873778,-0.3246514,-0.0372736
46,-0.36550018,-0.33295405,"('uncompetitive', 'competitive')",-1.1022888,-1.1177784,-0.7338945,-0.7253662,0.0085283
47,-0.034199588,0.046118274,"('stupid', 'smart')",5.17497,5.250591,2.5703852,2.6483545,0.0779693
48,0.45550993,0.5089546,"('unintelligent', 'intelligent')",0.66439277,0.67927533,0.5599514,0.594115,0.0341636
49,-0.19791178,-0.045780934,"('unable', 'able')",-0.41583937,-0.38821262,-0.3068756,-0.2169968,0.0898788
50,-0.276698,-0.28532848,"('clumsy', 'skillful')",-0.17135277,-0.28517988,-0.2240254,-0.2852542,-0.0612288
51,-1.5825652,-1.682445,"('uneducated', 'educated')",0.06856008,-0.06556313,-0.7570025,-0.8740041,-0.1170016
52,0.07349065,-0.11507932,"('irrational', 'rational')",0.52995443,0.43290368,0.3017225,0.1589122,-0.1428103
53,-1.7453285,-1.7873503,"('uncreative', 'creative')",0.15658414,-0.0002559293,-0.7943722,-0.8938031,-0.0994309
54,-1.0397875,-1.175012,"('incapable', 'capable')",0.4937329,0.50983924,-0.2730273,-0.3325864,-0.0595591
55,0.17748563,0.23140043,"('incompetent', 'clever')",0.17270462,0.093986064,0.1750951,0.1626932,-0.0124019
56,-0.16175441,-0.2644574,"('impractical', 'practical')",-0.5399438,-0.6003488,-0.3508491,-0.4324031,-0.081554
57,-0.9211503,-0.9741806,"('unimaginative', 'imaginative')",-2.9547615,-3.0640924,-1.9379559,-2.0191364,-0.0811805
58,0.00847263,0.029545147,"('undiscriminating', 'discriminating')",0.49030945,0.38614166,0.249391,0.2078434,-0.0415476
59,-0.26048675,-0.287913,"('foolish', 'wise')",0.2575784,0.32816675,-0.0014542,0.0201269,0.0215811
60,0.40429616,0.46515197,"('inefficient', 'efficient')",-0.5235798,-0.44297197,-0.0596418,0.01109,0.0707318
61,-0.4215821,-0.54174834,"('illogical', 'logical')",0.50416553,0.29527998,0.0412917,-0.1232342,-0.1645259
62,0.4004173,0.41069934,"('incompetent', 'brilliant')",0.17623925,0.25051692,0.2883283,0.3306081,0.0422798
63,-1.3520112,-1.3263745,"('unperceptive', 'insightful')",0.16157724,0.16640452,-0.595217,-0.579985,0.015232
64,-0.19888574,-0.260123,"('shy', 'confident')",-6.277116,-6.3395586,-3.2380009,-3.2998409,-0.06184
65,0.48551226,0.44378018,"('insecure', 'secure')",-0.5475169,-0.54583323,-0.0310023,-0.0510265,-0.0200242
66,-1.0608041,-1.180474,"('inactive', 'active')",0.23883757,0.25112778,-0.4109833,-0.4646731,-0.0536898
67,-0.09437212,-0.17076924,"('doubtful', 'determined')",-0.317227,-0.32730538,-0.2057996,-0.2490373,-0.0432377
68,-0.5392139,-0.52314085,"('dependent', 'independent')",-0.8626062,-0.901011,-0.7009101,-0.7120759,-0.0111658
69,0.022855692,0.04053588,"('lazy', 'industrious')",-0.4100036,-0.32873592,-0.193574,-0.1441,0.049474
70,-0.1245988,-0.14159909,"('lethargic', 'energetic')",-0.14823075,-0.22356366,-0.1364148,-0.1825814,-0.0461666
71,-0.8469997,-0.847892,"('diffident', 'self-confident')",0.34264764,0.3089642,-0.252176,-0.2694639,-0.0172879
72,-0.8523087,-0.8825502,"('unambitious', 'ambitious')",-0.81404316,-0.8109504,-0.8331759,-0.8467503,-0.0135744
73,0.74197674,0.66306347,"('helpless', 'self-reliant')",-2.895496,-2.9005368,-1.0767596,-1.1187366,-0.041977
74,-0.463745,-0.5141898,"('undedicated', 'dedicated')",-0.23266864,-0.40900874,-0.3482068,-0.4615993,-0.1133925
75,-0.3656307,-0.34845492,"('meek', 'impulsive')",-0.58863163,-0.48473567,-0.4771312,-0.4165953,0.0605359
76,0.6273955,0.6434225,"('anxious', 'daring')",-0.6308329,-0.5804735,-0.0017187,0.0314745,0.0331932
77,-0.3699332,-0.3224955,"('unmotivated', 'motivated')",-1.2009205,-1.0489366,-0.7854269,-0.685716,0.0997109
78,-0.9631067,-0.84784096,"('nonresilient', 'resilient')",-0.076753624,-0.10252857,-0.5199302,-0.4751848,0.0447454
79,-0.9260657,-1.0392892,"('wavering', 'unwavering')",-0.60393894,-0.55499315,-0.7650023,-0.7971412,-0.0321389
80,0.56863785,0.5518824,"('dominated', 'dominating')",-1.0496994,-0.90277034,-0.2405308,-0.175444,0.0650868
81,0.6055819,0.50932974,"('submissive', 'aggressive')",-1.0298442,-0.94248664,-0.2121311,-0.2165785,-0.0044474
82,-0.94110847,-0.93621624,"('poor', 'rich')",5.666948,5.589365,2.3629198,2.3265743,-0.0363455
83,-0.021299992,-0.053559504,"('powerless', 'powerful')",-1.0168287,-0.9995126,-0.5190643,-0.526536,-0.0074717
84,0.66274554,0.6243573,"('inferior', 'superior')",1.1552984,1.1711904,0.909022,0.8977739,-0.0112481
85,-0.18493672,-0.22960933,"('insignificant', 'prestigious')",0.49725053,0.46528262,0.1561569,0.1178366,-0.0383203
86,-1.6672604,-1.8081244,"('uninfluential', 'influential')",-0.5533464,-0.74852085,-1.1103034,-1.2783227,-0.1680193
87,0.0023331195,-0.11685887,"('unsuccessful', 'successful')",0.6756882,0.71123224,0.3390107,0.2971867,-0.041824
88,-0.0022533108,-0.17037313,"('low', 'eminent')",-0.35880607,-0.4552803,-0.1805297,-0.3128267,-0.132297
